,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,fixture,goals_conceded,minutes
15940,2017-18,Andre Gray,FWD,349,1.6,6,Crystal Palace,77903,1,63,TRUE,35,12.8,3,0,598,726,349,0,11
15942,2017-18,Andy Carroll,FWD,341,0,1,Arsenal,15035,1,57,FALSE,35,0,0,0,2962,215,341,1,4
15945,2017-18,Ashley Barnes,FWD,348,6.8,15,Stoke,288080,7,54,FALSE,35,4.7,29.4,34,19904,12620,348,1,73
15946,2017-18,Ashley Fletcher,FWD,341,0,1,Arsenal,24321,0,45,FALSE,35,0,0,0,21,145,341,0,0
15957,2017-18,Cenk Tosun,FWD,345,2.5,13,Newcastle,166194,2,68,TRUE,35,14.7,4.2,6,29446,10883,345,0,84
15961,2017-18,Christian Benteke,FWD,349,0.5,18,Watford,149266,1,75,FALSE,35,0.3,2.2,2,4832,1753,349,0,9
15963,2017-18,Chris Wood,FWD,348,5.1,15,Stoke,206151,2,63,FALSE,35,5.8,6.6,39,38439,5588,348,1,90
15967,2017-18,Connor Wickham,FWD,349,0,18,Watford,1891,0,54,FALSE,35,0,0,0,31,17,349,0,0
15972,2017-18,Danny Ings,FWD,350,7.7,19,West Brom,9720,6,54,FALSE,35,1.9,35.4,40,926,469,350,0,65
15974,2017-18,Danny Welbeck,FWD,341,7.3,20,West Ham,84213,2,73,TRUE,35,38.7,6,28,17677,4939,341,1,87
15978,2017-18,Divock Origi,FWD,350,0,19,West Brom,11430,0,74,FALSE,35,0,0,0,0,2,350,0,0
15980,2017-18,Dominic Calvert-Lewin,FWD,345,0.7,13,Newcastle,261817,1,50,TRUE,35,2.3,5,0,5086,12482,345,0,31
15981,2017-18,Dwight Gayle,FWD,345,1,7,Everton,67480,1,61,FALSE,35,1.8,0,10,2559,2359,345,0,27
15983,2017-18,Edward Nketiah,FWD,341,0,20,West Ham,2480,0,50,TRUE,35,0,0,0,94,75,341,0,0
15991,2017-18,Gabriel Fernando de Jesus,FWD,347,12.3,16,Swansea,856604,7,102,TRUE,35,5.1,43.6,74,375515,4984,347,0,90
15997,2017-18,Hal Robson-Kanu,FWD,350,0,10,Liverpool,22185,1,49,TRUE,35,0,0,0,67,387,350,0,1
16001,2017-18,Islam Slimani,FWD,345,2.2,7,Everton,19574,2,66,FALSE,35,15.3,2.4,4,685,175,345,1,62
16015,2017-18,Jay Rodriguez,FWD,350,3.5,10,Liverpool,130658,2,53,TRUE,35,23.6,7.4,4,17872,3481,350,2,88
16028,2017-18,Jordan Ayew,FWD,347,1,11,Man City,366134,2,53,FALSE,35,2.4,5.4,2,15280,7357,347,5,90
16030,2017-18,Jordan Hugill,FWD,341,0,1,Arsenal,634,0,50,FALSE,35,0,0,0,33,55,341,0,0
16057,2017-18,Michail Antonio,FWD,341,0,1,Arsenal,11908,0,74,FALSE,35,0,0,0,25,243,341,0,0
16068,2017-18,Oliver McBurnie,FWD,347,0,11,Man City,105783,0,46,FALSE,35,0,0,0,8,2267,347,0,0
16078,2017-18,Richarlison de Andrade,FWD,349,2.6,6,Crystal Palace,412095,1,59,TRUE,35,0.3,3,23,5825,9143,349,0,35
16081,2017-18,Roberto Firmino,FWD,350,0.9,19,West Brom,2403271,1,95,FALSE,35,3.8,1,4,174559,26560,350,2,24
16088,2017-18,Salomón Rondón,FWD,350,14.3,10,Liverpool,53090,9,60,TRUE,35,23.6,47.6,72,1591,2041,350,2,90
16094,2017-18,Sergio Agüero,FWD,347,0,16,Swansea,688174,0,116,TRUE,35,0,0,0,1675,70140,347,0,0
16096,2017-18,Tammy Abraham,FWD,347,1.5,11,Man City,206861,1,54,FALSE,35,10.3,3,2,1115,3637,347,1,15
16103,2017-18,Troy Deeney,FWD,349,5.5,6,Crystal Palace,64466,2,63,TRUE,35,28.8,11.8,14,7361,3320,349,0,90
16121,2017-18,Alexandre Lacazette,FWD,355,0,12,Man Utd,396787,0,102,FALSE,36,0,0,0,19985,18123,355,0,0
16129,2017-18,Andre Gray,FWD,359,3.7,17,Spurs,77028,2,63,FALSE,36,12,4.4,21,121,948,359,2,63
16131,2017-18,Andy Carroll,FWD,360,0,11,Man City,14326,0,57,TRUE,36,0,0,0,701,784,360,0,0
16134,2017-18,Anthony Martial,FWD,355,3.2,1,Arsenal,140609,1,78,TRUE,36,15.9,4.8,11,532,1988,355,0,26
16137,2017-18,Ashley Barnes,FWD,351,8.1,3,Brighton,318878,2,55,TRUE,36,11.7,13.4,56,27303,15763,351,0,90
16138,2017-18,Ashley Fletcher,FWD,360,0,11,Man City,24356,0,45,TRUE,36,0,0,0,28,103,360,0,0
16154,2017-18,Callum Wilson,FWD,357,0.4,14,Southampton,299211,2,57,FALSE,36,5.4,0,0,2205,30155,357,2,63
16157,2017-18,Cenk Tosun,FWD,353,8.9,8,Huddersfield,134381,7,68,FALSE,36,25.5,42.6,21,4220,24910,353,0,71
16158,2017-18,Charlie Austin,FWD,357,3.3,2,Bournemouth,70505,2,58,TRUE,36,11.5,3,18,10113,4902,357,1,71
16162,2017-18,Christian Benteke,FWD,352,5.6,9,Leicester,146357,5,75,TRUE,36,1.5,35.2,19,1270,3392,352,0,4
16167,2017-18,Chris Wood,FWD,351,4.3,3,Brighton,189372,2,64,TRUE,36,3.8,1.2,38,10027,18246,351,0,65
16171,2017-18,Connor Wickham,FWD,352,0,9,Leicester,1901,0,54,TRUE,36,0,0,0,36,30,352,0,0
16180,2017-18,Danny Ings,FWD,354,5,15,Stoke,15145,2,54,TRUE,36,22.3,4,24,7504,682,354,0,64
16183,2017-18,Danny Welbeck,FWD,355,2.6,12,Man Utd,72570,1,73,FALSE,36,1.5,17,7,3698,10383,355,1,26
16193,2017-18,Divock Origi,FWD,354,0,15,Stoke,11422,0,74,TRUE,36,0,0,0,4,11,354,0,0
16195,2017-18,Dominic Calvert-Lewin,FWD,353,0,8,Huddersfield,246366,0,50,FALSE,36,0,0,0,1748,18436,353,0,0
16196,2017-18,Dwight Gayle,FWD,356,5.3,19,West Brom,66261,2,61,TRUE,36,3.1,2,48,1688,2802,356,1,64
16198,2017-18,Edward Nketiah,FWD,355,0,12,Man Utd,2475,0,50,FALSE,36,0,0,0,62,77,355,0,0
16214,2017-18,Gabriel Fernando de Jesus,FWD,360,15.1,20,West Ham,852490,9,103,FALSE,36,33.5,44,73,133328,35273,360,1,79
16217,2017-18,Glenn Murray,FWD,351,3.3,4,Burnley,377859,0,60,FALSE,36,10.8,0,24,14172,23659,351,0,23
16222,2017-18,Hal Robson-Kanu,FWD,356,0,13,Newcastle,22255,1,49,FALSE,36,0,0,0,228,196,356,0,1
16224,2017-18,Harry Kane,FWD,359,11,18,Watford,2048011,6,130,TRUE,36,19.9,36.8,53,241417,9111,359,0,90
16233,2017-18,Islam Slimani,FWD,356,2.4,19,West Brom,20078,1,66,TRUE,36,13.5,2,8,772,231,356,0,25
16248,2017-18,Jamie Vardy,FWD,352,4,6,Crystal Palace,1379594,2,89,FALSE,36,1.6,0,39,50815,53737,352,5,90
16252,2017-18,Jay Rodriguez,FWD,356,5.1,13,Newcastle,135786,2,53,FALSE,36,3.6,8.8,39,14578,6389,356,0,76
16267,2017-18,Jordan Ayew,FWD,358,3.2,5,Chelsea,388368,2,53,TRUE,36,14.7,10.2,7,30010,9913,358,1,90
16269,2017-18,Jordan Hugill,FWD,360,0,11,Man City,616,0,49,TRUE,36,0,0,0,22,47,360,0,0
16273,2017-18,Joshua King,FWD,357,11.4,14,Southampton,105222,7,70,FALSE,36,17.5,36.8,60,3391,4503,357,2,90
16276,2017-18,Jürgen Locadia,FWD,351,0,4,Burnley,2200,0,60,FALSE,36,0,0,0,40,231,351,0,0
16279,2017-18,Kelechi Iheanacho,FWD,352,5.9,6,Crystal Palace,44513,1,65,FALSE,36,16.8,6.8,35,252,412,352,2,45
16295,2017-18,Lys Mousset,FWD,357,4.3,14,Southampton,13906,2,49,FALSE,36,24.2,8.6,10,420,521,357,2,63
16317,2017-18,Michael Obafemi,FWD,357,0,2,Bournemouth,41990,0,45,TRUE,36,0,0,0,716,1623,357,0,0
16318,2017-18,Michail Antonio,FWD,360,0,11,Man City,11858,0,74,TRUE,36,0,0,0,25,125,360,0,0
16319,2017-18,Michy Batshuayi,FWD,358,0,16,Swansea,29140,0,81,FALSE,36,0,0,0,4,43,358,0,0
16336,2017-18,Oliver McBurnie,FWD,358,0,5,Chelsea,104469,0,46,TRUE,36,0,0,0,5,1709,358,0,0
16338,2017-18,Olivier Giroud,FWD,358,5,16,Swansea,127314,2,82,FALSE,36,28.9,2,19,39244,2368,358,0,84
16354,2017-18,Richarlison de Andrade,FWD,359,5.3,17,Spurs,398235,2,59,FALSE,36,6.1,7.8,39,848,14183,359,2,90
16358,2017-18,Roberto Firmino,FWD,354,4.2,15,Stoke,2294746,2,96,TRUE,36,19,9,14,38314,116509,354,0,90
16363,2017-18,Romelu Lukaku,FWD,355,5.6,1,Arsenal,1583809,1,115,TRUE,36,25.5,6.2,24,28733,65144,355,0,49
16369,2017-18,Salomón Rondón,FWD,356,3.8,13,Newcastle,60962,2,60,FALSE,36,15.8,5,17,9083,2100,356,0,90
16377,2017-18,Sergio Agüero,FWD,360,0,20,West Ham,661632,0,115,FALSE,36,0,0,0,210,30373,360,0,0
16380,2017-18,Shane Long,FWD,357,3,2,Bournemouth,26359,1,56,TRUE,36,2.8,8.6,19,3043,494,357,0,31
16384,2017-18,Tammy Abraham,FWD,358,0,5,Chelsea,202053,0,54,TRUE,36,0,0,0,513,5832,358,0,0
16395,2017-18,Troy Deeney,FWD,359,4.2,17,Spurs,51104,1,63,FALSE,36,1.3,1,40,327,11282,359,0,26
16424,2017-18,Alexandre Lacazette,FWD,361,14.5,4,Burnley,422096,10,103,TRUE,37,46.6,57,41,33974,10291,361,0,71
16425,2017-18,Alexandre Lacazette,FWD,304,0,9,Leicester,422096,0,103,FALSE,37,0,0,0,33974,10291,304,0,0
16438,2017-18,Andre Gray,FWD,369,10.8,13,Newcastle,76749,7,63,TRUE,37,17.8,36.4,54,309,624,369,1,79
16440,2017-18,Andy Carroll,FWD,366,2.4,9,Leicester,14803,1,57,FALSE,37,0.4,6,18,1152,775,366,0,15
16441,2017-18,Andy Carroll,FWD,310,0,12,Man Utd,14803,1,57,TRUE,37,0.1,0,0,1152,775,310,0,24
16446,2017-18,Anthony Martial,FWD,363,6.4,3,Brighton,143715,2,78,FALSE,37,38.4,4.4,21,4302,1622,363,1,90
16447,2017-18,Anthony Martial,FWD,310,0,20,West Ham,143715,0,78,FALSE,37,0,0,0,4302,1622,310,0,0
16452,2017-18,Ashley Barnes,FWD,361,0.1,1,Arsenal,251474,1,54,FALSE,37,0.2,0,2,7170,70658,361,1,21
16453,2017-18,Ashley Fletcher,FWD,366,0,9,Leicester,24359,0,45,FALSE,37,0,0,0,35,110,366,0,0
16454,2017-18,Ashley Fletcher,FWD,310,0,12,Man Utd,24359,0,45,TRUE,37,0,0,0,35,110,310,0,0
16481,2017-18,Callum Wilson,FWD,362,10.9,16,Swansea,269298,2,56,TRUE,37,5.9,1.6,101,2761,30933,362,0,90
16486,2017-18,Cenk Tosun,FWD,365,1.4,14,Southampton,121223,2,68,TRUE,37,3.3,1,10,10901,23200,365,1,90
16487,2017-18,Charlie Austin,FWD,365,3.8,7,Everton,86461,1,58,FALSE,37,0.6,2.4,35,19655,4699,365,0,76
16488,2017-18,Charlie Austin,FWD,308,13.2,16,Swansea,86461,5,58,FALSE,37,2.8,18.6,111,19655,4699,308,0,90
16494,2017-18,Christian Benteke,FWD,368,1.4,15,Stoke,145793,1,75,FALSE,37,4.9,0,10,2563,3120,368,0,27
16502,2017-18,Chris Wood,FWD,361,0,1,Arsenal,120502,0,63,FALSE,37,0,0,0,360,66544,361,0,0
16509,2017-18,Connor Wickham,FWD,368,0,15,Stoke,1908,0,54,FALSE,37,0,0,0,16,17,368,0,0
16522,2017-18,Danny Ings,FWD,364,0,5,Chelsea,12101,0,54,FALSE,37,0,0,0,1174,3876,364,0,0
16526,2017-18,Danny Welbeck,FWD,361,1.4,4,Burnley,76777,1,73,TRUE,37,1.3,2.2,10,8721,5126,361,0,18
16527,2017-18,Danny Welbeck,FWD,304,0.1,9,Leicester,76777,1,73,FALSE,37,1.7,0,0,8721,5126,304,1,18
16545,2017-18,Divock Origi,FWD,364,0,5,Chelsea,11427,0,74,FALSE,37,0,0,0,6,4,364,0,0
16548,2017-18,Dominic Calvert-Lewin,FWD,365,0,14,Southampton,222961,0,50,TRUE,37,0,0,0,180,22748,365,0,0
16549,2017-18,Dwight Gayle,FWD,369,4.5,18,Watford,66219,2,61,FALSE,37,12.8,0,33,2218,2354,369,2,90
16550,2017-18,Dwight Gayle,FWD,309,5.3,17,Spurs,66219,2,61,FALSE,37,0.7,3,49,2218,2354,309,1,75
16553,2017-18,Edward Nketiah,FWD,361,0,4,Burnley,2567,0,50,TRUE,37,0,0,0,140,80,361,0,0
16554,2017-18,Edward Nketiah,FWD,304,0,9,Leicester,2567,1,50,FALSE,37,1.4,0,0,140,80,304,1,6
16583,2017-18,Gabriel Fernando de Jesus,FWD,367,5.2,8,Huddersfield,1123923,2,104,TRUE,37,27.8,5.2,19,268671,10261,367,0,90
16584,2017-18,Gabriel Fernando de Jesus,FWD,306,2.8,3,Brighton,1123923,2,104,TRUE,37,8.7,0,22,268671,10261,306,1,82
16588,2017-18,Glenn Murray,FWD,363,1.5,12,Man Utd,351423,1,60,TRUE,37,2.6,0,15,12401,37428,363,0,90
16589,2017-18,Glenn Murray,FWD,306,0,11,Man City,351423,0,60,FALSE,37,0,0,0,12401,37428,306,0,0
16597,2017-18,Hal Robson-Kanu,FWD,370,0,17,Spurs,22325,0,49,TRUE,37,0,0,0,258,202,370,0,0
16600,2017-18,Harry Kane,FWD,370,8,19,West Brom,2222843,2,131,FALSE,37,19.5,7,53,171907,7588,370,1,90
16601,2017-18,Harry Kane,FWD,309,7.4,13,Newcastle,2222843,6,131,TRUE,37,4.8,34.4,35,171907,7588,309,0,90
16618,2017-18,Islam Slimani,FWD,369,0,18,Watford,19197,0,66,FALSE,37,0,0,0,125,991,369,0,0
16619,2017-18,Islam Slimani,FWD,309,0,17,Spurs,19197,0,66,FALSE,37,0,0,0,125,991,309,0,0
16639,2017-18,Jamie Vardy,FWD,366,3.7,20,West Ham,1382423,2,89,TRUE,37,12.4,2.8,22,71925,70051,366,2,90
16640,2017-18,Jamie Vardy,FWD,304,12.5,1,Arsenal,1382423,9,89,TRUE,37,22,40.8,62,71925,70051,304,1,90
16647,2017-18,Jay Rodriguez,FWD,370,0.7,17,Spurs,134368,2,53,TRUE,37,1.2,1.4,4,12410,13572,370,0,78
16668,2017-18,Jordan Ayew,FWD,362,3.7,2,Bournemouth,533102,2,53,FALSE,37,8.8,4.6,24,143082,6277,362,1,90
16669,2017-18,Jordan Ayew,FWD,308,5.3,14,Southampton,533102,2,53,TRUE,37,5.8,6,41,143082,6277,308,1,90
16671,2017-18,Jordan Hugill,FWD,366,0,9,Leicester,642,0,49,FALSE,37,0,0,0,43,28,366,0,0
16672,2017-18,Jordan Hugill,FWD,310,0,12,Man Utd,642,0,49,TRUE,37,0,0,0,43,28,310,0,0
16677,2017-18,Joshua King,FWD,362,4.8,16,Swansea,108902,1,70,TRUE,37,25.9,9.8,12,9137,5723,362,0,90
16682,2017-18,Jürgen Locadia,FWD,363,0,12,Man Utd,2054,0,60,TRUE,37,0,0,0,42,200,363,0,0
16683,2017-18,Jürgen Locadia,FWD,306,0,11,Man City,2054,1,60,FALSE,37,0.3,0,1,42,200,306,0,17
16688,2017-18,Kelechi Iheanacho,FWD,366,2.3,20,West Ham,44819,1,65,TRUE,37,0.8,0.4,22,560,335,366,1,29
16689,2017-18,Kelechi Iheanacho,FWD,304,11.2,1,Arsenal,44819,8,65,TRUE,37,9.8,41,61,560,335,304,1,87
16715,2017-18,Lys Mousset,FWD,362,0.1,16,Swansea,14674,1,49,TRUE,37,0,0,3,1268,622,362,0,1
16752,2017-18,Michael Obafemi,FWD,365,0,7,Everton,41424,0,45,FALSE,37,0,0,0,1113,1872,365,0,0
16753,2017-18,Michael Obafemi,FWD,308,0,16,Swansea,41424,0,45,FALSE,37,0,0,0,1113,1872,308,0,0
16754,2017-18,Michail Antonio,FWD,366,0,9,Leicester,11818,0,74,FALSE,37,0,0,0,24,96,366,0,0
16755,2017-18,Michail Antonio,FWD,310,0,12,Man Utd,11818,0,74,TRUE,37,0,0,0,24,96,310,0,0
16756,2017-18,Michy Batshuayi,FWD,364,0,10,Liverpool,29116,0,81,TRUE,37,0,0,0,4,38,364,0,0
16757,2017-18,Michy Batshuayi,FWD,344,0,8,Huddersfield,29116,0,81,TRUE,37,0,0,0,4,38,344,0,0
16782,2017-18,Oliver McBurnie,FWD,362,0,2,Bournemouth,102432,0,46,FALSE,37,0,0,0,9,1962,362,0,0
16783,2017-18,Oliver McBurnie,FWD,308,0,14,Southampton,102432,0,46,TRUE,37,0,0,0,9,1962,308,0,0
16786,2017-18,Olivier Giroud,FWD,364,9,10,Liverpool,153642,9,83,TRUE,37,13.6,37.2,39,33503,8415,364,0,90
16787,2017-18,Olivier Giroud,FWD,344,3.8,8,Huddersfield,153642,1,83,TRUE,37,13.8,0.4,24,33503,8415,344,0,36
16814,2017-18,Richarlison de Andrade,FWD,369,0.5,13,Newcastle,387132,1,59,TRUE,37,3,2,0,976,11549,369,0,10
16820,2017-18,Roberto Firmino,FWD,364,6.4,5,Chelsea,2024537,2,95,FALSE,37,23.2,9.8,31,16355,272266,364,1,90
16829,2017-18,Romelu Lukaku,FWD,363,0,3,Brighton,1369950,0,115,FALSE,37,0,0,0,6611,215124,363,0,0
16830,2017-18,Romelu Lukaku,FWD,310,0,20,West Ham,1369950,0,115,FALSE,37,0,0,0,6611,215124,310,0,0
16838,2017-18,Salomón Rondón,FWD,370,1.6,17,Spurs,58638,2,60,TRUE,37,12.8,1.2,2,3314,5308,370,0,73
16850,2017-18,Sergio Agüero,FWD,367,0,8,Huddersfield,645323,0,115,TRUE,37,0,0,0,278,16793,367,0,0
16851,2017-18,Sergio Agüero,FWD,306,0,3,Brighton,645323,0,115,TRUE,37,0,0,0,278,16793,306,0,0
16856,2017-18,Shane Long,FWD,365,1.5,7,Everton,28522,0,56,FALSE,37,11.6,3.2,0,2968,977,365,1,14
16857,2017-18,Shane Long,FWD,308,1.4,16,Swansea,28522,1,56,FALSE,37,2.8,5.2,6,2968,977,308,0,26
16864,2017-18,Tammy Abraham,FWD,362,0.2,2,Bournemouth,202659,1,54,FALSE,37,0.5,1.2,0,2965,2584,362,0,31
16865,2017-18,Tammy Abraham,FWD,308,1.4,14,Southampton,202659,1,54,TRUE,37,0.3,0.2,13,2965,2584,308,1,28
16880,2017-18,Troy Deeney,FWD,369,9.1,13,Newcastle,47386,0,63,TRUE,37,11.6,10.8,69,972,4664,369,1,61
16910,2017-18,Alexandre Lacazette,FWD,373,4.3,8,Huddersfield,450063,2,103,FALSE,38,15,9.4,19,38382,11822,373,0,90
16918,2017-18,Andre Gray,FWD,375,1.4,12,Man Utd,78552,2,63,FALSE,38,3.4,3,8,2283,741,375,1,71
16920,2017-18,Andy Carroll,FWD,380,0,7,Everton,17465,0,57,TRUE,38,0,0,0,3149,679,380,0,0
16923,2017-18,Anthony Martial,FWD,375,0,18,Watford,154756,0,78,TRUE,38,0,0,0,12801,2665,375,0,0
16926,2017-18,Ashley Barnes,FWD,371,0,2,Bournemouth,182731,0,53,TRUE,38,0,0,0,2088,71293,371,0,0
16927,2017-18,Ashley Fletcher,FWD,380,0,7,Everton,24375,0,45,TRUE,38,0,0,0,49,134,380,0,0
16943,2017-18,Callum Wilson,FWD,371,5.6,4,Burnley,262663,8,56,FALSE,38,1.6,36,18,5819,13751,371,0,31
16946,2017-18,Cenk Tosun,FWD,380,4,20,West Ham,124603,2,67,FALSE,38,23.7,4,12,13674,11686,380,1,60
16947,2017-18,Charlie Austin,FWD,377,1.2,11,Man City,82963,2,58,TRUE,38,1.4,2.4,8,6614,9287,377,0,63
16951,2017-18,Christian Benteke,FWD,372,2.7,19,West Brom,149804,1,75,TRUE,38,1.2,4.4,21,5653,2088,372,0,22
16956,2017-18,Chris Wood,FWD,371,7.3,2,Bournemouth,96596,9,62,TRUE,38,12.3,39.2,21,925,26478,371,0,60
16960,2017-18,Connor Wickham,FWD,372,0,19,West Brom,1927,0,54,TRUE,38,0,0,0,41,25,372,0,0
16969,2017-18,Danny Ings,FWD,374,0.3,3,Brighton,14499,1,54,TRUE,38,0.1,0,4,3784,1707,374,0,6
16972,2017-18,Danny Welbeck,FWD,373,2.8,8,Huddersfield,71822,1,73,FALSE,38,0.5,6.2,21,3229,7881,373,0,23
16982,2017-18,Divock Origi,FWD,374,0,3,Brighton,11432,0,74,TRUE,38,0,0,0,9,9,374,0,0
16984,2017-18,Dominic Calvert-Lewin,FWD,380,0,20,West Ham,207070,0,49,FALSE,38,0,0,0,151,16267,380,0,0
16985,2017-18,Dwight Gayle,FWD,376,10.2,5,Chelsea,64952,6,61,TRUE,38,23.2,39,40,1530,2724,376,0,47
16988,2017-18,Edward Nketiah,FWD,373,0,8,Huddersfield,2702,0,50,FALSE,38,0,0,0,196,90,373,0,0
17004,2017-18,Gabriel Fernando de Jesus,FWD,377,6,14,Southampton,1009260,5,104,FALSE,38,0.2,34.6,25,30176,130035,377,0,31
17007,2017-18,Glenn Murray,FWD,374,0.6,10,Liverpool,331596,1,59,FALSE,38,0.5,3.2,2,8721,28409,374,1,33
17012,2017-18,Hal Robson-Kanu,FWD,372,1.2,6,Crystal Palace,22401,1,49,FALSE,38,10.4,1.4,0,299,245,372,1,19
17014,2017-18,Harry Kane,FWD,379,10.6,9,Leicester,2229620,12,131,TRUE,38,2.2,64.6,39,47367,35448,379,4,90
17023,2017-18,Islam Slimani,FWD,376,0,5,Chelsea,18720,0,66,TRUE,38,0,0,0,63,551,376,0,0
17038,2017-18,Jamie Vardy,FWD,379,13.8,17,Spurs,1278058,13,88,FALSE,38,21.8,64.8,51,17486,117702,379,5,90
17042,2017-18,Jay Rodriguez,FWD,372,1.3,6,Crystal Palace,147821,2,54,FALSE,38,0.6,10.8,2,19470,7066,372,1,72
17057,2017-18,Jordan Ayew,FWD,378,11.6,15,Stoke,561760,2,54,TRUE,38,5.7,6.6,104,54039,19855,378,2,90
17059,2017-18,Jordan Hugill,FWD,380,0,7,Everton,763,0,49,TRUE,38,0,0,0,147,43,380,0,0
17063,2017-18,Joshua King,FWD,371,12.2,4,Burnley,113766,7,70,FALSE,38,22.8,30,69,9048,4544,371,1,90
17066,2017-18,Jürgen Locadia,FWD,374,0.1,10,Liverpool,1946,1,60,FALSE,38,3.8,0,2,61,171,374,3,56
17069,2017-18,Kelechi Iheanacho,FWD,379,10.3,17,Spurs,47511,6,65,FALSE,38,12.7,43.4,47,2880,523,379,5,84
17085,2017-18,Lys Mousset,FWD,371,3.7,4,Burnley,14773,1,49,FALSE,38,1.3,10.2,25,678,560,371,1,58
17107,2017-18,Michael Obafemi,FWD,377,0,11,Man City,40444,0,45,TRUE,38,0,0,0,958,1882,377,0,0
17108,2017-18,Michail Antonio,FWD,380,0,7,Everton,11807,0,74,TRUE,38,0,0,0,53,110,380,0,0
17109,2017-18,Michy Batshuayi,FWD,376,0,13,Newcastle,29103,0,81,FALSE,38,0,0,0,11,34,376,0,0
17126,2017-18,Oliver McBurnie,FWD,378,0,15,Stoke,100421,0,46,TRUE,38,0,0,0,13,2001,378,0,0
17128,2017-18,Olivier Giroud,FWD,376,2.7,13,Newcastle,222690,2,84,FALSE,38,3.8,0,23,72273,7684,376,3,76
17144,2017-18,Richarlison de Andrade,FWD,375,3.4,12,Man Utd,380208,2,58,FALSE,38,1.8,4.6,28,954,8121,375,1,90
17148,2017-18,Roberto Firmino,FWD,374,7,3,Brighton,2137893,2,95,TRUE,38,16.5,9.2,44,123662,32984,374,0,83
17153,2017-18,Romelu Lukaku,FWD,375,0,18,Watford,1290973,0,115,TRUE,38,0,0,0,463,82444,375,0,0
17159,2017-18,Salomón Rondón,FWD,372,1.4,6,Crystal Palace,64799,2,60,FALSE,38,4.8,2.6,7,8616,3109,372,1,71
17167,2017-18,Sergio Agüero,FWD,377,0,14,Southampton,631755,0,115,FALSE,38,0,0,0,299,13932,377,0,0
17170,2017-18,Shane Long,FWD,377,0.4,11,Man City,27250,1,56,TRUE,38,0.8,1.2,2,699,1813,377,1,26
17174,2017-18,Tammy Abraham,FWD,378,5.1,15,Stoke,203460,1,54,TRUE,38,10.6,2.2,38,3291,2555,378,0,33
17185,2017-18,Troy Deeney,FWD,375,2,12,Man Utd,45312,1,63,FALSE,38,10.8,7.2,2,878,3113,375,0,27
17206,2017-18,Alexandre Lacazette,FWD,31,8.5,2,Bournemouth,680443,6,104,TRUE,4,13.7,43,28,52256,136903,31,0,74
17214,2017-18,Andre Gray,FWD,36,4.1,14,Southampton,82643,2,64,FALSE,4,31.5,5.6,4,2935,17483,36,0,83
17216,2017-18,Andy Carroll,FWD,40,7.1,8,Huddersfield,3983,2,59,TRUE,4,5.5,6.8,59,429,569,40,0,81
17219,2017-18,Anthony Martial,FWD,37,4,15,Stoke,112716,1,80,FALSE,4,30.5,7.6,2,12544,13071,37,0,18
17222,2017-18,Ashley Barnes,FWD,38,2.5,6,Crystal Palace,24450,1,54,TRUE,4,0.5,5.2,19,494,3914,38,0,26
17223,2017-18,Ashley Fletcher,FWD,40,0,8,Huddersfield,24852,0,45,TRUE,4,0,0,0,338,3619,40,0,0
17236,2017-18,Callum Wilson,FWD,31,0,1,Arsenal,1527,0,60,FALSE,4,0,0,0,46,183,31,0,0
17239,2017-18,Charlie Austin,FWD,36,0.5,18,Watford,41280,1,64,TRUE,4,0.3,2.4,2,2817,12659,36,0,19
17243,2017-18,Christian Benteke,FWD,38,4.3,4,Burnley,240581,1,78,FALSE,4,6.3,0,37,2993,72017,38,1,90
17248,2017-18,Chris Wood,FWD,38,5.5,6,Crystal Palace,33555,9,65,TRUE,4,3.8,40,11,28972,5988,38,0,90
17251,2017-18,Connor Wickham,FWD,38,0,4,Burnley,1218,0,55,FALSE,4,0,0,0,48,162,38,0,0
17258,2017-18,Danny Ings,FWD,35,0,11,Man City,4323,0,54,FALSE,4,0,0,0,241,557,35,0,0
17261,2017-18,Danny Welbeck,FWD,31,15.1,2,Bournemouth,58467,16,75,TRUE,4,23.2,83.6,44,8916,9340,31,0,74
17271,2017-18,Divock Origi,FWD,35,0,11,Man City,15754,0,74,FALSE,4,0,0,0,188,4986,35,0,0
17272,2017-18,Dominic Calvert-Lewin,FWD,33,4.6,17,Spurs,100836,1,50,TRUE,4,2.8,3,40,32472,20123,33,1,45
17273,2017-18,Dwight Gayle,FWD,39,0,16,Swansea,53931,0,63,FALSE,4,0,0,0,325,24490,39,0,12
17288,2017-18,Gabriel Fernando de Jesus,FWD,35,15.7,10,Liverpool,380564,12,104,TRUE,4,11.3,68.2,77,38318,58938,35,0,56
17291,2017-18,Glenn Murray,FWD,32,0,19,West Brom,11278,0,58,TRUE,4,1,0,0,85,4014,32,0,7
17295,2017-18,Hal Robson-Kanu,FWD,32,0,3,Brighton,20932,0,49,FALSE,4,0,0,0,381,4458,32,0,0
17296,2017-18,Harry Kane,FWD,33,15.2,7,Everton,1269420,13,124,FALSE,4,15.3,67.8,69,51894,192697,33,0,84
17304,2017-18,Islam Slimani,FWD,34,2.7,5,Chelsea,14175,1,68,TRUE,4,1.8,4.6,21,632,2125,34,1,45
17319,2017-18,Jamie Vardy,FWD,34,6.6,5,Chelsea,511786,7,86,TRUE,4,1.3,32.2,32,36272,83748,34,2,90
