,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,fixture,goals_conceded,minutes
56527,2020-21,Albian Ajeti,FWD,125,0,6,Crystal Palace,528,0,55,TRUE,13,0,0,0,5,20,125,0,0
56539,2020-21,Danny Ings,FWD,119,0.9,1,Arsenal,632656,1,84,FALSE,13,1.6,2.2,5,73077,18569,119,1,90
56546,2020-21,Bobby Decordova-Reid,FWD,121,0.7,3,Brighton,54282,2,53,TRUE,13,1.9,5.4,0,29059,2720,121,0,61
56553,2020-21,Michy Batshuayi,FWD,125,0,19,West Ham,50018,0,57,FALSE,13,0,0,0,497,2378,125,0,0
56571,2020-21,Harry Kane,FWD,127,0.8,11,Liverpool,3131857,2,109,FALSE,13,0.8,0,10,77852,56372,127,2,90
56577,2020-21,Edinson Cavani,FWD,124,0,15,Sheffield Utd,109219,0,80,FALSE,13,0,0,0,2293,42949,124,0,0
56588,2020-21,Florin Andone,FWD,121,0,8,Fulham,5578,0,48,FALSE,13,0,0,0,33,121,121,0,0
56597,2020-21,Fabio Silva,FWD,126,1.6,5,Chelsea,48560,2,52,TRUE,13,12.8,1.2,2,5297,2714,126,1,60
56604,2020-21,Chris Wood,FWD,120,2,2,Aston Villa,69851,2,62,FALSE,13,1.3,1.4,17,1812,3102,120,0,81
56619,2020-21,Connor Wickham,FWD,125,0,19,West Ham,44479,0,44,FALSE,13,0,0,0,3038,1465,125,0,0
56621,2020-21,Glenn Murray,FWD,121,0,8,Fulham,7232,0,48,FALSE,13,0,0,0,10,113,121,0,0
56633,2020-21,Mbwana Samatta,FWD,120,0,4,Burnley,2951,0,59,TRUE,13,0,0,0,5,30,120,0,0
56639,2020-21,Lys Mousset,FWD,124,2.9,13,Man Utd,5114,1,58,TRUE,13,0.7,4.2,24,84,104,124,0,27
56653,2020-21,Max Thompson,FWD,120,0,2,Aston Villa,5934,0,45,FALSE,13,0,0,0,1153,794,120,0,0
56657,2020-21,Michael Obafemi,FWD,119,0,1,Arsenal,74230,0,46,FALSE,13,0,0,0,1334,2416,119,0,0
56658,2020-21,Dominic Calvert-Lewin,FWD,123,8.1,9,Leicester,4557081,5,79,FALSE,13,1.2,9.6,70,57449,79281,123,0,89
56668,2020-21,David McGoldrick,FWD,124,21,13,Man Utd,45027,13,52,TRUE,13,28.1,84,98,1969,3265,124,3,90
56680,2020-21,Yoshinori Muto,FWD,122,0,10,Leeds,7796,0,48,FALSE,13,0,0,0,77,148,122,0,0
56684,2020-21,Daniel N'Lundulu,FWD,119,0,1,Arsenal,8745,0,45,FALSE,13,0,0,0,2050,1018,119,0,0
56685,2020-21,Aleksandar Mitrović,FWD,121,1.8,3,Brighton,338704,1,56,TRUE,13,11.7,0.2,6,1669,27406,121,0,13
56687,2020-21,Anthony Martial,FWD,124,16.2,15,Sheffield Utd,258385,10,87,FALSE,13,34.5,59,68,6013,4752,124,2,89
56701,2020-21,Jay Rodriguez,FWD,120,1.8,2,Aston Villa,20332,2,58,FALSE,13,11.7,4.8,1,407,681,120,0,64
56712,2020-21,Joelinton Cássio Apolinário de Lira,FWD,122,1.8,10,Leeds,43276,2,57,FALSE,13,3.6,6.4,8,12940,3079,122,2,73
56718,2020-21,Ellis Simms,FWD,123,0,9,Leicester,4748,0,45,FALSE,13,0,0,0,722,756,123,0,0
56725,2020-21,Patrick Bamford,FWD,122,13.3,14,Newcastle,3114787,6,63,TRUE,13,13.1,42.8,77,191883,35114,122,2,83
56726,2020-21,Karlan Grant,FWD,128,2.3,12,Man City,3703,2,59,FALSE,13,2.2,2,19,648,823,128,1,69
56728,2020-21,Callum Robinson,FWD,128,0,12,Man City,39669,0,55,FALSE,13,0,0,0,1999,4286,128,0,0
56737,2020-21,Oliver McBurnie,FWD,124,0,13,Man Utd,19492,0,56,TRUE,13,0,0,0,361,1967,124,0,0
56739,2020-21,Sergio Agüero,FWD,128,0.8,18,West Brom,96807,1,103,TRUE,13,0,0,12,6707,3976,128,0,14
56758,2020-21,Jordan Ayew,FWD,125,0.1,19,West Ham,125619,1,57,FALSE,13,0.3,1,0,1646,8428,125,0,14
56767,2020-21,Michail Antonio,FWD,125,0,6,Crystal Palace,132865,0,62,TRUE,13,0,0,0,387,5534,125,0,0
56768,2020-21,Callum Wilson,FWD,122,9.7,10,Leeds,1263358,5,66,FALSE,13,34.7,26.4,36,58463,82332,122,5,90
56772,2020-21,Leonardo Campana,FWD,126,0,5,Chelsea,23005,0,48,TRUE,13,0,0,0,627,774,126,0,0
56775,2020-21,Keinan Davis,FWD,120,0.4,4,Burnley,553397,1,43,TRUE,13,1.4,0.2,2,17382,23474,120,0,10
56776,2020-21,Odion Ighalo,FWD,124,0,15,Sheffield Utd,14264,0,61,FALSE,13,0,0,0,96,240,124,0,0
56784,2020-21,Olivier Giroud,FWD,126,7.9,20,Wolves,101912,6,67,FALSE,13,11.3,29.4,38,10957,10784,126,1,70
56791,2020-21,Rhian Brewster,FWD,124,2.4,13,Man Utd,487402,1,45,TRUE,13,11.3,2.6,10,29408,29272,124,0,16
56800,2020-21,Andy Carroll,FWD,122,0,10,Leeds,21514,0,52,FALSE,13,0,0,0,415,614,122,0,0
56814,2020-21,Indiana Vassilev,FWD,120,0,4,Burnley,49825,0,43,TRUE,13,0,0,0,1496,1528,120,0,0
56816,2020-21,Wesley Moraes,FWD,120,0,4,Burnley,768,0,60,TRUE,13,0,0,0,22,36,120,0,0
56817,2020-21,Sébastien Haller,FWD,125,6.9,6,Crystal Palace,28654,7,61,TRUE,13,4.1,35.4,29,2554,3022,125,1,90
56818,2020-21,Matej Vydra,FWD,120,0,2,Aston Villa,47414,1,48,FALSE,13,0,0,0,1863,1930,120,0,8
56820,2020-21,Billy Sharp,FWD,124,0,13,Man Utd,9550,0,56,TRUE,13,0,0,0,95,221,124,0,0
56823,2020-21,Rodrigo Moreno,FWD,122,15.2,14,Newcastle,157382,12,57,TRUE,13,35.6,44.6,72,3015,4407,122,2,81
56829,2020-21,Islam Slimani,FWD,123,0,7,Everton,5671,0,50,TRUE,13,0,0,0,371,470,123,0,0
56836,2020-21,Jordan Hugill,FWD,125,0,6,Crystal Palace,506,0,55,TRUE,13,0,0,0,3,11,125,0,0
56837,2020-21,Alexandre Lacazette,FWD,119,0,16,Southampton,199418,0,83,TRUE,13,0,0,0,2375,9656,119,0,0
56843,2020-21,Tammy Abraham,FWD,126,0,20,Wolves,196034,1,72,FALSE,13,0.3,0,0,5288,21724,126,1,19
56847,2020-21,Lewis Richardson,FWD,120,0,2,Aston Villa,5999,0,45,FALSE,13,0,0,0,839,711,120,0,0
56853,2020-21,Cenk Tosun,FWD,123,0,9,Leicester,1861,0,60,FALSE,13,0,0,0,77,131,123,0,0
56858,2020-21,Divock Origi,FWD,127,0,17,Spurs,46369,0,52,TRUE,13,0,0,0,710,954,127,0,0
56872,2020-21,Dwight Gayle,FWD,122,0.1,10,Leeds,2848,1,59,FALSE,13,1.2,0,0,1174,169,122,3,16
56875,2020-21,Liam Delap,FWD,128,0,18,West Brom,82317,0,44,TRUE,13,0,0,0,8376,6435,128,0,0
56885,2020-21,Aaron Connolly,FWD,129,4.8,15,Sheffield Utd,32454,2,53,TRUE,14,12,2,34,979,2568,129,1,90
56896,2020-21,Raúl Jiménez,FWD,130,0,4,Burnley,445255,0,82,FALSE,14,0,0,0,88,20158,130,0,0
56905,2020-21,Neal Maupay,FWD,129,7.2,15,Sheffield Utd,165738,2,61,TRUE,14,12.1,1.8,58,9236,13598,129,1,65
56906,2020-21,Moise Kean,FWD,133,0,1,Arsenal,15739,0,58,TRUE,14,0,0,0,10,104,133,0,0
56922,2020-21,Shane Long,FWD,136,0,12,Man City,44313,0,52,TRUE,14,0,0,0,723,2097,136,0,0
56929,2020-21,Jamie Vardy,FWD,137,17.6,17,Spurs,2065491,12,102,FALSE,14,21.4,45.6,109,39140,220053,137,0,87
56933,2020-21,Léo Bonatini,FWD,130,0,4,Burnley,10151,0,48,FALSE,14,0,0,0,18,178,130,0,0
56942,2020-21,Kelechi Iheanacho,FWD,137,0.3,17,Spurs,21143,1,56,FALSE,14,0.8,0.2,2,210,497,137,0,2
56949,2020-21,Gabriel Fernando de Jesus,FWD,136,0,16,Southampton,129197,0,92,FALSE,14,0,0,0,4970,39630,136,0,0
56954,2020-21,Kenneth Zohore,FWD,138,0,2,Aston Villa,2752,0,48,TRUE,14,0,0,0,27,144,138,0,0
56969,2020-21,Richarlison de Andrade,FWD,133,1.3,1,Arsenal,346508,2,78,TRUE,14,3.3,3.6,6,27795,6892,133,1,90
56971,2020-21,Danny Welbeck,FWD,129,8.7,15,Sheffield Utd,106188,8,55,TRUE,14,0,34,53,23928,10249,129,0,24
56972,2020-21,Edward Nketiah,FWD,133,2.7,7,Everton,42821,2,55,FALSE,14,0.3,0,27,1769,1329,133,2,75
56974,2020-21,Timo Werner,FWD,131,9.7,19,West Ham,1364119,5,94,TRUE,14,13.3,23.6,60,17697,177950,131,0,90
56979,2020-21,Ollie Watkins,FWD,138,3.9,18,West Brom,612836,2,61,FALSE,14,4.6,5.6,29,34348,54035,138,0,90
56982,2020-21,Roberto Firmino,FWD,132,13.3,6,Crystal Palace,189554,16,92,FALSE,14,11.8,87,34,23742,3952,132,0,74
57051,2020-21,Che Adams,FWD,136,4.7,12,Man City,562657,2,60,TRUE,14,11.8,2,33,49384,37425,136,1,81
57052,2020-21,Hal Robson-Kanu,FWD,138,0,2,Aston Villa,6944,0,52,TRUE,14,0,0,0,18,200,138,0,0
57053,2020-21,Andi Zeqiri,FWD,129,1.8,15,Sheffield Utd,2996,1,50,TRUE,14,4.3,0,14,195,246,129,0,18
57056,2020-21,Carlos Vinicius Alves Morais,FWD,137,0,9,Leicester,3484,0,69,TRUE,14,0,0,0,120,220,137,0,0
57064,2020-21,Christian Benteke,FWD,132,0,11,Liverpool,24783,0,55,TRUE,14,0,0,0,1939,6916,132,0,0
57104,2020-21,Charlie Austin,FWD,138,0.2,2,Aston Villa,15670,1,51,TRUE,14,0.1,0,2,706,654,138,2,13
57107,2020-21,Ashley Barnes,FWD,130,10.8,20,Wolves,9757,8,60,TRUE,14,1,35.8,71,290,483,130,0,81
57134,2020-21,Albian Ajeti,FWD,131,0,5,Chelsea,525,0,55,FALSE,14,0,0,0,12,13,131,0,0
57146,2020-21,Danny Ings,FWD,136,3.2,12,Man City,620139,1,84,TRUE,14,0.8,9.6,22,34009,43862,136,1,40
57153,2020-21,Bobby Decordova-Reid,FWD,135,1,14,Newcastle,47781,2,53,FALSE,14,2.5,1,6,7438,11847,135,1,90
57160,2020-21,Michy Batshuayi,FWD,132,0,11,Liverpool,48539,1,57,TRUE,14,0.2,0,0,442,2079,132,2,21
57179,2020-21,Harry Kane,FWD,137,5.5,9,Leicester,3290617,2,110,TRUE,14,8.3,11.6,35,164460,29790,137,2,90
57185,2020-21,Edinson Cavani,FWD,134,3.3,10,Leeds,81511,1,79,TRUE,14,0.4,8.4,24,1161,29814,134,1,19
57197,2020-21,Florin Andone,FWD,129,0,15,Sheffield Utd,5534,0,48,TRUE,14,0,0,0,60,112,129,0,0
57206,2020-21,Fabio Silva,FWD,130,5.6,4,Burnley,52273,6,52,FALSE,14,0.1,31.2,25,6352,3034,130,0,30
57213,2020-21,Chris Wood,FWD,130,12,20,Wolves,69107,9,62,TRUE,14,14.1,47.8,58,2186,3197,130,1,90
57228,2020-21,Connor Wickham,FWD,132,0,11,Liverpool,44153,0,44,TRUE,14,0,0,0,2551,2038,132,0,0
57231,2020-21,Glenn Murray,FWD,129,0,15,Sheffield Utd,7202,0,48,TRUE,14,0,0,0,58,93,129,0,0
57243,2020-21,Mbwana Samatta,FWD,138,0,18,West Brom,2938,0,59,FALSE,14,0,0,0,5,19,138,0,0
57249,2020-21,Lys Mousset,FWD,129,0,3,Brighton,5237,0,58,FALSE,14,0,0,0,218,124,129,0,0
57263,2020-21,Max Thompson,FWD,130,0,20,Wolves,5776,0,45,TRUE,14,0,0,0,591,798,130,0,0
57267,2020-21,Michael Obafemi,FWD,136,0,12,Man City,73096,0,46,TRUE,14,0,0,0,1210,2528,136,0,0
57268,2020-21,Dominic Calvert-Lewin,FWD,133,1.8,1,Arsenal,4648980,4,79,TRUE,14,1.5,1.6,15,113813,46312,133,1,90
57278,2020-21,David McGoldrick,FWD,129,4.6,3,Brighton,62808,4,52,FALSE,14,12.8,22,11,18807,2581,129,0,69
57290,2020-21,Yoshinori Muto,FWD,135,0,8,Fulham,7714,0,48,TRUE,14,0,0,0,93,172,135,0,0
57294,2020-21,Daniel N'Lundulu,FWD,136,0,12,Man City,8771,1,45,TRUE,14,0.1,0,0,1461,1453,136,0,8
57295,2020-21,Aleksandar Mitrović,FWD,135,2.5,14,Newcastle,328483,2,55,FALSE,14,3.9,3.6,17,3954,15159,135,1,76
57297,2020-21,Anthony Martial,FWD,134,14.2,10,Leeds,275075,12,87,TRUE,14,51.3,46,45,19209,3548,134,2,90
57311,2020-21,Jay Rodriguez,FWD,130,0,20,Wolves,20280,0,58,TRUE,14,0.8,0,0,449,618,130,1,8
57322,2020-21,Joelinton Cássio Apolinário de Lira,FWD,135,3,8,Fulham,49612,2,57,TRUE,14,1,4,25,11257,5220,135,1,74
57328,2020-21,Ellis Simms,FWD,133,0,1,Arsenal,5044,0,45,TRUE,14,0,0,0,745,620,133,0,0
57335,2020-21,Patrick Bamford,FWD,134,3.3,13,Man Utd,3209689,2,63,FALSE,14,0.5,3,29,152936,57703,134,6,90
57336,2020-21,Karlan Grant,FWD,138,1.4,2,Aston Villa,3518,1,59,TRUE,14,6.4,3.2,4,418,665,138,1,82
57338,2020-21,Callum Robinson,FWD,138,0,2,Aston Villa,36666,1,55,TRUE,14,0,0,0,1114,4155,138,2,7
57347,2020-21,Oliver McBurnie,FWD,129,0,3,Brighton,18008,0,56,FALSE,14,0,0,0,65,1584,129,0,0
57349,2020-21,Sergio Agüero,FWD,136,0,16,Southampton,105230,0,103,FALSE,14,0,0,0,11236,3398,136,0,0
57368,2020-21,Jordan Ayew,FWD,132,3.3,11,Liverpool,120488,2,57,TRUE,14,4.8,7.2,21,1539,7037,132,7,90
57377,2020-21,Michail Antonio,FWD,131,0,5,Chelsea,129348,0,62,FALSE,14,0,0,0,476,4124,131,0,0
57378,2020-21,Callum Wilson,FWD,135,8.3,8,Fulham,1353430,9,66,TRUE,14,1.3,45,37,118561,39130,135,1,90
57382,2020-21,Leonardo Campana,FWD,130,0,4,Burnley,22757,0,48,FALSE,14,0,0,0,424,851,130,0,0
57385,2020-21,Keinan Davis,FWD,138,0,18,West Brom,555406,0,43,FALSE,14,0,0,0,21768,20603,138,0,0
57386,2020-21,Odion Ighalo,FWD,134,0,10,Leeds,14227,0,61,TRUE,14,0,0,0,62,199,134,0,0
57394,2020-21,Olivier Giroud,FWD,131,0,19,West Ham,133016,0,67,TRUE,14,0,0,0,34615,6348,131,0,0
57401,2020-21,Rhian Brewster,FWD,129,0,3,Brighton,482162,1,45,FALSE,14,1,0,0,23976,29558,129,0,53
57410,2020-21,Andy Carroll,FWD,135,0,8,Fulham,21356,0,52,TRUE,14,0,0,0,381,602,135,0,0
57424,2020-21,Indiana Vassilev,FWD,138,0,18,West Brom,49193,0,43,FALSE,14,0,0,0,966,1558,138,0,0
57426,2020-21,Wesley Moraes,FWD,138,0,18,West Brom,776,0,60,FALSE,14,0,0,0,21,18,138,0,0
57427,2020-21,Sébastien Haller,FWD,131,1.4,5,Chelsea,31181,2,61,FALSE,14,1.2,1.2,12,4625,2432,131,3,90
57428,2020-21,Matej Vydra,FWD,130,0,20,Wolves,47053,0,48,TRUE,14,0,0,0,1568,2100,130,0,0
57430,2020-21,Billy Sharp,FWD,129,0,3,Brighton,9455,0,56,FALSE,14,0,0,0,127,236,129,0,0
57433,2020-21,Rodrigo Moreno,FWD,134,9.5,13,Man Utd,169953,2,57,FALSE,14,57.8,17.6,20,14123,3133,134,6,90
57439,2020-21,Islam Slimani,FWD,137,0,17,Spurs,5601,0,50,FALSE,14,0,0,0,300,480,137,0,0
57447,2020-21,Jordan Hugill,FWD,131,0,5,Chelsea,505,0,55,FALSE,14,0,0,0,13,13,131,0,0
57448,2020-21,Alexandre Lacazette,FWD,133,2.6,7,Everton,191024,1,82,FALSE,14,10.3,3.2,12,978,9919,133,0,14
57454,2020-21,Tammy Abraham,FWD,131,11.1,19,West Ham,178920,13,72,TRUE,14,2.2,71.2,38,2618,20151,131,0,90
57458,2020-21,Lewis Richardson,FWD,130,0,20,Wolves,6202,0,45,TRUE,14,0,0,0,614,667,130,0,0
57464,2020-21,Cenk Tosun,FWD,133,0,1,Arsenal,1945,1,60,TRUE,14,0,0,0,84,117,133,0,1
57469,2020-21,Divock Origi,FWD,132,0,6,Crystal Palace,46209,0,52,FALSE,14,0,0,0,627,1061,132,0,0
57483,2020-21,Dwight Gayle,FWD,135,0.3,8,Fulham,3007,1,59,TRUE,14,2.5,0.6,0,558,386,135,0,15
57486,2020-21,Liam Delap,FWD,136,0,16,Southampton,82914,0,44,FALSE,14,0,0,0,6394,6223,136,0,0
57496,2020-21,Aaron Connolly,FWD,147,0,19,West Ham,31512,0,53,FALSE,15,0,0,0,1440,2511,147,0,0
57507,2020-21,Raúl Jiménez,FWD,148,0,17,Spurs,423272,0,82,TRUE,15,0,0,0,118,22047,148,0,0
57516,2020-21,Neal Maupay,FWD,147,8.7,19,West Ham,150630,7,61,FALSE,15,6.2,36.2,45,2844,17785,147,2,89
57517,2020-21,Moise Kean,FWD,146,0,15,Sheffield Utd,15581,0,57,FALSE,15,0,0,0,17,188,146,0,0
57533,2020-21,Shane Long,FWD,141,1.8,8,Fulham,44762,2,51,FALSE,15,3,5.8,9,2463,2517,141,0,90
57540,2020-21,Jamie Vardy,FWD,143,3.6,13,Man Utd,1975640,5,101,TRUE,15,2.2,0.4,33,81523,182253,143,2,90
57544,2020-21,Léo Bonatini,FWD,148,0,17,Spurs,10028,0,48,TRUE,15,0,0,0,26,178,148,0,0
57553,2020-21,Kelechi Iheanacho,FWD,143,0,13,Man Utd,21030,0,56,TRUE,15,0,0,0,468,738,143,0,0
57560,2020-21,Gabriel Fernando de Jesus,FWD,145,0,14,Newcastle,83167,0,91,TRUE,15,0,0,0,3104,49241,145,0,0
57565,2020-21,Kenneth Zohore,FWD,144,0,11,Liverpool,2701,0,48,FALSE,15,0,0,0,30,88,144,0,0
57580,2020-21,Richarlison de Andrade,FWD,146,0,15,Sheffield Utd,325375,0,78,FALSE,15,0,0,0,18661,39911,146,0,0
57582,2020-21,Danny Welbeck,FWD,147,3.3,19,West Ham,122881,2,55,FALSE,15,21.5,1.2,10,30222,15979,147,2,82
57583,2020-21,Edward Nketiah,FWD,139,0,5,Chelsea,42782,0,55,TRUE,15,0,0,0,1821,2318,139,0,0
57585,2020-21,Timo Werner,FWD,139,3.6,1,Arsenal,1203125,1,93,FALSE,15,12.5,2.6,21,15553,177468,139,2,45
57590,2020-21,Ollie Watkins,FWD,140,20.1,6,Crystal Palace,562974,11,61,TRUE,15,37.9,23.2,140,32485,85261,140,0,90
57593,2020-21,Roberto Firmino,FWD,144,5.9,18,West Brom,398837,2,93,TRUE,15,10.3,5.4,43,201664,10242,144,1,89
57662,2020-21,Che Adams,FWD,141,1.3,8,Fulham,738680,2,61,FALSE,15,2.8,7.8,2,197540,36495,141,0,90
57663,2020-21,Hal Robson-Kanu,FWD,144,0,11,Liverpool,6747,0,52,FALSE,15,0,0,0,33,230,144,0,0
57664,2020-21,Andi Zeqiri,FWD,147,0,19,West Ham,3587,0,50,FALSE,15,0,0,0,690,381,147,0,0
57667,2020-21,Carlos Vinicius Alves Morais,FWD,148,0,20,Wolves,3612,0,69,FALSE,15,0,0,0,181,274,148,0,0
57675,2020-21,Christian Benteke,FWD,140,2.9,2,Aston Villa,32606,2,55,FALSE,15,13.2,1.6,14,9529,3150,140,3,90
57715,2020-21,Charlie Austin,FWD,144,0.2,11,Liverpool,15692,1,51,FALSE,15,0.1,2.2,0,841,880,144,0,12
57718,2020-21,Ashley Barnes,FWD,142,5.9,10,Leeds,12226,1,60,FALSE,15,4.3,0.8,54,2629,684,142,1,90
57745,2020-21,Albian Ajeti,FWD,147,0,3,Brighton,530,0,55,TRUE,15,0,0,0,14,13,147,0,0
57757,2020-21,Danny Ings,FWD,141,0,8,Fulham,459212,0,83,FALSE,15,0,0,0,5857,164186,141,0,0
57764,2020-21,Bobby Decordova-Reid,FWD,141,0.3,16,Southampton,57846,1,53,TRUE,15,1,0.2,2,16998,8709,141,0,82
57772,2020-21,Michy Batshuayi,FWD,140,3.6,2,Aston Villa,47251,1,57,FALSE,15,25.2,6.4,4,541,2118,140,1,15
57791,2020-21,Harry Kane,FWD,148,3.6,20,Wolves,3209230,2,110,FALSE,15,3.9,5.6,26,82885,168962,148,1,90
57797,2020-21,Edinson Cavani,FWD,143,3.4,9,Leicester,80278,4,78,FALSE,15,13.5,18.4,2,10835,14613,143,1,15
57809,2020-21,Florin Andone,FWD,147,0,19,West Ham,5419,0,48,FALSE,15,0,0,0,59,177,147,0,0
57818,2020-21,Fabio Silva,FWD,148,3.7,17,Spurs,58411,2,52,TRUE,15,2.5,1.2,33,9471,4513,148,1,90
57825,2020-21,Chris Wood,FWD,142,9,10,Leeds,84453,2,62,FALSE,15,37.3,8.8,44,17491,3487,142,1,90
57840,2020-21,Connor Wickham,FWD,140,0,2,Aston Villa,44457,0,44,FALSE,15,0,0,0,3173,3105,140,0,0
57843,2020-21,Glenn Murray,FWD,147,0,19,West Ham,7102,0,48,FALSE,15,0,0,0,43,156,147,0,0
57855,2020-21,Mbwana Samatta,FWD,140,0,6,Crystal Palace,2911,0,59,TRUE,15,0,0,0,15,45,140,0,0
57861,2020-21,Lys Mousset,FWD,146,0.2,7,Everton,5170,1,58,TRUE,15,0.8,0,2,159,245,146,1,14
57869,2020-21,Joel Mumbongo,FWD,142,0,10,Leeds,0,0,45,FALSE,15,0,0,0,0,0,142,0,0
57876,2020-21,Max Thompson,FWD,142,0,10,Leeds,6364,0,45,FALSE,15,0,0,0,988,879,142,0,0
57881,2020-21,Michael Obafemi,FWD,141,0,8,Fulham,72771,0,46,FALSE,15,0,0,0,2330,3151,141,0,0
57882,2020-21,Dominic Calvert-Lewin,FWD,146,2.9,15,Sheffield Utd,4735999,1,80,FALSE,15,16.2,4.4,8,147853,86495,146,0,90
57892,2020-21,David McGoldrick,FWD,146,2.4,7,Everton,84093,2,52,TRUE,15,1.3,2.8,20,27225,7746,146,0,62
57904,2020-21,Yoshinori Muto,FWD,145,0,12,Man City,7618,0,48,FALSE,15,0,0,0,118,227,145,0,0
57908,2020-21,Daniel N'Lundulu,FWD,141,0,8,Fulham,10902,1,45,FALSE,15,0,0,0,3244,1791,141,0,1
57909,2020-21,Aleksandar Mitrović,FWD,141,0.5,16,Southampton,318571,1,55,TRUE,15,0.3,0,6,4902,15413,141,0,7
57911,2020-21,Anthony Martial,FWD,143,3.5,9,Leicester,307199,2,87,FALSE,15,15.6,6.6,13,37958,9357,143,1,74
57925,2020-21,Jay Rodriguez,FWD,142,1.3,10,Leeds,20115,1,58,FALSE,15,1,0,13,552,927,142,0,16
57936,2020-21,Joelinton Cássio Apolinário de Lira,FWD,145,0.9,12,Man City,42664,2,57,FALSE,15,1.9,0.6,6,4985,11875,145,2,70
57942,2020-21,Ellis Simms,FWD,146,0,15,Sheffield Utd,5643,0,45,FALSE,15,0,0,0,1045,933,146,0,0
57949,2020-21,Patrick Bamford,FWD,142,6.2,4,Burnley,3473089,8,64,TRUE,15,1.3,33.2,27,302641,67336,142,0,90
57950,2020-21,Karlan Grant,FWD,144,3.2,11,Liverpool,3142,2,58,FALSE,15,0.8,5.2,26,269,684,144,1,77
57952,2020-21,Callum Robinson,FWD,144,2.3,11,Liverpool,33603,2,55,FALSE,15,16.7,6.4,0,688,3792,144,1,72
57961,2020-21,Oliver McBurnie,FWD,146,1.2,7,Everton,16645,1,56,TRUE,15,1.9,0,13,76,1455,146,1,45
57963,2020-21,Sergio Agüero,FWD,145,3.8,14,Newcastle,116353,1,103,TRUE,15,0.1,3.2,35,16607,7772,145,0,13
57982,2020-21,Jordan Ayew,FWD,140,0,2,Aston Villa,118087,0,57,FALSE,15,0,0,0,3467,6607,140,0,0
57991,2020-21,Michail Antonio,FWD,147,0,3,Brighton,126298,0,62,TRUE,15,0,0,0,1643,4750,147,0,0
57992,2020-21,Callum Wilson,FWD,145,0,12,Man City,1215598,0,66,FALSE,15,0,0,0,84104,220319,145,0,0
57996,2020-21,Leonardo Campana,FWD,148,0,17,Spurs,22982,0,48,TRUE,15,0,0,0,777,1000,148,0,0
57999,2020-21,Keinan Davis,FWD,140,0,6,Crystal Palace,591110,0,43,TRUE,15,0,0,0,52670,25071,140,0,0
58000,2020-21,Odion Ighalo,FWD,143,0,9,Leicester,14205,0,61,FALSE,15,0,0,0,140,332,143,0,0
58008,2020-21,Olivier Giroud,FWD,139,0,1,Arsenal,115930,0,67,FALSE,15,0,0,0,13083,30827,139,0,0
58015,2020-21,Rhian Brewster,FWD,146,2,7,Everton,513055,2,45,TRUE,15,17.4,3,0,58074,32285,146,0,75
58024,2020-21,Andy Carroll,FWD,145,0.7,12,Man City,20976,1,52,FALSE,15,2.4,0,6,471,969,145,0,19
58038,2020-21,Indiana Vassilev,FWD,140,0,6,Crystal Palace,49762,0,43,TRUE,15,0,0,0,2202,2089,140,0,0
58040,2020-21,Wesley Moraes,FWD,140,0,6,Crystal Palace,802,0,60,TRUE,15,0,0,0,49,35,140,0,0
58041,2020-21,Sébastien Haller,FWD,147,3.7,3,Brighton,40864,2,61,TRUE,15,12.5,5.4,19,11814,3520,147,2,90
58042,2020-21,Matej Vydra,FWD,142,0,10,Leeds,44998,0,48,FALSE,15,0,0,0,1438,3578,142,0,0
58044,2020-21,Billy Sharp,FWD,146,0,7,Everton,9268,0,56,TRUE,15,0,0,0,106,328,146,0,0
58047,2020-21,Rodrigo Moreno,FWD,142,2.6,4,Burnley,186665,1,57,TRUE,15,11,4.2,11,22241,8053,142,0,58
58053,2020-21,Islam Slimani,FWD,143,0,13,Man Utd,6108,0,49,TRUE,15,0,0,0,759,655,143,0,0
58061,2020-21,Jordan Hugill,FWD,147,0,3,Brighton,504,0,55,TRUE,15,0,0,0,6,10,147,0,0
58062,2020-21,Alexandre Lacazette,FWD,139,8.3,5,Chelsea,184930,8,82,TRUE,15,4.9,37.8,40,1896,9040,139,1,90
58068,2020-21,Tammy Abraham,FWD,139,8.3,1,Arsenal,216939,6,72,FALSE,15,2.6,31,49,42682,10084,139,3,90
58072,2020-21,Lewis Richardson,FWD,142,0,10,Leeds,7082,0,45,FALSE,15,0,0,0,1160,877,142,0,0
58078,2020-21,Cenk Tosun,FWD,146,0,15,Sheffield Utd,2153,0,60,FALSE,15,0,0,0,179,200,146,0,0
58083,2020-21,Divock Origi,FWD,144,0,18,West Brom,45826,1,52,TRUE,15,0,0,0,873,1631,144,0,1
58097,2020-21,Dwight Gayle,FWD,145,0,12,Man City,2876,1,59,FALSE,15,0,0,0,346,564,145,0,8
58100,2020-21,Liam Delap,FWD,145,0,14,Newcastle,84812,0,44,TRUE,15,0,0,0,8903,8182,145,0,0
58109,2020-21,Aaron Connolly,FWD,149,0,1,Arsenal,29667,0,53,TRUE,16,0,0,0,255,2109,149,0,0
58119,2020-21,Raúl Jiménez,FWD,154,0,13,Man Utd,416928,0,82,FALSE,16,0,0,0,65,7035,154,0,0
58128,2020-21,Neal Maupay,FWD,149,0.1,1,Arsenal,153088,1,61,TRUE,16,0.6,0.2,0,6966,5645,149,0,23
