,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,goals_conceded,minutes,goals_conceded_per_game,points_per_game,total_minutes
111,2016-17,Lukasz Fabianski,GK,58,0.125,10,Man City,225125,1,51,True,6,,0.12448132780082986,,23683,8720,3,90,1.4,4.8,453
112,2016-17,Adrián San Miguel del Castillo,GK,59,1.0,13,Southampton,126032,3,50,True,6,,1.0,,1803,13136,3,90,2.6,3.5,453
113,2016-17,Joe Hart,GK,58,0.0,16,Swansea,59771,0,53,False,6,,0.0,,39,8281,0,0,0.0,0.0,0
114,2016-17,Claudio Bravo,GK,58,0.6666666666666667,16,Swansea,75862,3,55,False,6,,0.6680497925311204,,31178,4606,1,90,0.0,4.0,0
115,2016-17,Darren Randolph,GK,59,0.0,13,Southampton,22979,0,44,True,6,,0.0,,107,1069,0,0,0.0,0.0,0
116,2016-17,David de Gea,GK,54,0.2916666666666667,8,Leicester,1714943,2,55,True,6,,0.2987551867219917,,13288,88864,1,90,1.2,3.4,451
117,2016-17,Ben Foster,GK,56,0.0625,14,Stoke,663089,2,47,False,6,,0.06224066390041493,,52203,22953,1,90,1.0,4.6,451
118,2016-17,Fraser Forster,GK,59,0.0625,20,West Ham,158158,6,50,False,6,,0.06639004149377593,,5364,8435,0,90,1.2,3.25,450
119,2016-17,Hugo Lloris,GK,55,0.3125,12,Middlesbrough,199789,2,54,False,6,,0.3029045643153527,,29276,4947,1,90,0.4205607476635514,4.666666666666667,215
120,2016-17,Eldin Jakupovic,GK,53,0.0,9,Liverpool,926166,0,41,False,6,,0.0,,107313,10324,0,0,1.4,4.6,450
121,2016-17,Jordan Pickford,GK,66,0.5762711864406779,19,West Brom,439525,6,40,True,7,0.0,0.5694915254237288,,39749,4165,1,90,0.0,3.0,0
122,2016-17,Willy Caballero,GK,68,0.0,17,Spurs,18483,0,50,False,7,0.0,0.0,,133,1900,0,0,1.0,2.0,270
