,season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
6732,2016-17,Danny Welbeck,FWD,,2,0,26,0,28.3,26,371,1,0,13.2,45.4,2017-05-21T14:00:00Z,90,6,Everton,0,0,0,0,38,0,36531,1,3,58,8,-14509,3150,17659,73,TRUE,0,38
6740,2016-17,Divock Origi,FWD,,0,0,2,0,0.1,217,376,0,0,0,0,2017-05-21T14:00:00Z,9,12,Middlesbrough,0,0,0,0,38,0,249366,0,3,0,1,57771,64122,6351,60,TRUE,0,38
6742,2016-17,Dominic Calvert-Lewin,FWD,,0,0,0,0,0,595,371,0,0,0,0,2017-05-21T14:00:00Z,0,1,Arsenal,0,0,0,0,38,0,3029,1,3,0,0,-310,190,500,45,FALSE,0,38
6752,2016-17,Gabriel Fernando de Jesus,FWD,,1,2,47,1,25.8,625,380,0,1,13.3,62.4,2017-05-21T14:00:00Z,90,18,Watford,0,0,0,0,38,0,660670,5,0,45,11,146990,155041,8051,91,FALSE,0,38
6757,2016-17,Hal Robson-Kanu,FWD,,0,0,2,0,0.1,571,379,1,0,0.2,0.2,2017-05-21T14:00:00Z,7,16,Swansea,0,0,0,0,38,0,13646,1,2,2,1,1326,1739,413,50,FALSE,0,38
6759,2016-17,Harry Kane,FWD,,0,3,83,0,20.4,403,374,1,3,20.5,103.8,2017-05-21T14:00:00Z,78,7,Hull,0,0,0,0,38,0,1048445,7,1,81,17,149800,156641,6841,119,FALSE,0,38
6768,2016-17,Islam Slimani,FWD,,1,0,13,0,16,567,375,1,0,7.3,12.4,2017-05-21T14:00:00Z,90,2,Bournemouth,0,0,0,0,38,0,27376,1,1,45,5,-70,295,365,82,TRUE,0,38
6780,2016-17,Jamie Vardy,FWD,,0,3,28,0,15.3,184,375,1,1,13.8,43.8,2017-05-21T14:00:00Z,90,2,Bournemouth,0,0,0,0,38,0,628052,1,1,79,9,-13059,30160,43219,99,TRUE,0,38
6783,2016-17,Jay Rodriguez,FWD,,0,0,0,0,0,311,378,0,0,0,0,2017-05-21T14:00:00Z,0,14,Stoke,0,0,0,0,38,0,13916,1,0,0,0,2184,2434,250,59,TRUE,0,38
6795,2016-17,Jordan Ayew,FWD,,0,2,36,0,16,642,379,1,1,9.7,38.2,2017-05-21T14:00:00Z,90,19,West Brom,0,0,0,0,38,0,29004,1,2,43,8,6436,9021,2585,50,TRUE,0,38
6799,2016-17,Joshua King,FWD,,0,0,0,0,0,48,375,0,0,0,0,2017-05-21T14:00:00Z,0,8,Leicester,0,0,0,0,38,0,871162,1,1,0,0,13094,45601,32507,62,FALSE,0,38
6800,2016-17,Josh Maja,FWD,,0,0,0,0,0,613,373,0,0,0,0,2017-05-21T14:00:00Z,0,4,Chelsea,0,0,0,0,38,0,2632,1,5,0,0,198,334,136,45,FALSE,0,38
6804,2016-17,Kelechi Iheanacho,FWD,,0,0,4,0,5.8,241,380,0,0,0.7,1,2017-05-21T14:00:00Z,20,18,Watford,0,0,0,0,38,0,101376,5,0,0,1,-1126,403,1529,60,FALSE,0,38
6815,2016-17,Lys Mousset,FWD,,1,0,14,0,2.6,53,375,1,0,4.5,9.2,2017-05-21T14:00:00Z,61,8,Leicester,0,0,0,0,38,0,2931,1,1,33,5,90,156,66,51,FALSE,0,38
6825,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,380,0,0,0,0,2017-05-21T14:00:00Z,0,10,Man City,0,0,0,0,38,0,12895,5,0,0,0,-45,8,53,45,TRUE,0,38
6832,2016-17,Michail Antonio,FWD,,0,0,0,0,0,464,372,0,0,0,0,2017-05-21T14:00:00Z,0,3,Burnley,0,0,0,0,38,0,238985,2,1,0,0,-3337,145,3482,67,FALSE,0,38
6833,2016-17,Michy Batshuayi,FWD,,0,3,49,0,0.7,96,373,0,2,13.3,67.2,2017-05-21T14:00:00Z,29,15,Sunderland,0,0,0,0,38,0,54851,1,5,65,12,14972,15585,613,84,TRUE,0,38
6845,2016-17,Odion Ighalo,FWD,,0,0,0,0,0,426,380,0,0,0,0,2017-05-21T14:00:00Z,0,10,Man City,0,0,0,0,38,0,109036,5,0,0,0,-239,29,268,68,TRUE,0,38
6848,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,379,0,0,0,0,2017-05-21T14:00:00Z,0,19,West Brom,0,0,0,0,38,0,3682,1,2,0,0,41,89,48,45,TRUE,0,38
6849,2016-17,Olivier Giroud,FWD,,0,0,0,0,0,25,371,0,0,0,0,2017-05-21T14:00:00Z,0,6,Everton,0,0,0,0,38,0,212309,1,3,0,0,61004,67127,6123,81,TRUE,0,38
6851,2016-17,Patrick Bamford,FWD,,0,0,3,0,0.9,553,376,3,0,5,7.6,2017-05-21T14:00:00Z,90,9,Liverpool,0,0,0,0,38,0,3584,0,3,41,2,803,915,112,49,FALSE,0,38
6861,2016-17,Rhian Brewster,FWD,,0,0,0,0,0,666,376,0,0,0,0,2017-05-21T14:00:00Z,0,12,Middlesbrough,0,0,0,0,38,0,410,0,3,0,0,141,196,55,45,TRUE,0,38
6865,2016-17,Roberto Firmino,FWD,,1,0,25,1,51.3,209,376,0,0,14.2,28.6,2017-05-21T14:00:00Z,78,12,Middlesbrough,0,0,0,0,38,0,394513,0,3,62,6,-80292,2808,83100,85,TRUE,0,38
6868,2016-17,Romelu Lukaku,FWD,,0,2,30,0,38.4,143,371,3,1,20.6,49.4,2017-05-21T14:00:00Z,90,1,Arsenal,0,0,0,0,38,0,1448425,1,3,118,8,-147720,13110,160830,101,FALSE,0,38
6874,2016-17,Salomón Rondón,FWD,,0,0,-5,0,4.8,449,379,2,0,11.7,4.8,2017-05-21T14:00:00Z,90,16,Swansea,0,0,0,0,38,0,187226,1,2,107,2,-9782,1567,11349,63,FALSE,0,38
6880,2016-17,Sergio Agüero,FWD,,1,3,56,1,38,239,380,0,2,24.8,93.8,2017-05-21T14:00:00Z,70,18,Watford,0,0,0,0,38,0,793360,5,0,116,16,1207,13975,12768,127,FALSE,0,38
6882,2016-17,Shane Long,FWD,,0,0,0,0,0,313,378,0,0,0,0,2017-05-21T14:00:00Z,0,14,Stoke,0,0,0,0,38,0,133017,1,0,0,0,-5475,226,5701,61,TRUE,0,38
6892,2016-17,Troy Deeney,FWD,,0,0,3,0,0.1,425,380,0,0,0.1,0.4,2017-05-21T14:00:00Z,32,10,Man City,0,0,0,0,38,0,217023,5,0,0,1,-24888,1413,26301,66,TRUE,0,38
6917,2016-17,Andre Gray,FWD,,0,0,3,1,11.8,68,33,0,0,2.7,0,2016-09-10T14:00:00Z,79,7,Hull,0,0,0,0,4,0,403751,1,1,16,2,-3941,53538,57479,65,TRUE,0,4
6919,2016-17,Andy Carroll,FWD,,0,0,0,0,0,468,38,0,0,0,0,2016-09-10T14:00:00Z,0,18,Watford,0,0,0,0,4,0,80219,4,2,0,0,-40660,214,40874,63,TRUE,0,4
6921,2016-17,Anthony Martial,FWD,,0,0,4,0,0.5,267,35,0,0,0.8,1,2016-09-10T11:30:00Z,10,10,Man City,0,0,0,0,4,0,258098,2,1,6,1,-68198,4692,72890,95,TRUE,0,4
6923,2016-17,Ashley Barnes,FWD,,0,0,0,0,0,70,33,0,0,0,0,2016-09-10T14:00:00Z,0,7,Hull,0,0,0,0,4,0,3241,1,1,0,0,-372,157,529,45,TRUE,0,4
6924,2016-17,Ashley Fletcher,FWD,,0,0,1,0,0,535,38,0,0,0,0,2016-09-10T14:00:00Z,14,18,Watford,0,0,0,0,4,0,3185,4,2,0,1,1150,1744,594,50,TRUE,0,4
6933,2016-17,Callum Wilson,FWD,,0,0,31,1,24.3,49,32,0,1,11.9,39,2016-09-10T14:00:00Z,90,19,West Brom,0,0,0,0,4,0,77640,0,1,56,6,-8723,6277,15000,64,TRUE,0,4
6936,2016-17,Charlie Austin,FWD,,0,0,0,0,0,314,31,0,0,0,0,2016-09-10T14:00:00Z,0,1,Arsenal,0,0,0,0,4,0,30519,1,2,0,0,-6450,1263,7713,62,FALSE,0,4
6938,2016-17,Christian Benteke,FWD,,0,1,27,0,19.1,213,36,1,1,9.7,34.4,2016-09-10T14:00:00Z,83,12,Middlesbrough,0,0,0,0,4,0,166496,2,1,43,7,42180,65964,23784,75,FALSE,0,4
6944,2016-17,Connor Wickham,FWD,,0,0,0,0,0,122,36,0,0,0,0,2016-09-10T14:00:00Z,0,12,Middlesbrough,0,0,0,0,4,0,27786,2,1,0,0,-6770,1273,8043,58,FALSE,0,4
6950,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,34,0,0,0,0,2016-09-10T16:30:00Z,0,8,Leicester,0,0,0,0,4,0,14240,1,4,0,0,-2664,404,3068,57,TRUE,0,4
6952,2016-17,Danny Welbeck,FWD,,0,0,0,0,0,26,31,0,0,0,0,2016-09-10T14:00:00Z,0,13,Southampton,0,0,0,0,4,0,2937,1,2,0,0,-274,111,385,74,TRUE,0,4
6959,2016-17,Divock Origi,FWD,,0,0,0,0,0,217,34,0,0,0,0,2016-09-10T16:30:00Z,0,8,Leicester,0,0,0,0,4,0,108015,1,4,0,0,-19680,2615,22295,68,TRUE,0,4
6973,2016-17,Hal Robson-Kanu,FWD,,0,0,0,0,0,571,32,0,0,0,0,2016-09-10T14:00:00Z,0,2,Bournemouth,0,0,0,0,4,0,2967,0,1,0,0,2202,3442,1240,50,FALSE,0,4
6975,2016-17,Harry Kane,FWD,,0,0,28,1,5.8,403,37,0,1,9.8,42,2016-09-10T14:00:00Z,72,14,Stoke,0,0,0,0,4,0,534669,4,0,50,6,8509,81771,73262,109,FALSE,0,4
6982,2016-17,Islam Slimani,FWD,,0,0,0,0,0,567,34,0,0,0,0,2016-09-10T16:30:00Z,0,9,Liverpool,0,0,0,0,4,0,8686,1,4,0,0,7082,8709,1627,85,FALSE,0,4
6994,2016-17,Jamie Vardy,FWD,,0,0,27,0,7.3,184,34,4,1,11,41.8,2016-09-10T16:30:00Z,90,9,Liverpool,0,0,0,0,4,0,673387,1,4,61,6,6664,58078,51414,99,FALSE,0,4
6997,2016-17,Jay Rodriguez,FWD,,0,0,1,0,2.9,311,31,1,0,0.8,0,2016-09-10T14:00:00Z,45,1,Arsenal,0,0,0,0,4,0,15012,1,2,6,1,1001,2426,1425,64,FALSE,0,4
7011,2016-17,Joshua King,FWD,,0,0,10,1,3.2,48,32,0,0,4.4,15.6,2016-09-10T14:00:00Z,73,19,West Brom,0,0,0,0,4,0,33660,0,1,25,3,7319,16781,9462,55,TRUE,0,4
7014,2016-17,Kelechi Iheanacho,FWD,,1,2,39,0,30.8,241,35,1,1,12.2,50.6,2016-09-10T11:30:00Z,52,11,Man Utd,0,0,0,0,4,0,70176,2,1,41,10,15062,27275,12213,69,FALSE,0,4
7023,2016-17,Lys Mousset,FWD,,0,0,0,0,0,53,32,0,0,0,0,2016-09-10T14:00:00Z,0,19,West Brom,0,0,0,0,4,0,2097,0,1,0,0,-258,90,348,54,TRUE,0,4
7033,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,38,0,0,0,0,2016-09-10T14:00:00Z,0,20,West Ham,0,0,0,0,4,0,24618,4,2,0,0,-6019,642,6661,45,FALSE,0,4
7039,2016-17,Michail Antonio,FWD,,0,1,36,0,4,464,38,4,2,17.9,69,2016-09-10T14:00:00Z,90,18,Watford,0,0,0,0,4,0,257148,4,2,106,13,94678,113160,18482,70,TRUE,0,4
7040,2016-17,Michy Batshuayi,FWD,,0,0,3,0,0,96,39,0,0,0,0,2016-09-11T15:00:00Z,3,16,Swansea,0,0,0,0,4,0,91745,2,2,0,1,-12308,9938,22246,90,FALSE,0,4
7052,2016-17,Odion Ighalo,FWD,,1,2,38,0,23.2,426,38,2,1,14,53.4,2016-09-10T14:00:00Z,68,20,West Ham,0,0,0,0,4,0,195814,4,2,63,11,-36001,3516,39517,73,FALSE,0,4
7055,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,39,0,0,0,0,2016-09-11T15:00:00Z,0,4,Chelsea,0,0,0,0,4,0,2530,2,2,0,0,1503,2272,769,45,TRUE,0,4
7056,2016-17,Olivier Giroud,FWD,,1,0,8,0,11.3,25,31,0,0,2.9,2,2016-09-10T14:00:00Z,29,13,Southampton,0,0,0,0,4,0,64944,1,2,16,4,13227,23172,9945,90,TRUE,0,4
7058,2016-17,Patrick Bamford,FWD,,0,0,2,0,1.5,553,33,1,0,0.8,0,2016-09-10T14:00:00Z,11,7,Hull,0,0,0,0,4,0,817,1,1,8,1,571,755,184,50,TRUE,0,4
7069,2016-17,Roberto Firmino,FWD,,0,3,53,0,52.4,209,34,1,2,18.5,83.4,2016-09-10T16:30:00Z,90,8,Leicester,0,0,0,0,4,0,265116,1,4,49,15,-33962,12675,46637,84,TRUE,0,4
7072,2016-17,Romelu Lukaku,FWD,,0,3,74,1,12.3,143,40,0,3,25.3,104,2016-09-12T19:00:00Z,88,15,Sunderland,0,0,0,0,4,0,347076,3,0,137,17,113988,143212,29224,90,FALSE,0,4
7078,2016-17,Salomón Rondón,FWD,,0,0,0,0,0.6,449,32,1,0,0.3,0.4,2016-09-10T14:00:00Z,28,2,Bournemouth,0,0,0,0,4,0,143184,0,1,2,1,-4120,20821,24941,65,FALSE,0,4
7083,2016-17,Sergio Agüero,FWD,,0,0,0,0,0,239,35,0,0,0,0,2016-09-10T11:30:00Z,0,11,Man Utd,0,0,0,0,4,0,1015145,2,1,0,0,-952929,32042,984971,130,FALSE,0,4
7085,2016-17,Shane Long,FWD,,0,0,-7,0,1.6,313,31,1,0,5.9,4.2,2016-09-10T14:00:00Z,45,1,Arsenal,0,0,0,0,4,0,298512,1,2,53,1,-92059,4753,96812,63,FALSE,0,4
7095,2016-17,Troy Deeney,FWD,,0,0,32,0,5.2,425,38,2,1,6.1,34.8,2016-09-10T14:00:00Z,77,20,West Ham,0,0,0,0,4,0,119399,4,2,21,6,-19263,4311,23574,69,FALSE,0,4
7119,2016-17,Andre Gray,FWD,,0,0,-4,0,4.2,68,44,3,0,0.5,0,2016-09-17T14:00:00Z,78,8,Leicester,0,0,0,0,5,0,348598,0,3,4,2,-57154,10188,67342,65,FALSE,0,5
7121,2016-17,Andy Carroll,FWD,,0,0,0,0,0,468,46,0,0,0,0,2016-09-17T14:00:00Z,0,19,West Brom,0,0,0,0,5,0,70329,2,4,0,0,-9991,88,10079,63,FALSE,0,5
7123,2016-17,Anthony Martial,FWD,,0,0,1,0,1.8,267,50,1,0,0.1,0,2016-09-18T11:00:00Z,37,18,Watford,0,0,0,0,5,0,205326,1,3,0,1,-53699,646,54345,94,FALSE,0,5
7125,2016-17,Ashley Barnes,FWD,,0,0,0,0,0,70,44,0,0,0,0,2016-09-17T14:00:00Z,0,8,Leicester,0,0,0,0,5,0,4410,0,3,0,0,403,769,366,44,FALSE,0,5
7126,2016-17,Ashley Fletcher,FWD,,0,0,2,0,0,535,46,0,0,0.2,0,2016-09-17T14:00:00Z,14,19,West Brom,0,0,0,0,5,0,3909,2,4,2,1,249,789,540,50,FALSE,0,5
7135,2016-17,Callum Wilson,FWD,,0,0,-2,0,0.3,49,45,2,0,1,0,2016-09-17T14:00:00Z,45,10,Man City,0,0,0,0,5,0,81240,0,4,11,1,2704,9676,6972,64,FALSE,0,5
7138,2016-17,Charlie Austin,FWD,,0,0,25,0,11.9,314,48,0,1,8.8,36.6,2016-09-18T13:15:00Z,37,16,Swansea,0,0,0,0,5,0,32277,0,1,39,5,1279,5962,4683,62,TRUE,0,5
7140,2016-17,Christian Benteke,FWD,,0,0,-1,0,18,213,47,1,0,2.6,0,2016-09-18T13:15:00Z,90,14,Stoke,0,0,0,0,5,0,231468,1,4,8,2,60884,70248,9364,75,TRUE,0,5
7146,2016-17,Connor Wickham,FWD,,0,0,0,0,0,122,47,0,0,0,0,2016-09-18T13:15:00Z,0,14,Stoke,0,0,0,0,5,0,21007,1,4,0,0,-6864,214,7078,58,TRUE,0,5
7152,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,41,0,0,0,0,2016-09-16T19:00:00Z,0,4,Chelsea,0,0,0,0,5,0,13198,2,1,0,0,-1392,255,1647,57,FALSE,0,5
7154,2016-17,Danny Welbeck,FWD,,0,0,0,0,0,26,43,0,0,0,0,2016-09-17T14:00:00Z,0,7,Hull,0,0,0,0,5,0,2956,4,1,0,0,-111,49,160,74,FALSE,0,5
7161,2016-17,Divock Origi,FWD,,0,0,0,0,2.3,217,41,1,0,4.2,4.8,2016-09-16T19:00:00Z,34,4,Chelsea,0,0,0,0,5,0,91493,2,1,35,1,-17582,820,18402,67,FALSE,0,5
7175,2016-17,Hal Robson-Kanu,FWD,,0,0,2,0,0.5,571,46,0,0,0.2,1.2,2016-09-17T14:00:00Z,4,20,West Ham,0,0,0,0,5,0,2727,2,4,0,1,-359,409,768,50,TRUE,0,5
7177,2016-17,Harry Kane,FWD,,0,3,38,1,52.8,403,49,0,1,21.8,56.4,2016-09-18T15:30:00Z,86,15,Sunderland,0,0,0,0,5,0,560764,0,1,109,9,20666,45347,24681,109,TRUE,0,5
7184,2016-17,Islam Slimani,FWD,,0,3,53,1,7.9,567,44,0,2,16.2,74.6,2016-09-17T14:00:00Z,90,3,Burnley,0,0,0,0,5,0,8859,0,3,79,13,-573,1807,2380,85,TRUE,0,5
7196,2016-17,Jamie Vardy,FWD,,1,1,25,1,35.2,184,44,0,0,7.6,24.4,2016-09-17T14:00:00Z,90,3,Burnley,0,0,0,0,5,0,679668,0,3,16,6,-2219,31663,33882,99,TRUE,0,5
7199,2016-17,Jay Rodriguez,FWD,,0,0,0,0,0,311,48,0,0,0,0,2016-09-18T13:15:00Z,0,16,Swansea,0,0,0,0,5,0,14448,0,1,0,0,-764,665,1429,64,TRUE,0,5
7213,2016-17,Joshua King,FWD,,0,0,11,0,15.2,48,45,4,0,6.1,16.8,2016-09-17T14:00:00Z,90,10,Man City,0,0,0,0,5,0,33139,0,4,29,2,-1384,2210,3594,55,FALSE,0,5
7216,2016-17,Kelechi Iheanacho,FWD,,1,1,46,1,56.2,241,45,0,1,17.1,57.6,2016-09-17T14:00:00Z,90,2,Bournemouth,0,0,0,0,5,0,244775,0,4,57,10,165367,172500,7133,70,TRUE,0,5
7225,2016-17,Lys Mousset,FWD,,0,0,0,0,0,53,45,0,0,0,0,2016-09-17T14:00:00Z,0,10,Man City,0,0,0,0,5,0,2066,0,4,0,0,-146,55,201,53,FALSE,0,5
7235,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,50,0,0,0,0,2016-09-18T11:00:00Z,0,11,Man Utd,0,0,0,0,5,0,22192,1,3,0,0,-2446,48,2494,45,TRUE,0,5
7241,2016-17,Michail Antonio,FWD,,0,0,25,0,32.3,464,46,4,1,19.4,48.8,2016-09-17T14:00:00Z,90,19,West Brom,0,0,0,0,5,0,520220,2,4,113,7,245982,255316,9334,72,FALSE,0,5
7242,2016-17,Michy Batshuayi,FWD,,0,0,0,0,0,96,41,0,0,0,0,2016-09-16T19:00:00Z,0,9,Liverpool,0,0,0,0,5,0,71171,2,1,0,0,-21573,1027,22600,89,TRUE,0,5
7254,2016-17,Odion Ighalo,FWD,,0,0,1,0,5.3,426,50,1,0,3.9,3,2016-09-18T11:00:00Z,89,11,Man Utd,0,0,0,0,5,0,215500,1,3,31,2,14572,24339,9767,73,TRUE,0,5
7257,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,48,0,0,0,0,2016-09-18T13:15:00Z,0,13,Southampton,0,0,0,0,5,0,2920,0,1,0,0,126,529,403,45,FALSE,0,5
7258,2016-17,Olivier Giroud,FWD,,0,0,0,0,0,25,43,0,0,0,0,2016-09-17T14:00:00Z,0,7,Hull,0,0,0,0,5,0,55901,4,1,0,0,-10160,2946,13106,90,FALSE,0,5
7260,2016-17,Patrick Bamford,FWD,,0,0,2,0,1.3,553,44,0,0,0.1,0,2016-09-17T14:00:00Z,12,8,Leicester,0,0,0,0,5,0,1284,0,3,0,1,295,459,164,50,FALSE,0,5
7271,2016-17,Roberto Firmino,FWD,,0,0,0,0,0,209,41,0,0,0,0,2016-09-16T19:00:00Z,0,4,Chelsea,0,0,0,0,5,0,361910,2,1,0,0,85076,97138,12062,84,FALSE,0,5
7274,2016-17,Romelu Lukaku,FWD,,1,3,38,0,24.3,143,42,1,1,11.7,54,2016-09-17T16:30:00Z,65,12,Middlesbrough,0,0,0,0,5,0,603652,1,3,39,12,241008,249651,8643,92,TRUE,0,5
7280,2016-17,Salomón Rondón,FWD,,1,1,40,0,23.4,449,46,2,1,10,55.2,2016-09-17T14:00:00Z,86,20,West Ham,0,0,0,0,5,0,120826,2,4,21,10,-23125,3815,26940,65,TRUE,0,5
7285,2016-17,Sergio Agüero,FWD,,0,0,0,0,0,239,45,0,0,0,0,2016-09-17T14:00:00Z,0,2,Bournemouth,0,0,0,0,5,0,864663,0,4,0,0,-156373,11435,167808,130,TRUE,0,5
7287,2016-17,Shane Long,FWD,,0,0,2,0,14.3,313,48,0,0,4.5,3.4,2016-09-18T13:15:00Z,53,16,Swansea,0,0,0,0,5,0,259721,0,1,27,0,-40314,5937,46251,63,TRUE,1,5
7297,2016-17,Troy Deeney,FWD,,0,1,26,0,2.8,425,50,1,1,8.6,36.8,2016-09-18T11:00:00Z,90,11,Man Utd,0,0,0,0,5,0,122797,1,3,46,6,1928,10530,8602,69,TRUE,1,5
7321,2016-17,Andre Gray,FWD,,0,0,0,0,0,68,60,0,0,0,0,2016-09-26T19:00:00Z,0,18,Watford,0,0,0,0,6,0,236719,0,2,0,0,-113097,7824,120921,64,TRUE,0,6
7323,2016-17,Andy Carroll,FWD,,0,0,0,0,0,468,59,0,0,0,0,2016-09-25T15:00:00Z,0,13,Southampton,0,0,0,0,6,0,63471,3,0,0,0,-6923,88,7011,63,TRUE,0,6
7325,2016-17,Anthony Martial,FWD,,0,0,0,0,0,267,54,0,0,0,0,2016-09-24T11:30:00Z,0,8,Leicester,0,0,0,0,6,0,141671,1,4,0,0,-63924,198,64122,93,TRUE,0,6
7327,2016-17,Ashley Barnes,FWD,,0,0,0,0,0,70,60,0,0,0,0,2016-09-26T19:00:00Z,0,18,Watford,0,0,0,0,6,0,6198,0,2,0,0,748,1547,799,44,TRUE,0,6
7328,2016-17,Ashley Fletcher,FWD,,0,0,2,0,0.6,535,59,1,0,3.9,0,2016-09-25T15:00:00Z,20,13,Southampton,0,0,0,0,6,0,4701,3,0,38,1,343,1147,804,50,TRUE,0,6
7337,2016-17,Callum Wilson,FWD,,0,0,-1,1,12,49,52,0,0,3,0,2016-09-24T14:00:00Z,89,6,Everton,0,0,0,0,6,0,77592,0,1,20,2,-4173,8256,12429,64,TRUE,0,6
7340,2016-17,Charlie Austin,FWD,,1,3,46,1,15.3,314,59,0,1,8.9,50.8,2016-09-25T15:00:00Z,73,20,West Ham,0,0,0,0,6,0,68667,3,0,23,12,34418,39772,5354,62,FALSE,0,6
7342,2016-17,Christian Benteke,FWD,,0,1,29,0,13.2,213,57,2,1,12.8,33.8,2016-09-24T14:00:00Z,90,15,Sunderland,0,0,0,0,6,0,238783,3,2,81,7,4698,38989,34291,76,FALSE,0,6
7348,2016-17,Connor Wickham,FWD,,0,0,2,0,2,122,57,0,0,0.6,0,2016-09-24T14:00:00Z,18,15,Sunderland,0,0,0,0,6,0,18487,3,2,6,1,-2666,678,3344,57,FALSE,0,6
7354,2016-17,Danny Ings,FWD,,0,0,0,0,0,216,53,0,0,0,0,2016-09-24T14:00:00Z,0,7,Hull,0,0,0,0,6,0,12471,1,5,0,0,-1023,357,1380,56,TRUE,0,6
7356,2016-17,Danny Welbeck,FWD,,0,0,0,0,0,26,51,0,0,0,0,2016-09-24T16:30:00Z,0,4,Chelsea,0,0,0,0,6,0,2971,0,3,0,0,-92,55,147,74,TRUE,0,6
7363,2016-17,Divock Origi,FWD,,0,0,0,0,0,217,53,0,0,0,0,2016-09-24T14:00:00Z,0,7,Hull,0,0,0,0,6,0,85994,1,5,0,0,-6726,3444,10170,67,TRUE,0,6
7377,2016-17,Hal Robson-Kanu,FWD,,0,0,3,0,0.3,571,56,0,0,0.1,0.2,2016-09-24T14:00:00Z,14,14,Stoke,0,0,0,0,6,0,4257,1,1,0,1,1206,1855,649,50,FALSE,0,6
7379,2016-17,Harry Kane,FWD,,0,0,0,0,0,403,55,0,0,0,0,2016-09-24T14:00:00Z,0,12,Middlesbrough,0,0,0,0,6,0,303986,2,1,0,0,-258413,4978,263391,108,FALSE,0,6
7386,2016-17,Islam Slimani,FWD,,0,0,8,0,17.6,567,54,4,0,3.2,4.8,2016-09-24T11:30:00Z,90,11,Man Utd,0,0,0,0,6,0,69394,1,4,10,2,52552,59613,7061,85,FALSE,0,6
7398,2016-17,Jamie Vardy,FWD,,0,0,2,0,5.2,184,54,4,0,0.8,0.4,2016-09-24T11:30:00Z,45,11,Man Utd,0,0,0,0,6,0,628898,1,4,2,1,-58380,18880,77260,99,FALSE,0,6
7401,2016-17,Jay Rodriguez,FWD,,0,0,0,0,0,311,59,0,0,0,0,2016-09-25T15:00:00Z,0,20,West Ham,0,0,0,0,6,0,11211,3,0,0,0,-3275,62,3337,64,FALSE,0,6
7415,2016-17,Joshua King,FWD,,0,0,0,0,0,48,52,0,0,0,0,2016-09-24T14:00:00Z,0,6,Everton,0,0,0,0,6,0,32652,0,1,0,0,-1250,3416,4666,55,TRUE,0,6
7418,2016-17,Kelechi Iheanacho,FWD,,0,0,0,0,0,241,58,0,0,0,0,2016-09-24T14:00:00Z,0,16,Swansea,0,0,0,0,6,0,346769,3,1,0,0,87523,173282,85759,71,FALSE,0,6
7427,2016-17,Lys Mousset,FWD,,0,0,0,0,0,53,52,0,0,0,0,2016-09-24T14:00:00Z,0,6,Everton,0,0,0,0,6,0,2089,0,1,0,0,-81,89,170,53,TRUE,0,6
7437,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,60,0,0,0,0,2016-09-26T19:00:00Z,0,3,Burnley,0,0,0,0,6,0,20090,0,2,0,0,-2114,75,2189,45,FALSE,0,6
7443,2016-17,Michail Antonio,FWD,,0,0,8,0,16.8,464,59,3,0,4.5,6,2016-09-25T15:00:00Z,90,13,Southampton,0,0,0,0,6,0,740344,3,0,22,2,202242,224267,22025,73,TRUE,0,6
7444,2016-17,Michy Batshuayi,FWD,,0,0,0,0,1.2,96,51,0,0,2.9,5.2,2016-09-24T16:30:00Z,20,1,Arsenal,0,0,0,0,6,0,56516,0,3,23,1,-15322,515,15837,88,FALSE,0,6
7456,2016-17,Odion Ighalo,FWD,,0,0,4,0,3.9,426,60,2,0,2.3,2.4,2016-09-26T19:00:00Z,90,3,Burnley,0,0,0,0,6,0,235018,0,2,17,2,14146,32849,18703,73,FALSE,0,6
7459,2016-17,Oliver McBurnie,FWD,,0,0,0,0,0,546,58,0,0,0,0,2016-09-24T14:00:00Z,0,10,Man City,0,0,0,0,6,0,3128,3,1,0,0,43,508,465,45,TRUE,0,6
7460,2016-17,Olivier Giroud,FWD,,0,0,0,0,5,25,51,0,0,1.1,0,2016-09-24T16:30:00Z,12,4,Chelsea,0,0,0,0,6,0,37493,0,3,8,1,-18684,427,19111,89,TRUE,0,6
7462,2016-17,Patrick Bamford,FWD,,0,0,0,0,0,553,60,0,0,0,0,2016-09-26T19:00:00Z,0,18,Watford,0,0,0,0,6,0,1875,0,2,0,0,454,745,291,50,TRUE,0,6
