,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,fixture,goals_conceded,minutes
6154,2016-17,Harry Lewis,GK,257,0,1,Arsenal,1286,0,40,TRUE,36,0,0,0,21,24,257,0,0
6159,2016-17,Hugo Lloris,GK,360,3.3,20,West Ham,360613,3,55,FALSE,36,0,33,0,5634,5135,360,1,90
6164,2016-17,Jack Butland,GK,352,0.7,2,Bournemouth,41633,1,45,FALSE,36,0,7.2,0,2218,499,352,2,90
6187,2016-17,Joe Hart,GK,358,0,5,Crystal Palace,45351,0,53,TRUE,36,0,0,0,14,59,358,0,0
6195,2016-17,Jordan Pickford,GK,355,4.8,7,Hull,479396,9,42,FALSE,36,10,38.2,0,18106,11297,355,0,90
6201,2016-17,Kasper Schmeichel,GK,356,4.3,18,Watford,260778,11,49,TRUE,36,0,42.8,0,4367,1630,356,0,90
6210,2016-17,Lee Grant,GK,352,0,2,Bournemouth,350416,0,44,FALSE,36,0,0,0,1072,40403,352,0,0
6211,2016-17,Lukasz Fabianski,GK,359,1.5,6,Everton,153336,6,48,TRUE,36,0,14.6,0,499,1390,359,0,90
6226,2016-17,Matt Macey,GK,351,0,11,Man Utd,219,0,40,TRUE,36,0,0,0,31,17,351,0,0
6227,2016-17,Matt Macey,GK,257,0,13,Southampton,219,0,40,FALSE,36,0,0,0,31,17,257,0,0
6246,2016-17,Nick Pope,GK,353,0,19,West Brom,105199,0,39,TRUE,36,0,0,0,2951,1239,353,0,0
6258,2016-17,Paulo Gazzaniga,GK,357,0,9,Liverpool,323,0,45,FALSE,36,0,0,0,3,2,357,0,0
6259,2016-17,Paulo Gazzaniga,GK,257,0,1,Arsenal,323,0,45,TRUE,36,0,0,0,3,2,257,0,0
6290,2016-17,Sergio Romero,GK,351,0,1,Arsenal,6295,0,47,FALSE,36,0,0,0,20,83,351,0,0
6303,2016-17,Tom Heaton,GK,353,0.9,19,West Brom,878266,1,52,TRUE,36,0,8.6,0,7685,21757,353,2,90
6309,2016-17,Wayne Hennessey,GK,358,4.8,10,Man City,145079,2,43,FALSE,36,0,48.4,0,1412,9482,358,5,90
6314,2016-17,Willy Caballero,GK,358,1.4,5,Crystal Palace,88623,6,47,TRUE,36,0,14.2,0,38723,4537,358,0,90
6328,2016-17,Adrián San Miguel del Castillo,GK,370,4.4,9,Liverpool,73879,2,46,TRUE,37,0,44.2,0,1366,345,370,4,90
6333,2016-17,Alex McCarthy,GK,365,0,12,Middlesbrough,5405,0,43,FALSE,37,0,0,0,11,31,365,0,0
6334,2016-17,Alex McCarthy,GK,279,0,11,Man Utd,5405,0,43,TRUE,37,0,0,0,11,31,279,0,0
6345,2016-17,Angus Gunn,GK,364,0,8,Leicester,148,0,40,TRUE,37,0,0,0,80,23,364,0,0
6346,2016-17,Angus Gunn,GK,338,0,19,West Brom,148,0,40,TRUE,37,0,0,0,80,23,338,0,0
6363,2016-17,Ben Foster,GK,369,2.6,4,Chelsea,569913,3,47,TRUE,37,0,25.6,0,2730,17451,369,1,90
6364,2016-17,Ben Foster,GK,338,4.2,10,Man City,569913,3,47,FALSE,37,0,42,0,2730,17451,338,3,90
6386,2016-17,Claudio Bravo,GK,364,0,8,Leicester,54767,0,50,TRUE,37,0,0,0,154,1202,364,0,0
6387,2016-17,Claudio Bravo,GK,338,0,19,West Brom,54767,0,50,TRUE,37,0,0,0,154,1202,338,0,0
6407,2016-17,Darren Randolph,GK,370,0,9,Liverpool,59618,0,44,TRUE,37,0,0,0,91,5804,370,0,0
6408,2016-17,David de Gea,GK,368,3.2,17,Spurs,1532869,2,55,FALSE,37,0,32.4,0,7094,25612,368,2,90
6409,2016-17,David de Gea,GK,279,0,13,Southampton,1532869,0,55,FALSE,37,0,0,0,7094,25612,279,0,0
6420,2016-17,Eldin Jakupovic,GK,362,0.2,5,Crystal Palace,991779,0,41,FALSE,37,0,1.8,0,10704,29703,362,4,90
6433,2016-17,Fraser Forster,GK,365,1.4,12,Middlesbrough,219394,2,50,FALSE,37,0,14.4,0,23878,3193,365,1,90
6434,2016-17,Fraser Forster,GK,279,1,11,Man Utd,219394,6,50,TRUE,37,0,10,0,23878,3193,279,0,90
6449,2016-17,Harry Lewis,GK,365,0,12,Middlesbrough,1284,0,40,FALSE,37,0,0,0,20,25,365,0,0
6450,2016-17,Harry Lewis,GK,279,0,11,Man Utd,1284,0,40,TRUE,37,0,0,0,20,25,279,0,0
6457,2016-17,Hugo Lloris,GK,368,0.7,11,Man Utd,364468,2,55,TRUE,37,0,7.2,0,8568,5750,368,1,90
6458,2016-17,Hugo Lloris,GK,336,3,8,Leicester,364468,3,55,FALSE,37,0,29.6,0,8568,5750,336,1,90
6465,2016-17,Jack Butland,GK,366,1.9,1,Arsenal,41431,0,45,TRUE,37,0,18.8,0,593,869,366,4,90
6492,2016-17,Joe Hart,GK,364,0,8,Leicester,45312,0,53,TRUE,37,0,0,0,14,60,364,0,0
6493,2016-17,Joe Hart,GK,338,0,19,West Brom,45312,0,53,TRUE,37,0,0,0,14,60,338,0,0
6504,2016-17,Jordan Pickford,GK,367,0.2,16,Swansea,499252,1,42,TRUE,37,0,2,0,24814,5417,367,2,90
6505,2016-17,Jordan Pickford,GK,331,9.5,1,Arsenal,499252,5,42,FALSE,37,0,95.4,0,24814,5417,331,2,90
6513,2016-17,Kasper Schmeichel,GK,364,2.4,10,Man City,265878,2,49,FALSE,37,0,24.4,0,7136,2636,364,2,90
6514,2016-17,Kasper Schmeichel,GK,336,4,17,Spurs,265878,1,49,TRUE,37,0,39.8,0,7136,2636,336,6,90
6528,2016-17,Lee Grant,GK,366,0,1,Arsenal,304141,0,43,TRUE,37,0,0,0,1169,47532,366,0,0
6529,2016-17,Lukasz Fabianski,GK,367,2.2,15,Sunderland,153430,8,48,FALSE,37,0,22.2,0,1843,1884,367,0,90
6550,2016-17,Matt Macey,GK,366,0,14,Stoke,246,0,40,FALSE,37,0,0,0,43,18,366,0,0
6551,2016-17,Matt Macey,GK,331,0,15,Sunderland,246,0,40,TRUE,37,0,0,0,43,18,331,0,0
6578,2016-17,Nick Pope,GK,361,0,2,Bournemouth,109018,0,39,FALSE,37,0,0,0,5497,1887,361,0,0
6594,2016-17,Paulo Gazzaniga,GK,365,0,12,Middlesbrough,322,0,45,FALSE,37,0,0,0,1,2,365,0,0
6595,2016-17,Paulo Gazzaniga,GK,279,0,11,Man Utd,322,0,45,TRUE,37,0,0,0,1,2,279,0,0
6637,2016-17,Sergio Romero,GK,368,0,17,Spurs,6288,0,47,FALSE,37,0,0,0,30,63,368,0,0
6638,2016-17,Sergio Romero,GK,279,5.5,13,Southampton,6288,16,47,FALSE,37,0,55.4,0,30,63,279,0,90
6654,2016-17,Tom Heaton,GK,361,3.9,2,Bournemouth,826190,2,52,FALSE,37,10,29.2,0,2835,55563,361,2,90
6661,2016-17,Wayne Hennessey,GK,362,1.6,7,Hull,137523,6,43,TRUE,37,10,5.6,0,1689,9313,362,0,90
6669,2016-17,Willy Caballero,GK,364,2.2,8,Leicester,168026,3,48,TRUE,37,0,22.4,0,80744,1862,364,1,90
6670,2016-17,Willy Caballero,GK,338,0.6,19,West Brom,168026,2,48,TRUE,37,0,6,0,80744,1862,338,1,90
6675,2016-17,Aaron Ramsdale,GK,375,0,8,Leicester,0,0,40,FALSE,38,0,0,0,0,0,375,0,0
6683,2016-17,Adrián San Miguel del Castillo,GK,372,0.2,3,Burnley,76675,2,46,FALSE,38,0,1.6,0,2989,730,372,1,90
6686,2016-17,Alex McCarthy,GK,378,0,14,Stoke,5404,0,43,TRUE,38,0,0,0,30,33,378,0,0
6695,2016-17,Angus Gunn,GK,380,0,18,Watford,264,0,40,FALSE,38,0,0,0,125,38,380,0,0
6706,2016-17,Ben Foster,GK,379,1.4,16,Swansea,566651,1,47,FALSE,38,10,3.6,0,1671,5089,379,2,90
6721,2016-17,Claudio Bravo,GK,380,0,18,Watford,54247,0,50,FALSE,38,0,0,0,135,683,380,0,0
6734,2016-17,Darren Randolph,GK,372,0,3,Burnley,58040,0,44,FALSE,38,0,0,0,204,1802,372,0,0
6735,2016-17,David de Gea,GK,377,0,5,Crystal Palace,1496588,0,55,TRUE,38,0,0,0,3676,41669,377,0,0
6743,2016-17,Eldin Jakupovic,GK,374,0,17,Spurs,985811,0,41,TRUE,38,0,0,0,4613,10927,374,0,0
6751,2016-17,Fraser Forster,GK,378,1,14,Stoke,226492,2,50,TRUE,38,0,10,0,9363,2731,378,1,90
6760,2016-17,Harry Lewis,GK,378,0,14,Stoke,1329,0,40,TRUE,38,0,0,0,54,19,378,0,0
6765,2016-17,Hugo Lloris,GK,374,2,7,Hull,357260,3,55,FALSE,38,0,19.8,0,6192,14068,374,1,90
6769,2016-17,Jack Butland,GK,378,4,13,Southampton,42515,10,45,FALSE,38,0,39.8,0,1256,329,378,0,90
6789,2016-17,Joe Hart,GK,380,0,18,Watford,45307,0,53,FALSE,38,0,0,0,24,46,380,0,0
6797,2016-17,Jordan Pickford,GK,373,1.4,4,Chelsea,497573,1,42,FALSE,38,0,14,0,4256,6316,373,5,90
6803,2016-17,Kasper Schmeichel,GK,375,1.4,2,Bournemouth,268402,3,49,TRUE,38,0,14,0,3692,1730,375,1,90
6811,2016-17,Lee Grant,GK,378,0,13,Southampton,293101,0,43,FALSE,38,0,0,0,1675,12800,378,0,0
6812,2016-17,Lukasz Fabianski,GK,379,0,19,West Brom,161705,0,48,TRUE,38,0,0,0,8599,1205,379,0,0
6827,2016-17,Matt Macey,GK,371,0,6,Everton,316,0,40,TRUE,38,0,0,0,76,20,371,0,0
6843,2016-17,Nick Pope,GK,372,0,20,West Ham,112586,0,39,TRUE,38,0,0,0,4806,1464,372,0,0
6853,2016-17,Paulo Gazzaniga,GK,378,0,14,Stoke,328,0,45,TRUE,38,0,0,0,10,4,378,0,0
6881,2016-17,Sergio Romero,GK,377,0,5,Crystal Palace,9562,0,47,TRUE,38,0,0,0,3332,266,377,0,0
6890,2016-17,Tom Heaton,GK,372,1.5,20,West Ham,837282,1,51,TRUE,38,0,15,0,16579,6616,372,2,90
6895,2016-17,Wayne Hennessey,GK,377,0.1,11,Man Utd,138980,1,43,FALSE,38,0,1,0,3489,2195,377,2,90
6900,2016-17,Willy Caballero,GK,380,1.8,18,Watford,170144,6,48,FALSE,38,0,18,0,5860,4087,380,0,90
6910,2016-17,Adrián San Miguel del Castillo,GK,38,2.9,18,Watford,140075,1,50,TRUE,4,0,29.2,0,18483,8746,38,4,90
6912,2016-17,Alex McCarthy,GK,31,0,1,Arsenal,8638,0,45,FALSE,4,0,0,0,137,557,31,0,0
6929,2016-17,Ben Foster,GK,32,2.7,2,Bournemouth,588104,3,47,FALSE,4,0,26.6,0,94131,23734,32,1,90
6943,2016-17,Claudio Bravo,GK,35,0.8,11,Man Utd,23168,2,55,FALSE,4,0,8,0,14091,2484,35,1,90
6954,2016-17,Darren Randolph,GK,38,0,18,Watford,24312,0,45,TRUE,4,0,0,0,214,1370,38,0,0
6955,2016-17,David de Gea,GK,35,3.5,10,Man City,1750983,2,55,TRUE,4,0,35,0,39801,53967,35,2,90
6960,2016-17,Eldin Jakupovic,GK,33,0.6,3,Burnley,783630,2,41,FALSE,4,0,6.2,0,94563,27280,33,1,90
6968,2016-17,Fraser Forster,GK,31,0.1,1,Arsenal,163680,0,50,FALSE,4,0,0.6,0,1902,23356,31,2,90
6979,2016-17,Hugo Lloris,GK,37,1.8,14,Stoke,153485,6,54,FALSE,4,0,17.8,0,2542,16856,37,0,90
6983,2016-17,Jack Butland,GK,37,0,17,Spurs,93103,0,49,TRUE,4,0,0,0,479,25163,37,0,0
7003,2016-17,Joe Hart,GK,35,0,11,Man Utd,79968,0,53,FALSE,4,0,0,0,352,34145,35,0,0
7009,2016-17,Jordan Pickford,GK,40,3.8,6,Everton,320617,3,40,TRUE,4,0,38.2,0,35860,19001,40,3,90
7013,2016-17,Kasper Schmeichel,GK,34,4.4,9,Liverpool,453922,2,50,FALSE,4,0,43.6,0,3820,69249,34,4,90
7020,2016-17,Lee Grant,GK,37,0,17,Spurs,376,0,40,TRUE,4,0,0,0,230,19,37,0,0
7021,2016-17,Lukasz Fabianski,GK,39,3.9,4,Chelsea,180342,2,50,TRUE,4,0,38.6,0,43281,8074,39,2,90
7050,2016-17,Nick Pope,GK,33,0,7,Hull,87389,0,40,TRUE,4,0,0,0,2012,4633,33,0,0
7060,2016-17,Paulo Gazzaniga,GK,31,0,1,Arsenal,316,0,45,FALSE,4,0,0,0,9,40,31,0,0
7084,2016-17,Sergio Romero,GK,35,0,10,Man City,4929,0,49,TRUE,4,0,0,0,86,387,35,0,0
7093,2016-17,Tom Heaton,GK,33,1.5,7,Hull,294603,2,45,TRUE,4,0,14.8,0,54968,18425,33,1,90
7098,2016-17,Wayne Hennessey,GK,36,0,12,Middlesbrough,140734,0,45,FALSE,4,0,0,0,765,21969,36,0,0
7102,2016-17,Willy Caballero,GK,35,0,11,Man Utd,27518,0,50,FALSE,4,0,0,0,2325,5505,35,0,0
7112,2016-17,Adrián San Miguel del Castillo,GK,46,1.4,19,West Brom,136616,0,50,FALSE,5,0,13.6,0,2452,7147,46,4,90
7114,2016-17,Alex McCarthy,GK,48,0,16,Swansea,8441,0,45,TRUE,5,0,0,0,31,320,48,0,0
7131,2016-17,Ben Foster,GK,46,2.6,20,West Ham,627121,2,47,TRUE,5,0,25.6,0,37407,9504,46,2,90
7145,2016-17,Claudio Bravo,GK,45,1.7,2,Bournemouth,40608,6,55,TRUE,5,0,16.8,0,14200,2189,45,0,90
7156,2016-17,Darren Randolph,GK,46,0,19,West Brom,23813,0,45,FALSE,5,0,0,0,85,736,46,0,0
7157,2016-17,David de Gea,GK,50,1,18,Watford,1770015,1,55,FALSE,5,0,9.8,0,19085,27143,50,3,90
7162,2016-17,Eldin Jakupovic,GK,43,6.4,1,Arsenal,811940,7,41,TRUE,5,0,64,0,29077,8611,43,4,90
7170,2016-17,Fraser Forster,GK,48,2.6,16,Swansea,159531,7,50,TRUE,5,0,26.4,0,1736,7051,48,0,90
7181,2016-17,Hugo Lloris,GK,49,1.3,15,Sunderland,167976,6,54,TRUE,5,0,12.8,0,12739,2706,49,0,90
7185,2016-17,Jack Butland,GK,47,0,5,Crystal Palace,82892,0,48,FALSE,5,0,0,0,74,10467,47,0,0
7205,2016-17,Joe Hart,GK,45,0,2,Bournemouth,67895,0,53,TRUE,5,0,0,0,23,12239,45,0,0
7211,2016-17,Jordan Pickford,GK,49,6.2,17,Spurs,338186,4,40,FALSE,5,10,51.8,0,16249,4479,49,1,90
7215,2016-17,Kasper Schmeichel,GK,44,0,3,Burnley,449275,0,50,TRUE,5,0,0,0,6795,16172,44,0,0
7222,2016-17,Lee Grant,GK,47,0,5,Crystal Palace,1807,0,40,FALSE,5,0,0,0,712,105,47,0,0
7223,2016-17,Lukasz Fabianski,GK,48,3.1,13,Southampton,201581,3,50,FALSE,5,0,30.8,0,18912,5641,48,1,90
7252,2016-17,Nick Pope,GK,44,0,8,Leicester,86758,0,40,FALSE,5,0,0,0,766,1895,44,0,0
7262,2016-17,Paulo Gazzaniga,GK,48,0,16,Swansea,310,0,45,TRUE,5,0,0,0,3,13,48,0,0
7286,2016-17,Sergio Romero,GK,50,0,18,Watford,4948,0,49,FALSE,5,0,0,0,47,198,50,0,0
7295,2016-17,Tom Heaton,GK,44,2.5,8,Leicester,311311,2,45,FALSE,5,0,24.8,0,18816,7958,44,3,90
7300,2016-17,Wayne Hennessey,GK,47,0,14,Stoke,133094,0,45,TRUE,5,0,0,0,543,8564,47,0,0
7304,2016-17,Willy Caballero,GK,45,0,2,Bournemouth,23396,0,50,TRUE,5,0,0,0,602,4997,45,0,0
7314,2016-17,Adrián San Miguel del Castillo,GK,59,4.8,13,Southampton,126032,3,50,TRUE,6,0,48.2,0,1803,13136,59,3,90
7316,2016-17,Alex McCarthy,GK,59,0,20,West Ham,8160,0,44,FALSE,6,0,0,0,62,430,59,0,0
7333,2016-17,Ben Foster,GK,56,0.3,14,Stoke,663089,2,47,FALSE,6,0,3,0,52203,22953,56,1,90
7347,2016-17,Claudio Bravo,GK,58,3.2,16,Swansea,75862,3,55,FALSE,6,0,32.2,0,31178,4606,58,1,90
7358,2016-17,Darren Randolph,GK,59,0,13,Southampton,22979,0,44,TRUE,6,0,0,0,107,1069,59,0,0
7359,2016-17,David de Gea,GK,54,1.4,8,Leicester,1714943,2,55,TRUE,6,0,14.4,0,13288,88864,54,1,90
7364,2016-17,Eldin Jakupovic,GK,53,0,9,Liverpool,926166,0,41,FALSE,6,0,0,0,107313,10324,53,0,0
7372,2016-17,Fraser Forster,GK,59,0.3,20,West Ham,158158,6,50,FALSE,6,0,3.2,0,5364,8435,59,0,90
7383,2016-17,Hugo Lloris,GK,55,1.5,12,Middlesbrough,199789,2,54,FALSE,6,0,14.6,0,29276,4947,55,1,90
7387,2016-17,Jack Butland,GK,56,0,19,West Brom,71958,0,48,TRUE,6,0,0,0,74,11163,56,0,0
7407,2016-17,Joe Hart,GK,58,0,16,Swansea,59771,0,53,FALSE,6,0,0,0,39,8281,58,0,0
7413,2016-17,Jordan Pickford,GK,57,1.9,5,Crystal Palace,397425,1,40,TRUE,6,0,19,0,58597,7011,57,3,90
7417,2016-17,Kasper Schmeichel,GK,54,0,11,Man Utd,397462,0,50,FALSE,6,0,0,0,1239,54597,54,0,0
7424,2016-17,Lee Grant,GK,56,1.4,19,West Brom,3232,2,40,TRUE,6,0,14,0,878,210,56,1,90
7425,2016-17,Lukasz Fabianski,GK,58,0.6,10,Man City,225125,1,51,TRUE,6,0,6,0,23683,8720,58,3,90
7454,2016-17,Nick Pope,GK,60,0,18,Watford,84711,0,40,TRUE,6,0,0,0,1157,3663,60,0,0
7464,2016-17,Paulo Gazzaniga,GK,59,0,20,West Ham,296,0,45,FALSE,6,0,0,0,1,18,59,0,0
7488,2016-17,Sergio Romero,GK,54,0,8,Leicester,4944,0,49,TRUE,6,0,0,0,49,210,54,0,0
7497,2016-17,Tom Heaton,GK,60,2.6,18,Watford,307225,7,46,TRUE,6,0,26.4,0,10323,17245,60,0,90
7502,2016-17,Wayne Hennessey,GK,57,0,15,Sunderland,119319,0,45,FALSE,6,0,0,0,407,14451,57,0,0
7506,2016-17,Willy Caballero,GK,58,0,16,Swansea,20143,0,50,FALSE,6,0,0,0,328,3743,58,0,0
7516,2016-17,Adrián San Miguel del Castillo,GK,70,2.1,12,Middlesbrough,120676,2,50,TRUE,7,10,11.4,0,1263,7104,70,1,90
7518,2016-17,Alex McCarthy,GK,64,0,8,Leicester,7990,0,44,FALSE,7,0,0,0,51,279,64,0,0
7535,2016-17,Ben Foster,GK,66,1.1,15,Sunderland,668436,2,47,FALSE,7,0,11,0,17379,15217,66,1,90
7549,2016-17,Claudio Bravo,GK,68,5.8,17,Spurs,82718,11,55,FALSE,7,0,58,0,8292,6164,68,2,90
7560,2016-17,Darren Randolph,GK,70,0,12,Middlesbrough,22506,0,44,TRUE,7,0,0,0,102,682,70,0,0
7561,2016-17,David de Gea,GK,65,2.5,14,Stoke,1692792,3,55,TRUE,7,0,24.8,0,12586,47949,65,1,90
7566,2016-17,Eldin Jakupovic,GK,63,0,4,Chelsea,935985,0,42,TRUE,7,0,0,0,25459,20534,63,0,0
7574,2016-17,Fraser Forster,GK,64,0.7,8,Leicester,163643,6,50,FALSE,7,0,6.6,0,8273,4530,64,0,90
7585,2016-17,Hugo Lloris,GK,68,4.1,10,Man City,207540,9,54,TRUE,7,0,41.4,0,9845,8032,68,0,90
7589,2016-17,Jack Butland,GK,65,0,11,Man Utd,66069,0,48,FALSE,7,0,0,0,58,6035,65,0,0
7609,2016-17,Joe Hart,GK,68,0,17,Spurs,56118,0,53,FALSE,7,0,0,0,19,3752,68,0,0
7615,2016-17,Jordan Pickford,GK,66,3.4,19,West Brom,439525,6,40,TRUE,7,0,33.6,0,39749,4165,66,1,90
7619,2016-17,Kasper Schmeichel,GK,64,3.8,13,Southampton,371955,9,50,TRUE,7,0,38,0,1167,27561,64,0,90
7626,2016-17,Lee Grant,GK,65,5.9,11,Man Utd,8564,5,40,FALSE,7,0,59,0,4546,512,65,1,90
7627,2016-17,Lukasz Fabianski,GK,67,2.1,9,Liverpool,224490,2,51,TRUE,7,0,21.4,0,5475,9229,67,2,90
7656,2016-17,Nick Pope,GK,61,0,1,Arsenal,83750,0,40,TRUE,7,0,0,0,687,1889,61,0,0
7666,2016-17,Paulo Gazzaniga,GK,64,0,8,Leicester,295,0,45,FALSE,7,0,0,0,2,5,64,0,0
7690,2016-17,Sergio Romero,GK,65,0,14,Stoke,4922,0,48,TRUE,7,0,0,0,36,180,65,0,0
7699,2016-17,Tom Heaton,GK,61,1.7,1,Arsenal,328299,2,46,TRUE,7,0,17.4,0,24035,7201,61,1,90
7704,2016-17,Wayne Hennessey,GK,62,0,6,Everton,110834,0,45,FALSE,7,0,0,0,174,8831,62,0,0
7708,2016-17,Willy Caballero,GK,68,0,17,Spurs,18483,0,50,FALSE,7,0,0,0,133,1900,68,0,0
7718,2016-17,Adrián San Miguel del Castillo,GK,74,1.9,5,Crystal Palace,114871,8,50,FALSE,8,0,18.6,0,510,6807,74,0,90
7720,2016-17,Alex McCarthy,GK,78,0,3,Burnley,7883,0,44,TRUE,8,0,0,0,57,241,78,0,0
7737,2016-17,Ben Foster,GK,80,4.6,17,Spurs,656751,4,47,TRUE,8,0,46,0,8924,23305,80,1,90
7751,2016-17,Claudio Bravo,GK,76,0.7,6,Everton,102322,2,55,TRUE,8,0,7,0,14286,3491,76,1,90
7762,2016-17,Darren Randolph,GK,74,0,5,Crystal Palace,22102,0,44,FALSE,8,0,0,0,87,577,74,0,0
7763,2016-17,David de Gea,GK,75,2.2,9,Liverpool,1631580,8,55,FALSE,8,0,22.2,0,2892,75660,75,0,90
7768,2016-17,Eldin Jakupovic,GK,72,0,2,Bournemouth,912458,0,42,FALSE,8,0,0,0,11796,38565,72,0,0
7776,2016-17,Fraser Forster,GK,78,1.4,3,Burnley,187309,2,50,TRUE,8,10,4.2,0,22500,3110,78,1,90
7787,2016-17,Hugo Lloris,GK,80,2.9,19,West Brom,259684,3,55,FALSE,8,0,29.2,0,42412,3595,80,1,90
7791,2016-17,Jack Butland,GK,79,0,15,Sunderland,61141,0,48,TRUE,8,0,0,0,61,5150,79,0,0
7811,2016-17,Joe Hart,GK,76,0,6,Everton,53272,0,53,TRUE,8,0,0,0,22,2998,76,0,0
7817,2016-17,Jordan Pickford,GK,79,2.5,14,Stoke,480663,2,40,FALSE,8,0,25.4,0,40382,6005,79,2,90
7821,2016-17,Kasper Schmeichel,GK,73,1.8,4,Chelsea,367295,2,50,FALSE,8,0,18.4,0,3359,10827,73,3,90
7828,2016-17,Lee Grant,GK,79,0.8,15,Sunderland,32985,6,40,TRUE,8,0,8.2,0,21951,1070,79,0,90
7829,2016-17,Lukasz Fabianski,GK,71,2.5,1,Arsenal,220882,2,51,FALSE,8,0,25.4,0,2939,8512,71,3,90
7858,2016-17,Nick Pope,GK,78,0,13,Southampton,83022,0,40,FALSE,8,0,0,0,553,1558,78,0,0
7868,2016-17,Paulo Gazzaniga,GK,78,0,3,Burnley,289,0,45,TRUE,8,0,0,0,5,12,78,0,0
7892,2016-17,Sergio Romero,GK,75,0,9,Liverpool,5016,0,48,FALSE,8,0,0,0,37,152,75,0,0
7901,2016-17,Tom Heaton,GK,78,7.3,13,Southampton,348730,5,46,FALSE,8,0,73.2,0,26212,12512,78,3,90
7906,2016-17,Wayne Hennessey,GK,74,0,20,West Ham,103810,0,44,TRUE,8,0,0,0,184,7461,74,0,0
7910,2016-17,Willy Caballero,GK,76,0,6,Everton,17268,0,49,TRUE,8,0,0,0,75,1401,76,0,0
7920,2016-17,Adrián San Miguel del Castillo,GK,90,1,15,Sunderland,116014,6,50,TRUE,9,0,9.8,0,2793,2255,90,0,90
7923,2016-17,Alex McCarthy,GK,88,0,10,Man City,7780,0,44,FALSE,9,0,0,0,26,178,88,0,0
7940,2016-17,Ben Foster,GK,87,3.9,9,Liverpool,653250,2,47,FALSE,9,0,38.8,0,8740,14266,87,2,90
7954,2016-17,Claudio Bravo,GK,88,1,13,Southampton,104787,2,55,TRUE,9,0,10.2,0,4601,5870,88,1,90
7965,2016-17,Darren Randolph,GK,90,0,15,Sunderland,21766,0,44,TRUE,9,0,0,0,48,442,90,0,0
7966,2016-17,David de Gea,GK,84,1.3,4,Chelsea,1620915,0,55,FALSE,9,0,13.4,0,8617,28641,84,4,90
7971,2016-17,Eldin Jakupovic,GK,85,0,14,Stoke,879771,0,41,TRUE,9,0,0,0,4101,37715,85,0,0
7979,2016-17,Fraser Forster,GK,88,1.6,10,Man City,185329,1,50,FALSE,9,0,16.2,0,3871,7273,88,1,90
7990,2016-17,Hugo Lloris,GK,82,1.2,2,Bournemouth,270943,6,55,FALSE,9,0,12.2,0,10904,4463,82,0,90
7994,2016-17,Jack Butland,GK,85,0,7,Hull,58122,0,47,FALSE,9,0,0,0,59,3161,85,0,0
8014,2016-17,Joe Hart,GK,88,0,13,Southampton,51893,0,53,TRUE,9,0,0,0,14,1478,88,0,0
8020,2016-17,Jordan Pickford,GK,90,1.3,20,West Ham,504468,2,40,FALSE,9,0,13.2,0,23875,4236,90,1,90
8024,2016-17,Kasper Schmeichel,GK,86,3.5,5,Crystal Palace,360981,3,50,TRUE,9,0,34.6,0,2913,10501,86,1,90
8032,2016-17,Lee Grant,GK,85,1.5,7,Hull,57416,6,40,FALSE,9,0,15,0,23367,874,85,0,90
8033,2016-17,Lukasz Fabianski,GK,89,1.1,18,Watford,215004,6,51,TRUE,9,0,10.6,0,1160,7634,89,0,90
8062,2016-17,Nick Pope,GK,83,0,6,Everton,82312,0,40,TRUE,9,0,0,0,298,1142,83,0,0
8072,2016-17,Paulo Gazzaniga,GK,88,0,10,Man City,286,0,45,FALSE,9,0,0,0,4,8,88,0,0
8096,2016-17,Sergio Romero,GK,84,0,4,Chelsea,5014,0,48,FALSE,9,0,0,0,19,108,84,0,0
8105,2016-17,Tom Heaton,GK,83,4.4,6,Everton,363462,4,46,TRUE,9,0,44,0,18778,6846,83,1,90
8110,2016-17,Wayne Hennessey,GK,86,0,8,Leicester,98764,0,44,FALSE,9,0,0,0,113,5263,86,0,0
8114,2016-17,Willy Caballero,GK,88,0,13,Southampton,16686,0,49,TRUE,9,0,0,0,44,698,88,0,0
8124,2017-18,Adrián San Miguel del Castillo,GK,9,0,12,Man Utd,24951,0,45,FALSE,1,0,0,0,0,0,9,0,0
8127,2017-18,Alex McCarthy,GK,6,0,16,Swansea,4487,0,45,TRUE,1,0,0,0,0,0,6,0,0
8151,2017-18,Ben Foster,GK,8,1.5,2,Bournemouth,604214,7,45,TRUE,1,0,14.6,0,0,0,8,0,90
8168,2017-18,Claudio Bravo,GK,2,0,3,Brighton,34470,0,50,FALSE,1,0,0,0,0,0,2,0,0
8180,2017-18,Darren Randolph,GK,9,0,12,Man Utd,1563,0,45,FALSE,1,0,0,0,0,0,9,0,0
8181,2017-18,David de Gea,GK,9,1.1,20,West Ham,1195182,6,55,TRUE,1,0,10.6,0,0,0,9,0,90
8190,2017-18,Ederson Santana de Moraes,GK,2,1.5,3,Brighton,163725,6,55,FALSE,1,0,14.8,0,0,0,2,0,90
8191,2017-18,Eldin Jakupovic,GK,1,0,1,Arsenal,12408,0,45,FALSE,1,0,0,0,0,0,1,0,0
8202,2017-18,Fraser Forster,GK,6,0.1,16,Swansea,279708,6,50,TRUE,1,0,1,0,0,0,6,0,90
8215,2017-18,Hugo Lloris,GK,10,2.1,13,Newcastle,522036,7,55,FALSE,1,0,21.2,0,0,0,10,0,90
