,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,goals_conceded,minutes,goals_conceded_per_game,points_per_game,total_minutes
121,2016-17,Lys Mousset,FWD,45,0.0,10,Man City,2066,0,53,False,5,0.0,0.0,0.0,55,201,0,0,0.0,0.0,0
122,2016-17,Michail Antonio,FWD,46,0.8899082568807338,19,West Brom,520220,7,72,False,5,0.5747330960854091,0.6541554959785523,1.0,255316,9334,4,90,2.2429906542056073,10.333333333333334,325
123,2016-17,Michy Batshuayi,FWD,41,0.0,9,Liverpool,71171,0,89,True,5,0.0,0.0,0.0,1027,22600,0,0,0.0,3.0,38
124,2016-17,Odion Ighalo,FWD,50,0.17889908256880732,11,Man Utd,215500,2,73,True,5,0.09430604982206404,0.04021447721179625,0.2743362831858407,24339,9767,1,89,2.1951219512195124,4.0,329
125,2016-17,Kelechi Iheanacho,FWD,45,0.7844036697247707,2,Bournemouth,244775,10,70,True,5,1.0,0.772117962466488,0.504424778761062,172500,7133,0,90,1.267605633802817,5.0,71
126,2016-17,Olivier Giroud,FWD,43,0.0,7,Hull,55901,0,90,False,5,0.0,0.0,0.0,2946,13106,0,0,0.0,2.5,0
127,2016-17,Troy Deeney,FWD,50,0.39449541284403666,11,Man Utd,122797,6,69,True,5,0.049822064056939494,0.4932975871313673,0.40707964601769914,10530,8602,1,90,2.07492795389049,3.25,348
128,2016-17,Roberto Firmino,FWD,41,0.0,4,Chelsea,361910,0,84,False,5,0.0,0.0,0.0,97138,12062,0,0,1.75,6.0,360
129,2016-17,Romelu Lukaku,FWD,42,0.536697247706422,12,Middlesbrough,603652,12,92,True,5,0.43238434163701067,0.7238605898123325,0.34513274336283184,249651,8643,1,65,0.0,6.666666666666667,0
130,2016-17,Salomón Rondón,FWD,46,0.4587155963302752,20,West Ham,120826,10,65,True,5,0.4163701067615658,0.739946380697051,0.18584070796460178,3815,26940,2,86,0.9060402684563759,3.25,300
131,2016-17,Sergio Agüero,FWD,45,0.0,2,Bournemouth,864663,0,130,True,5,0.0,0.0,0.0,11435,167808,0,0,1.0424710424710424,8.0,259
132,2016-17,Shane Long,FWD,48,0.20642201834862384,16,Swansea,259721,0,63,True,5,0.25444839857651247,0.045576407506702415,0.23893805309734514,5937,46251,0,53,1.923076923076923,1.5,234
133,2016-17,Joshua King,FWD,45,0.2798165137614679,10,Man City,33139,2,55,False,5,0.27046263345195726,0.22520107238605902,0.25663716814159293,2210,3594,4,90,1.3119533527696794,4.0,347
134,2016-17,Patrick Bamford,FWD,44,0.0045871559633027525,8,Leicester,1284,1,50,False,5,0.023131672597864767,0.0,0.0,459,164,0,12,8.181818181818182,1.0,11
135,2016-17,Jay Rodriguez,FWD,48,0.0,16,Swansea,14448,0,64,True,5,0.0,0.0,0.0,665,1429,0,0,0.0,3.3333333333333335,0
136,2016-17,Matej Vydra,FWD,50,0.0,11,Man Utd,22192,0,45,True,5,0.0,0.0,0.0,48,2494,0,0,0.0,1.0,0
137,2016-17,Islam Slimani,FWD,44,0.7431192660550459,3,Burnley,8859,13,85,True,5,0.14056939501779359,1.0,0.6991150442477876,1807,2380,0,90,0.0,0.0,0
138,2016-17,Andre Gray,FWD,44,0.02293577981651376,8,Leicester,348598,2,65,False,5,0.07473309608540925,0.0,0.035398230088495575,10188,67342,3,78,1.0315186246418337,4.0,352
139,2016-17,Andy Carroll,FWD,46,0.0,19,West Brom,70329,0,63,False,5,0.0,0.0,0.0,88,10079,0,0,2.0,2.0,90
140,2016-17,Anthony Martial,FWD,50,0.0045871559633027525,18,Watford,205326,1,94,False,5,0.03202846975088968,0.0,0.0,646,54345,1,37,0.3846153846153846,4.0,235
141,2016-17,Ashley Barnes,FWD,44,0.0,8,Leicester,4410,0,44,False,5,0.0,0.0,0.0,769,366,0,0,0.0,0.0,0
142,2016-17,Ashley Fletcher,FWD,46,0.009174311926605505,19,West Brom,3909,1,50,False,5,0.0,0.0,0.017699115044247787,789,540,0,14,2.347826086956522,1.0,115
143,2016-17,Callum Wilson,FWD,45,0.04587155963302752,10,Man City,81240,1,64,False,5,0.005338078291814946,0.0,0.09734513274336283,9676,6972,2,45,0.8999999999999999,3.0,302
144,2016-17,Jamie Vardy,FWD,44,0.34862385321100914,3,Burnley,679668,6,99,True,5,0.6263345195729537,0.32707774798927614,0.1415929203539823,31663,33882,0,90,1.75,4.5,360
145,2016-17,Charlie Austin,FWD,48,0.4036697247706422,16,Swansea,32277,5,62,True,5,0.21174377224199287,0.49061662198391426,0.34513274336283184,5962,4683,0,37,0.0,1.3333333333333333,105
146,2016-17,Connor Wickham,FWD,47,0.0,14,Stoke,21007,0,58,True,5,0.0,0.0,0.0,214,7078,0,0,1.1020408163265305,2.0,245
147,2016-17,Danny Ings,FWD,41,0.0,4,Chelsea,13198,0,57,False,5,0.0,0.0,0.0,255,1647,0,0,0.0,0.0,0
148,2016-17,Danny Welbeck,FWD,43,0.0,7,Hull,2956,0,74,False,5,0.0,0.0,0.0,49,160,0,0,0.0,0.0,0
149,2016-17,Divock Origi,FWD,41,0.1926605504587156,4,Chelsea,91493,1,67,False,5,0.040925266903914584,0.064343163538874,0.30973451327433627,820,18402,1,34,1.4285714285714286,1.0,64
150,2016-17,Hal Robson-Kanu,FWD,46,0.009174311926605505,20,West Ham,2727,1,50,True,5,0.00889679715302491,0.0160857908847185,0.0,409,768,0,4,0.0,0.0,0
