,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,fixture,goals_conceded,minutes
16132,2017-18,Angelo Ogbonna,DEF,360,2.6,11,Man City,185470,0,42,TRUE,36,0.3,23.2,2,4435,9385,360,4,90
16135,2017-18,Antonio Rüdiger,DEF,358,1.7,16,Swansea,184338,6,58,FALSE,36,1.1,12.2,4,3385,5030,358,0,90
16136,2017-18,Arthur Masuaku,DEF,360,1.2,11,Man City,59917,1,42,TRUE,36,4.3,7.4,0,7487,2912,360,0,24
16140,2017-18,Ashley Young,DEF,355,9.1,1,Arsenal,120429,5,48,TRUE,36,40.5,32.4,18,5151,5079,355,1,90
16141,2017-18,Axel Tuanzebe,DEF,355,0,1,Arsenal,68774,0,39,TRUE,36,0,0,0,39,551,355,0,0
16142,2017-18,Aymeric Laporte,DEF,360,2.6,20,West Ham,66283,2,51,FALSE,36,4.8,21,0,11761,2313,360,1,90
16145,2017-18,Benjamin Chilwell,DEF,352,3.7,6,Crystal Palace,270789,0,44,FALSE,36,17.1,19.4,0,35866,7201,352,5,90
16146,2017-18,Benjamin Mendy,DEF,360,0,20,West Ham,20436,0,63,FALSE,36,0,0,0,1034,112,360,0,0
16147,2017-18,Ben Davies,DEF,359,3.4,18,Watford,1275400,6,58,TRUE,36,16.9,16.6,0,61898,22204,359,0,90
16149,2017-18,Ben Johnson,DEF,360,0,11,Man City,989,0,44,TRUE,36,0,0,0,49,29,360,0,0
16150,2017-18,Ben Mee,DEF,351,0,3,Brighton,499295,0,49,TRUE,36,0,0,0,63,50311,351,0,0
16155,2017-18,Calum Chambers,DEF,355,4.1,12,Man Utd,17612,1,47,FALSE,36,0.3,38.4,2,416,970,355,2,90
16156,2017-18,Cameron Carter-Vickers,DEF,359,0,18,Watford,323,0,45,TRUE,36,0,0,0,1,0,359,0,0
16159,2017-18,Charlie Taylor,DEF,351,0,3,Brighton,27624,0,42,TRUE,36,0,0,0,94,1355,351,0,0
16164,2017-18,Christian Fuchs,DEF,352,0,6,Crystal Palace,110825,0,48,FALSE,36,0,0,0,182,1096,352,0,0
16165,2017-18,Christian Kabasele,DEF,359,2.2,17,Spurs,29566,1,44,FALSE,36,0.4,21.6,0,443,523,359,2,90
16166,2017-18,Chris Smalling,DEF,355,1.7,1,Arsenal,558093,2,56,TRUE,36,1.9,12.6,2,73151,9408,355,1,90
16168,2017-18,Ciaran Clark,DEF,356,0,19,West Brom,93737,0,43,TRUE,36,0,0,0,731,2318,356,0,0
16170,2017-18,Connor Roberts,DEF,358,1,5,Chelsea,7508,2,40,TRUE,36,4.4,4,2,168,199,358,1,62
16172,2017-18,Craig Cathcart,DEF,359,2.7,17,Spurs,731,1,44,FALSE,36,0.2,27,0,64,24,359,2,90
16173,2017-18,Craig Dawson,DEF,356,3.4,13,Newcastle,87296,7,48,FALSE,36,0.2,29.8,4,576,1226,356,0,90
16175,2017-18,Cédric Soares,DEF,357,2.1,2,Bournemouth,219496,1,47,TRUE,36,6.4,12.8,2,20885,2888,357,1,90
16176,2017-18,César Azpilicueta,DEF,358,5.6,16,Swansea,1212747,9,69,FALSE,36,26.6,29,0,40643,14146,358,0,90
16178,2017-18,Daniel Amartey,DEF,352,0,6,Crystal Palace,12164,0,43,FALSE,36,0,0,0,12,148,352,0,0
16181,2017-18,Danny Rose,DEF,359,0,18,Watford,18756,0,64,TRUE,36,0,0,0,37,198,359,0,0
16187,2017-18,David Luiz Moreira Marinho,DEF,358,0,16,Swansea,477426,0,57,FALSE,36,0,0,0,32,464,358,0,0
16188,2017-18,Davinson Sánchez,DEF,359,2.1,18,Watford,66322,7,60,TRUE,36,0.3,20.2,0,1666,1927,359,0,90
16190,2017-18,DeAndre Yedlin,DEF,356,3.3,19,West Brom,104889,2,45,TRUE,36,19.1,13.6,0,17106,3599,356,1,90
16200,2017-18,Emerson Palmieri dos Santos,DEF,358,4.9,16,Swansea,4092,6,52,FALSE,36,2.2,22.2,25,2883,312,358,0,90
16201,2017-18,Eric Bailly,DEF,355,0,1,Arsenal,339283,0,60,TRUE,36,0,0,0,283,4261,355,0,0
16202,2017-18,Eric Dier,DEF,359,3.4,18,Watford,150791,3,47,TRUE,36,4.8,16.4,13,2867,2562,359,0,90
16204,2017-18,Erik Pieters,DEF,354,4.5,10,Liverpool,24689,7,47,FALSE,36,10.3,34.2,0,46,932,354,0,90
16205,2017-18,Ethan Ampadu,DEF,358,0,16,Swansea,485,0,45,FALSE,36,0,0,0,7,2,358,0,0
16207,2017-18,Federico Fernández,DEF,358,0,5,Chelsea,199008,0,45,TRUE,36,0,0,0,1927,17752,358,0,0
16208,2017-18,Fernando Luiz Rosa,DEF,360,8.9,20,West Ham,231644,9,50,FALSE,36,14.8,50.2,24,3072,2460,360,1,90
16209,2017-18,Fikayo Tomori,DEF,358,0,16,Swansea,663,0,45,FALSE,36,0,0,0,0,1,358,0,0
16210,2017-18,Florian Lejeune,DEF,356,6.2,19,West Brom,54480,2,43,TRUE,36,32,22.8,7,11758,2312,356,1,90
16211,2017-18,Francisco Femenía Far,DEF,359,1.3,17,Spurs,90849,1,43,FALSE,36,2,9,2,297,4612,359,2,63
16215,2017-18,Gary Cahill,DEF,358,1.9,16,Swansea,174590,6,62,FALSE,36,0,19,0,779,438,358,0,90
16220,2017-18,Grant Hanley,DEF,356,0,19,West Brom,26142,0,40,TRUE,36,0,0,0,7,127,356,0,0
16225,2017-18,Harry Maguire,DEF,352,2.5,6,Crystal Palace,697770,0,56,FALSE,36,1.6,19.6,4,7214,18650,352,5,90
16230,2017-18,Héctor Bellerín,DEF,355,5.2,12,Man Utd,581470,3,59,FALSE,36,15.3,35,2,2113,14789,355,2,90
16236,2017-18,Jack Stephens,DEF,357,0,2,Bournemouth,29709,0,45,TRUE,36,0,0,0,1081,978,357,0,0
16241,2017-18,Jamaal Lascelles,DEF,356,2.7,19,West Brom,583707,2,49,TRUE,36,1.8,19.4,6,36089,9183,356,1,90
16245,2017-18,James Tarkowski,DEF,351,4.1,3,Brighton,305217,7,46,TRUE,36,20.5,14.4,6,19440,8639,351,0,90
16246,2017-18,James Tomkins,DEF,352,6.7,9,Leicester,220705,6,43,TRUE,36,0.1,8.8,58,22687,6618,352,0,90
16249,2017-18,Jan Bednarek,DEF,357,1.8,2,Bournemouth,19384,1,41,TRUE,36,0.6,17.2,0,12120,1501,357,1,90
16250,2017-18,Javier Manquillo,DEF,356,0,19,West Brom,38515,0,42,TRUE,36,0,0,0,136,572,356,0,0
16256,2017-18,Joel Matip,DEF,354,0,15,Stoke,100644,0,54,TRUE,36,0,0,0,27,912,354,0,0
16257,2017-18,Joel Ward,DEF,352,2.3,9,Leicester,10473,6,47,TRUE,36,1.7,21.6,0,296,100,352,0,90
16259,2017-18,Joe Rodon,DEF,358,0,5,Chelsea,2337,0,40,TRUE,36,0,0,0,7,24,358,0,0
16261,2017-18,John Stones,DEF,360,0,20,West Ham,180336,0,53,FALSE,36,0,0,0,32,1312,360,0,0
16264,2017-18,Jonjoe Kenny,DEF,353,0,8,Huddersfield,123778,0,40,FALSE,36,0,0,0,3839,8351,353,0,0
16266,2017-18,Jonny Evans,DEF,356,0,13,Newcastle,58708,1,49,FALSE,36,0.1,0.2,0,284,931,356,0,1
16271,2017-18,Joseph Gomez,DEF,354,6.2,15,Stoke,141660,9,45,TRUE,36,30.6,31.8,0,3192,2173,354,0,90
16274,2017-18,Juan Foyth,DEF,359,0,18,Watford,1426,0,45,TRUE,36,0,0,0,31,25,359,0,0
16281,2017-18,Kevin Long,DEF,351,5.7,3,Brighton,427604,6,41,TRUE,36,0.1,24.6,32,24271,8822,351,0,90
16282,2017-18,Kieran Gibbs,DEF,356,2,13,Newcastle,22638,6,50,FALSE,36,1.3,16.4,2,213,396,356,0,90
16283,2017-18,Kieran Trippier,DEF,359,8.9,18,Watford,263321,12,52,TRUE,36,43.1,41.8,4,9106,5187,359,0,90
16284,2017-18,Konstantinos Mavropanos,DEF,355,2.9,12,Man Utd,525,1,42,FALSE,36,0.4,28.6,0,48,21,355,2,90
16285,2017-18,Kurt Zouma,DEF,354,4.3,10,Liverpool,119122,6,54,FALSE,36,10.3,32.8,0,143,2218,354,0,90
16286,2017-18,Kyle Bartley,DEF,358,0,5,Chelsea,3346,0,43,TRUE,36,0,0,0,31,41,358,0,0
16287,2017-18,Kyle Walker,DEF,360,3.6,20,West Ham,777457,2,66,FALSE,36,25.2,9.2,2,7817,16770,360,1,60
16288,2017-18,Kyle Walker-Peters,DEF,359,0,18,Watford,53022,0,40,TRUE,36,0,0,0,207,617,359,0,0
16290,2017-18,Lewis Dunk,DEF,351,1.9,4,Burnley,178198,6,45,FALSE,36,0.3,16.2,2,1987,5909,351,0,90
16294,2017-18,Luke Shaw,DEF,355,0,1,Arsenal,28226,0,48,TRUE,36,0,0,0,455,930,355,0,0
16296,2017-18,Mamadou Sakho,DEF,352,5.2,9,Leicester,30544,12,46,TRUE,36,13.3,38.8,0,3443,854,352,0,90
16298,2017-18,Marcos Alonso,DEF,358,0,16,Swansea,933041,0,71,FALSE,36,0,0,0,376,96505,358,0,0
16299,2017-18,Marcos Rojo,DEF,355,0,1,Arsenal,7277,0,54,TRUE,36,0,0,0,23,46,355,0,0
16305,2017-18,Martin Kelly,DEF,352,0,9,Leicester,35576,0,42,TRUE,36,0,0,0,116,2253,352,0,0
16306,2017-18,Mason Holgate,DEF,353,0,8,Huddersfield,62390,0,40,FALSE,36,0,0,0,88,2841,353,0,0
16308,2017-18,Mathias Jorgensen,DEF,353,1.5,7,Everton,396665,1,45,TRUE,36,0.7,14.2,0,19104,7893,353,2,90
16309,2017-18,Matthew Lowton,DEF,351,4.3,3,Brighton,316188,6,44,TRUE,36,19.3,23.4,0,6368,11326,351,0,90
16314,2017-18,Matt Targett,DEF,357,0,2,Bournemouth,3289,0,43,TRUE,36,0,0,0,0,8,357,0,0
16316,2017-18,Michael Keane,DEF,353,2,8,Huddersfield,304760,6,53,FALSE,36,0.3,19.4,0,6395,2766,353,0,90
16325,2017-18,Nathaniel Clyne,DEF,354,4.2,15,Stoke,14594,1,53,TRUE,36,1.9,2.8,37,175,88,354,0,25
16326,2017-18,Nathan Aké,DEF,357,4.9,14,Southampton,378319,1,50,FALSE,36,1.5,20.8,27,3140,11381,357,2,90
16327,2017-18,Nathan Ferguson,DEF,356,0,13,Newcastle,4501,0,40,FALSE,36,0,0,0,119,90,356,0,0
16332,2017-18,Nicolás Otamendi,DEF,360,2.5,20,West Ham,1542707,1,64,FALSE,36,1.1,21.8,2,16921,64996,360,1,90
16334,2017-18,Oleksandr Zinchenko,DEF,360,0,20,West Ham,1042,0,50,FALSE,36,0,0,0,16,51,360,0,0
16341,2017-18,Patrick van Aanholt,DEF,352,7.6,9,Leicester,103751,13,51,TRUE,36,15.3,49.2,11,1835,4505,352,0,90
16343,2017-18,Paul Dummett,DEF,356,0.5,19,West Brom,63875,1,42,TRUE,36,1.4,3.6,0,12973,1575,356,1,57
16345,2017-18,Phil Bardsley,DEF,351,0,3,Brighton,21040,0,41,TRUE,36,0,0,0,224,1059,351,0,0
16347,2017-18,Phil Jagielka,DEF,353,3.2,8,Huddersfield,158488,6,47,FALSE,36,0.6,27.2,4,4767,1266,353,0,90
16348,2017-18,Phil Jones,DEF,355,0,1,Arsenal,320074,0,55,TRUE,36,0,0,0,9825,4862,355,0,0
16357,2017-18,Robert Kenedy Nunes do Nascimento,DEF,356,3.5,19,West Brom,166966,2,48,TRUE,36,12,17.6,5,16114,6807,356,1,90
16361,2017-18,Rob Holding,DEF,355,0,12,Man Utd,38080,0,44,FALSE,36,0,0,0,175,395,355,0,0
16366,2017-18,Ryan Bertrand,DEF,357,6.3,2,Bournemouth,300962,2,53,TRUE,36,1.9,10.6,50,6612,1495,357,1,90
16370,2017-18,Sam Byram,DEF,360,0,11,Man City,6084,0,42,TRUE,36,0,0,0,8,48,360,0,0
16372,2017-18,Scott Dann,DEF,352,0,9,Leicester,15963,0,46,TRUE,36,0,0,0,16,74,352,0,0
16374,2017-18,Sead Kolasinac,DEF,355,1.3,12,Man Utd,360775,2,58,FALSE,36,1.4,12,0,72,2904,355,1,63
16375,2017-18,Seamus Coleman,DEF,353,7.9,8,Huddersfield,28821,6,64,FALSE,36,2.2,42.4,34,1204,1854,353,0,90
16376,2017-18,Serge Aurier,DEF,359,0,18,Watford,49791,0,59,TRUE,36,0,0,0,687,1955,359,0,0
16379,2017-18,Shane Duffy,DEF,351,3.1,4,Burnley,180095,6,46,FALSE,36,0.2,30.4,0,1097,5871,351,0,90
16381,2017-18,Shkodran Mustafi,DEF,355,0,12,Man Utd,262655,0,55,FALSE,36,0,0,0,3414,24123,355,0,0
16385,2017-18,Terence Kongolo,DEF,353,3.5,7,Everton,2296,1,44,TRUE,36,12.5,21.8,1,547,174,353,2,90
16387,2017-18,Timothy Fosu-Mensah,DEF,352,0,9,Leicester,59560,0,44,TRUE,36,0,0,0,65,1272,352,0,0
16389,2017-18,Toby Alderweireld,DEF,359,0,18,Watford,293573,0,58,TRUE,36,0,0,0,1191,376,359,0,0
16393,2017-18,Trent Alexander-Arnold,DEF,354,3.4,15,Stoke,290634,6,44,TRUE,36,6.4,2.6,25,13798,13171,354,0,64
16394,2017-18,Trevoh Chalobah,DEF,358,0,16,Swansea,1110,0,40,FALSE,36,0,0,0,109,58,358,0,0
16396,2017-18,Tyrone Mings,DEF,357,0,14,Southampton,9427,0,42,FALSE,36,0,0,0,23,37,357,0,0
16397,2017-18,Victor Lindelöf,DEF,355,2.7,1,Arsenal,69265,2,49,TRUE,36,1.3,17.8,8,258,697,355,1,90
16398,2017-18,Virgil van Dijk,DEF,354,2.2,15,Stoke,458565,5,57,TRUE,36,0.8,13.2,8,12650,15667,354,0,90
16400,2017-18,Wes Morgan,DEF,352,3.2,6,Crystal Palace,175890,0,44,FALSE,36,0.1,29.4,2,1951,4203,352,5,90
16406,2017-18,Winston Reid,DEF,360,0,11,Man City,35599,0,48,TRUE,36,0,0,0,12,129,360,0,0
16408,2017-18,Aaron Cresswell,DEF,366,3,9,Leicester,151330,5,49,FALSE,37,6,21.8,2,24772,3283,366,0,90
16409,2017-18,Aaron Cresswell,DEF,310,2.2,12,Man Utd,151330,6,49,TRUE,37,2.8,18.2,1,24772,3283,310,0,90
16416,2017-18,Aaron Wan-Bissaka,DEF,368,0,15,Stoke,646,0,45,FALSE,37,0,0,0,15,79,368,0,0
16422,2017-18,Ainsley Maitland-Niles,DEF,361,0,4,Burnley,4687,0,45,TRUE,37,0,0,0,956,139,361,0,0
16423,2017-18,Ainsley Maitland-Niles,DEF,304,4.7,9,Leicester,4687,2,45,FALSE,37,22.7,18.2,6,956,139,304,3,90
16431,2017-18,Alfie Mawson,DEF,362,3.1,2,Bournemouth,244171,1,51,FALSE,37,4.8,20,6,35927,5759,362,1,90
16432,2017-18,Alfie Mawson,DEF,308,2.2,14,Southampton,244171,2,51,TRUE,37,1,16.6,4,35927,5759,308,1,90
16433,2017-18,Andreas Christensen,DEF,364,0,10,Liverpool,116239,0,53,TRUE,37,0,0,0,1352,18010,364,0,0
16434,2017-18,Andreas Christensen,DEF,344,5.5,8,Huddersfield,116239,2,53,TRUE,37,5.8,26,23,1352,18010,344,1,90
16437,2017-18,Andrew Robertson,DEF,364,3.2,5,Chelsea,414227,2,51,FALSE,37,17.1,14.4,0,2573,99386,364,1,73
16442,2017-18,Angelo Ogbonna,DEF,366,4.4,9,Leicester,190574,6,42,FALSE,37,0,24,20,9973,5205,366,0,90
16443,2017-18,Angelo Ogbonna,DEF,310,1,12,Man Utd,190574,6,42,TRUE,37,0,10,0,9973,5205,310,0,90
16448,2017-18,Antonio Rüdiger,DEF,364,1.9,10,Liverpool,188459,6,58,TRUE,37,0.1,18.6,0,6776,3328,364,0,90
16449,2017-18,Antonio Rüdiger,DEF,344,11.4,8,Huddersfield,188459,2,58,TRUE,37,15.6,13.2,85,6776,3328,344,1,90
16450,2017-18,Arthur Masuaku,DEF,366,4.9,9,Leicester,62577,6,42,FALSE,37,20.8,22.6,6,4627,2133,366,0,90
16451,2017-18,Arthur Masuaku,DEF,310,0.8,12,Man Utd,62577,6,42,TRUE,37,3.7,2.6,2,4627,2133,310,0,65
16456,2017-18,Ashley Young,DEF,363,3.5,3,Brighton,144369,2,48,FALSE,37,19.1,15.4,0,25650,3508,363,1,90
16457,2017-18,Ashley Young,DEF,310,0,20,West Ham,144369,1,48,FALSE,37,0,0,0,25650,3508,310,0,1
16458,2017-18,Axel Tuanzebe,DEF,363,0,3,Brighton,68163,0,39,FALSE,37,0,0,0,42,643,363,0,0
16459,2017-18,Axel Tuanzebe,DEF,310,0,20,West Ham,68163,0,39,FALSE,37,0,0,0,42,643,310,0,0
16460,2017-18,Aymeric Laporte,DEF,367,0,8,Huddersfield,101652,0,51,TRUE,37,0,0,0,35656,2686,367,0,0
16461,2017-18,Aymeric Laporte,DEF,306,4.9,3,Brighton,101652,2,51,TRUE,37,13.8,27.2,8,35656,2686,306,1,90
16466,2017-18,Benjamin Chilwell,DEF,366,0,20,West Ham,251251,0,44,TRUE,37,0,0,0,17892,36906,366,0,0
16467,2017-18,Benjamin Chilwell,DEF,304,0,1,Arsenal,251251,0,44,TRUE,37,0,0,0,17892,36906,304,0,0
16468,2017-18,Benjamin Mendy,DEF,367,3.1,8,Huddersfield,20791,1,63,TRUE,37,21.2,6,4,600,342,367,0,33
16469,2017-18,Benjamin Mendy,DEF,306,2,3,Brighton,20791,1,63,TRUE,37,15.4,4.2,0,600,342,306,0,14
16470,2017-18,Ben Davies,DEF,370,0,19,West Brom,1323307,0,58,FALSE,37,0,0,0,60675,15807,370,0,0
16471,2017-18,Ben Davies,DEF,309,3.2,13,Newcastle,1323307,6,58,TRUE,37,18.9,13,0,60675,15807,309,0,90
16473,2017-18,Ben Johnson,DEF,366,0,9,Leicester,1046,0,44,FALSE,37,0,0,0,54,30,366,0,0
16474,2017-18,Ben Johnson,DEF,310,0,12,Man Utd,1046,0,44,TRUE,37,0,0,0,54,30,310,0,0
16475,2017-18,Ben Mee,DEF,361,0,1,Arsenal,455766,0,49,FALSE,37,0,0,0,51,42204,361,0,0
16482,2017-18,Calum Chambers,DEF,361,1.6,4,Burnley,25837,6,47,TRUE,37,0.6,15.6,0,8004,552,361,0,76
16483,2017-18,Calum Chambers,DEF,304,0,9,Leicester,25837,0,47,FALSE,37,0,0,0,8004,552,304,0,0
16484,2017-18,Cameron Carter-Vickers,DEF,370,0,19,West Brom,326,0,45,FALSE,37,0,0,0,2,1,370,0,0
16485,2017-18,Cameron Carter-Vickers,DEF,309,0,13,Newcastle,326,0,45,TRUE,37,0,0,0,2,1,309,0,0
16489,2017-18,Charlie Taylor,DEF,361,0,1,Arsenal,26117,0,42,FALSE,37,0,0,0,82,1484,361,0,0
16497,2017-18,Christian Fuchs,DEF,366,5,20,West Ham,110212,1,47,TRUE,37,24.3,25.2,0,523,1145,366,2,90
16498,2017-18,Christian Fuchs,DEF,304,3.2,1,Arsenal,110212,2,47,TRUE,37,12.1,18.2,2,523,1145,304,1,90
16499,2017-18,Christian Kabasele,DEF,369,4.8,13,Newcastle,29303,1,44,TRUE,37,0.2,30.4,17,308,544,369,1,90
16500,2017-18,Chris Smalling,DEF,363,2.3,3,Brighton,697170,2,57,FALSE,37,0.6,22.6,0,133708,5677,363,1,90
16501,2017-18,Chris Smalling,DEF,310,1.5,20,West Ham,697170,6,57,FALSE,37,0.3,7.4,7,133708,5677,310,0,90
16503,2017-18,Ciaran Clark,DEF,369,0,18,Watford,91905,0,43,FALSE,37,0,0,0,930,2723,369,0,0
16504,2017-18,Ciaran Clark,DEF,309,0,17,Spurs,91905,0,43,FALSE,37,0,0,0,930,2723,309,0,0
16507,2017-18,Connor Roberts,DEF,362,1.9,2,Bournemouth,12148,2,40,FALSE,37,3,15.8,0,4471,643,362,1,90
16508,2017-18,Connor Roberts,DEF,308,1,14,Southampton,12148,2,40,TRUE,37,4.3,5.4,0,4471,643,308,1,90
16510,2017-18,Craig Cathcart,DEF,369,3.2,13,Newcastle,748,2,44,TRUE,37,0.1,31.6,0,30,15,369,1,90
16511,2017-18,Craig Dawson,DEF,370,8.7,17,Spurs,86305,6,48,TRUE,37,10.2,37,40,936,1876,370,0,90
16513,2017-18,Cédric Soares,DEF,365,4.4,7,Everton,246052,5,47,FALSE,37,16.8,26.8,0,27483,3043,365,1,90
16514,2017-18,Cédric Soares,DEF,308,6.2,16,Swansea,246052,6,47,FALSE,37,34.1,25.8,2,27483,3043,308,0,90
16515,2017-18,César Azpilicueta,DEF,364,1.2,10,Liverpool,1237394,6,69,TRUE,37,0.3,12,0,34649,13254,364,0,90
16516,2017-18,César Azpilicueta,DEF,344,5.9,8,Huddersfield,1237394,2,69,TRUE,37,29.8,13.2,16,34649,13254,344,1,90
16519,2017-18,Daniel Amartey,DEF,366,0,20,West Ham,12008,0,43,TRUE,37,0,0,0,12,162,366,0,0
16520,2017-18,Daniel Amartey,DEF,304,0,1,Arsenal,12008,0,43,TRUE,37,0,0,0,12,162,304,0,0
16523,2017-18,Danny Rose,DEF,370,9.3,19,West Brom,18654,1,64,FALSE,37,47.6,30,15,21,142,370,1,90
16524,2017-18,Danny Rose,DEF,309,2.1,13,Newcastle,18654,1,64,TRUE,37,0,2.4,19,21,142,309,0,2
16533,2017-18,David Luiz Moreira Marinho,DEF,364,0,10,Liverpool,476993,0,57,TRUE,37,0,0,0,22,514,364,0,0
16534,2017-18,David Luiz Moreira Marinho,DEF,344,0,8,Huddersfield,476993,0,57,TRUE,37,0,0,0,22,514,344,0,0
16535,2017-18,Davinson Sánchez,DEF,370,3.5,19,West Brom,69089,2,60,FALSE,37,11.1,23.8,0,3542,1211,370,1,90
16536,2017-18,Davinson Sánchez,DEF,309,2.7,13,Newcastle,69089,8,60,TRUE,37,1.9,25.2,0,3542,1211,309,0,90
16539,2017-18,DeAndre Yedlin,DEF,369,4.2,18,Watford,108809,1,45,FALSE,37,27.2,8.6,6,8548,4668,369,0,23
16540,2017-18,DeAndre Yedlin,DEF,309,2.2,17,Spurs,108809,1,45,FALSE,37,9.2,10.6,2,8548,4668,309,1,90
16557,2017-18,Emerson Palmieri dos Santos,DEF,364,0,10,Liverpool,5784,0,52,TRUE,37,0,0,0,2761,1270,364,0,0
16558,2017-18,Emerson Palmieri dos Santos,DEF,344,0,8,Huddersfield,5784,0,52,TRUE,37,0,0,0,2761,1270,344,0,0
16559,2017-18,Eric Bailly,DEF,363,0,3,Brighton,334749,0,60,FALSE,37,0,0,0,573,5175,363,0,0
16560,2017-18,Eric Bailly,DEF,310,0,20,West Ham,334749,1,60,FALSE,37,0,0,0,573,5175,310,0,1
16561,2017-18,Eric Dier,DEF,370,0,19,West Brom,153106,0,47,FALSE,37,0,0,0,4234,2155,370,0,0
16562,2017-18,Eric Dier,DEF,309,0,13,Newcastle,153106,0,47,TRUE,37,0,0,0,4234,2155,309,0,0
16565,2017-18,Erik Pieters,DEF,368,2.2,6,Crystal Palace,24353,0,47,TRUE,37,4.8,15.6,2,428,753,368,2,90
16566,2017-18,Ethan Ampadu,DEF,364,0,10,Liverpool,484,0,45,TRUE,37,0,0,0,2,2,364,0,0
16567,2017-18,Ethan Ampadu,DEF,344,0,8,Huddersfield,484,0,45,TRUE,37,0,0,0,2,2,344,0,0
16570,2017-18,Federico Fernández,DEF,362,5.9,2,Bournemouth,193012,2,45,FALSE,37,21.5,23.2,14,4441,10089,362,1,90
16571,2017-18,Federico Fernández,DEF,308,2,14,Southampton,193012,1,45,TRUE,37,0.3,11.8,8,4441,10089,308,1,90
16572,2017-18,Fernando Luiz Rosa,DEF,367,3.5,8,Huddersfield,256131,3,50,TRUE,37,8.6,10.6,16,24623,1736,367,0,90
16573,2017-18,Fernando Luiz Rosa,DEF,306,13.5,3,Brighton,256131,9,50,TRUE,37,41.4,55.8,38,24623,1736,306,1,90
16574,2017-18,Fikayo Tomori,DEF,364,0,10,Liverpool,664,0,45,TRUE,37,0,0,0,1,1,364,0,0
16575,2017-18,Fikayo Tomori,DEF,344,0,8,Huddersfield,664,0,45,TRUE,37,0,0,0,1,1,344,0,0
16576,2017-18,Florian Lejeune,DEF,369,1.9,18,Watford,57593,1,43,FALSE,37,1.1,11.6,6,5373,2399,369,2,90
16577,2017-18,Florian Lejeune,DEF,309,3.8,17,Spurs,57593,2,43,FALSE,37,10.7,23.6,4,5373,2399,309,1,90
16578,2017-18,Francisco Femenía Far,DEF,369,0,13,Newcastle,87423,0,43,TRUE,37,0,0,0,869,4123,369,0,0
16585,2017-18,Gary Cahill,DEF,364,2.5,10,Liverpool,175967,6,62,TRUE,37,0.1,18.6,6,1524,409,364,0,90
16586,2017-18,Gary Cahill,DEF,344,0,8,Huddersfield,175967,0,62,TRUE,37,0,0,0,1524,409,344,0,0
16594,2017-18,Grant Hanley,DEF,369,0,18,Watford,25991,0,40,FALSE,37,0,0,0,5,145,369,0,0
16595,2017-18,Grant Hanley,DEF,309,0,17,Spurs,25991,0,40,FALSE,37,0,0,0,5,145,309,0,0
16602,2017-18,Harry Maguire,DEF,366,4.9,20,West Ham,677455,1,56,TRUE,37,12.7,27.4,9,7126,26240,366,2,90
16603,2017-18,Harry Maguire,DEF,304,5.9,1,Arsenal,677455,2,56,TRUE,37,11.1,29,19,7126,26240,304,1,90
16612,2017-18,Héctor Bellerín,DEF,361,8,4,Burnley,588398,14,59,TRUE,37,23.9,43.8,12,10541,5004,361,0,90
16613,2017-18,Héctor Bellerín,DEF,304,0,9,Leicester,588398,0,59,FALSE,37,0,0,0,10541,5004,304,0,0
16622,2017-18,Jack Stephens,DEF,365,0,7,Everton,28378,0,45,FALSE,37,0,0,0,417,1672,365,0,0
16623,2017-18,Jack Stephens,DEF,308,9,16,Swansea,28378,6,45,FALSE,37,0.4,24.8,65,417,1672,308,0,90
16630,2017-18,Jamaal Lascelles,DEF,369,3.1,18,Watford,578671,1,49,FALSE,37,1.3,29.8,0,14211,17604,369,2,90
16631,2017-18,Jamaal Lascelles,DEF,309,4.7,17,Spurs,578671,2,49,FALSE,37,0.5,29.4,17,14211,17604,309,1,90
16635,2017-18,James Tarkowski,DEF,361,2.6,1,Arsenal,283198,-1,46,FALSE,37,0,24,2,9128,28272,361,5,90
16636,2017-18,James Tomkins,DEF,368,2.1,15,Stoke,228081,1,44,FALSE,37,0.8,16,4,21604,13155,368,1,90
16641,2017-18,Jan Bednarek,DEF,365,1.4,7,Everton,42516,2,41,FALSE,37,0.6,13.6,0,22190,1131,365,1,90
16642,2017-18,Jan Bednarek,DEF,308,1.6,16,Swansea,42516,6,41,FALSE,37,0.3,16,0,22190,1131,308,0,67
16643,2017-18,Javier Manquillo,DEF,369,4.6,18,Watford,38067,4,42,FALSE,37,20.3,21.2,4,143,573,369,2,66
16644,2017-18,Javier Manquillo,DEF,309,0,17,Spurs,38067,0,42,FALSE,37,0,0,0,143,573,309,0,0
16652,2017-18,Joel Matip,DEF,364,0,5,Chelsea,100017,0,54,FALSE,37,0,0,0,43,660,364,0,0
16653,2017-18,Joel Ward,DEF,368,0.2,15,Stoke,10840,1,47,FALSE,37,1.3,0.2,0,506,176,368,0,39
16656,2017-18,Joe Rodon,DEF,362,0,2,Bournemouth,2317,0,40,FALSE,37,0,0,0,13,33,362,0,0
16657,2017-18,Joe Rodon,DEF,308,0,14,Southampton,2317,0,40,TRUE,37,0,0,0,13,33,308,0,0
16659,2017-18,John Stones,DEF,367,2.4,8,Huddersfield,179547,6,53,TRUE,37,4.1,13.4,6,180,996,367,0,72
16660,2017-18,John Stones,DEF,306,0,3,Brighton,179547,0,53,TRUE,37,0,0,0,180,996,306,0,0
