,season_x,name,position,fixture,ict_index,opponent_team,opp_team_name,selected,total_points,value,was_home,GW,creativity,influence,threat,transfers_in,transfers_out,fixture,goals_conceded,minutes
52672,2020-21,Shkodran Mustafi,DEF,49,0.9,9,Leicester,1197,1,50,TRUE,6,1,7.6,0,155,77,49,1,41
52673,2020-21,Lucas Digne,DEF,56,0.5,16,Southampton,1358086,-2,62,FALSE,6,3.1,0,2,275939,39250,56,2,71
52676,2020-21,Andrew Robertson,DEF,54,6.7,15,Sheffield Utd,1389355,2,71,TRUE,6,26.4,18.2,22,277246,43948,54,1,90
52685,2020-21,Ben Godfrey,DEF,56,1.3,16,Southampton,3887,1,50,FALSE,6,1.5,11,0,1934,465,56,2,90
52687,2020-21,Mohammed Salisu,DEF,56,0,7,Everton,8698,0,43,TRUE,6,0,0,0,43,1198,56,0,0
52688,2020-21,Nicolás Otamendi,DEF,57,0,19,West Ham,20298,0,49,FALSE,6,0,0,0,19,2569,57,0,0
52693,2020-21,Zeze Steven Sessegnon,DEF,53,0,6,Crystal Palace,4005,0,44,TRUE,6,0,0,0,21,320,53,0,0
52694,2020-21,Michael Keane,DEF,56,2.2,16,Southampton,436920,1,51,FALSE,6,0.4,21.8,0,132389,15383,56,2,90
52699,2020-21,Aaron Cresswell,DEF,57,2.4,12,Man City,409738,2,50,TRUE,6,14.8,9.4,0,167136,22527,57,1,90
52700,2020-21,Ryan Bertrand,DEF,56,5.2,7,Everton,94027,6,50,TRUE,6,36.9,11,4,4720,7013,56,0,90
52703,2020-21,Romain Saïss,DEF,58,1.4,14,Newcastle,1342548,7,52,TRUE,6,5.3,8.6,0,270891,33799,58,0,67
52707,2020-21,Martín Montoya,DEF,51,0,18,West Brom,737,0,45,TRUE,6,0,0,0,16,57,51,0,0
52708,2020-21,Rob Holding,DEF,49,0,9,Leicester,123830,0,45,TRUE,6,0,0,0,648,41607,49,0,0
52710,2020-21,Jonjoe Kenny,DEF,56,0,16,Southampton,7655,0,43,FALSE,6,0,0,0,342,1048,56,0,0
52711,2020-21,Calum Chambers,DEF,49,0,9,Leicester,935,0,45,TRUE,6,0,0,0,30,60,49,0,0
52713,2020-21,Matt Doherty,DEF,52,3.9,4,Burnley,672424,6,58,FALSE,6,17.1,17.4,4,9182,149327,52,0,90
52715,2020-21,Phil Jagielka,DEF,54,0,11,Liverpool,44265,0,40,FALSE,6,0,0,0,4893,2853,54,0,0
52722,2020-21,Jonny Evans,DEF,49,1.2,1,Arsenal,14530,5,55,FALSE,6,0.6,11.8,0,2308,1108,49,0,90
52724,2020-21,Ola Aina,DEF,53,4.9,6,Crystal Palace,1700,1,45,TRUE,6,23.4,20,6,921,305,53,2,90
52734,2020-21,Anthony Driscoll-Glennon,DEF,60,0,5,Chelsea,5132,0,40,TRUE,7,0,0,0,429,380,60,0,0
52739,2020-21,Oskar Buur,DEF,68,0,6,Crystal Palace,181930,0,40,TRUE,7,0,0,0,5124,13198,68,0,0
52740,2020-21,Kieran Tierney,DEF,64,3.3,13,Man Utd,389707,6,54,FALSE,7,12.4,18.6,2,6304,19409,64,0,90
52741,2020-21,José Diogo Dalot Teixeira,DEF,64,0,1,Arsenal,2641,0,48,TRUE,7,0,0,0,17,188,64,0,0
52742,2020-21,James Bree,DEF,59,0,16,Southampton,533,0,45,TRUE,7,0,0,0,6,25,59,0,0
52743,2020-21,Branislav Ivanovic,DEF,61,3.6,8,Fulham,11861,1,45,FALSE,7,10.4,25.8,0,3572,741,61,2,90
52745,2020-21,Max Lowe,DEF,66,1.5,12,Man City,4182,2,44,TRUE,7,1.8,11.2,2,58,299,66,1,80
52746,2020-21,Brandon Williams,DEF,64,0,1,Arsenal,64457,0,43,TRUE,7,0,0,0,739,4900,64,0,0
52749,2020-21,Aymeric Laporte,DEF,66,3.6,15,Sheffield Utd,189224,8,60,FALSE,7,11.4,20.4,4,9433,12136,66,0,90
52756,2020-21,William Saliba,DEF,64,0,13,Man Utd,65970,0,42,FALSE,7,0,0,0,1085,6534,64,0,0
52757,2020-21,Pascal Struijk,DEF,62,0,9,Leicester,182060,0,40,TRUE,7,0,0,0,22408,12290,62,0,0
52759,2020-21,Gary Cahill,DEF,68,0,20,Wolves,5905,0,45,FALSE,7,0,0,0,230,826,68,0,0
52760,2020-21,Joel Ward,DEF,68,0,20,Wolves,100625,0,45,FALSE,7,0,0,0,798,20222,68,0,0
52762,2020-21,Toby Alderweireld,DEF,67,1.6,3,Brighton,131832,2,54,TRUE,7,0.3,15.4,0,8920,4185,67,1,90
52763,2020-21,Joe Bryan,DEF,61,0.2,18,West Brom,37473,1,48,TRUE,7,0,2,0,659,4674,61,0,1
52767,2020-21,Luke Ayling,DEF,62,5,9,Leicester,324419,0,45,TRUE,7,30.3,15.6,4,27978,8984,62,4,90
52770,2020-21,Neil Taylor,DEF,59,0,16,Southampton,16999,0,44,TRUE,7,0,0,0,407,1415,59,0,0
52772,2020-21,Tyrick Mitchell,DEF,68,0,20,Wolves,1891746,0,42,FALSE,7,0,0,0,33850,86237,68,0,0
52773,2020-21,Neco Williams,DEF,63,0,19,West Ham,235543,0,40,TRUE,7,0,0,0,7495,11293,63,0,0
52776,2020-21,Ethan Ampadu,DEF,66,2.2,12,Man City,42247,2,45,TRUE,7,5.1,16.4,0,902,2601,66,1,64
52777,2020-21,Çaglar Söyüncü,DEF,62,0,10,Leeds,325591,0,54,FALSE,7,0,0,0,123,91905,62,0,0
52784,2020-21,Craig Dawson,DEF,63,0,11,Liverpool,851,0,45,FALSE,7,0,0,0,122,120,63,0,0
52786,2020-21,Kyle Walker-Peters,DEF,59,2.4,2,Aston Villa,801021,1,45,FALSE,7,1,22.6,0,39284,18742,59,3,90
52788,2020-21,Rayan Ait Nouri,DEF,68,7.5,6,Crystal Palace,1190,15,50,TRUE,7,4.4,43.4,27,162,295,68,0,90
52789,2020-21,Joel Matip,DEF,63,0,19,West Ham,20570,0,54,TRUE,7,0,0,0,287,3306,63,0,0
52793,2020-21,Fernando Luiz Rosa,DEF,66,0,15,Sheffield Utd,63220,0,54,FALSE,7,0,0,0,64,18475,66,0,0
52794,2020-21,Fabián Balbuena,DEF,63,1.9,11,Liverpool,72502,1,44,FALSE,7,0,17,2,18165,5575,63,2,90
52796,2020-21,Eric Dier,DEF,67,2,3,Brighton,87808,2,49,TRUE,7,0.3,19.4,0,9405,5370,67,1,90
52800,2020-21,Trent Alexander-Arnold,DEF,63,5.7,19,West Ham,2437601,2,74,TRUE,7,25.2,17.6,14,35782,208397,63,1,90
52802,2020-21,Niels Nkounkou,DEF,65,2,14,Newcastle,11222,1,40,FALSE,7,5.3,13.8,1,3376,912,65,1,68
52803,2020-21,Sokratis Papastathopoulos,DEF,64,0,13,Man Utd,5829,0,49,FALSE,7,0,0,0,18,626,64,0,0
52805,2020-21,John Stones,DEF,66,0,15,Sheffield Utd,31388,0,49,FALSE,7,0,0,0,842,3176,66,0,0
52806,2020-21,Jonathan Castro Otto,DEF,68,0,6,Crystal Palace,1674,0,54,TRUE,7,0,0,0,40,111,68,0,0
52807,2020-21,Kelland Watts,DEF,65,0,7,Everton,16999,0,40,TRUE,7,0,0,0,106,700,65,0,0
52817,2020-21,Tim Ream,DEF,61,0,18,West Brom,13874,0,44,TRUE,7,0,0,0,1490,1282,61,0,0
52818,2020-21,Reece James,DEF,60,3,4,Burnley,833926,6,50,FALSE,7,9.9,6.8,13,66708,36469,60,0,90
52820,2020-21,Davinson Sánchez,DEF,67,0,3,Brighton,66996,0,54,TRUE,7,0,0,0,2085,4506,67,0,0
52824,2020-21,Jamal Lewis,DEF,65,3.2,7,Everton,159005,2,44,TRUE,7,15.8,16.4,0,4098,12250,65,1,90
52825,2020-21,Japhet Tanganga,DEF,67,0,3,Brighton,3315,0,49,TRUE,7,0,0,0,10,327,67,0,0
52826,2020-21,Patrick van Aanholt,DEF,68,3.6,20,Wolves,17971,0,54,FALSE,7,18.6,10.4,7,4669,2419,68,2,90
52827,2020-21,Jamaal Lascelles,DEF,65,3.2,7,Everton,149306,2,44,TRUE,7,0,13.8,18,2334,12994,65,1,90
52832,2020-21,Issa Diop,DEF,63,0,11,Liverpool,50004,0,45,FALSE,7,0,0,0,439,3844,63,0,0
52833,2020-21,John Egan,DEF,66,1.7,12,Man City,277843,2,49,TRUE,7,0.4,16.4,0,773,22775,66,1,90
52835,2020-21,Angelo Ogbonna,DEF,63,1.1,11,Liverpool,29960,1,49,FALSE,7,0.2,10.4,0,1963,1575,63,2,90
52836,2020-21,Virgil van Dijk,DEF,63,0,19,West Ham,758415,0,64,TRUE,7,0,0,0,441,276220,63,0,0
52837,2020-21,Darnell Furlong,DEF,61,4.6,8,Fulham,11141,1,45,FALSE,7,15,26.6,4,1816,992,61,2,90
52839,2020-21,Victor Lindelöf,DEF,64,1.9,1,Arsenal,93619,2,49,TRUE,7,2.1,14.6,2,6232,3599,64,1,90
52840,2020-21,Dara O'Shea,DEF,61,0,8,Fulham,14808,0,44,FALSE,7,0,0,0,218,1245,61,0,0
52842,2020-21,Yerry Mina,DEF,65,0.9,14,Newcastle,172821,0,55,FALSE,7,1.2,8,0,16798,9004,65,2,90
52843,2020-21,Nathan Aké,DEF,66,0,15,Sheffield Utd,434208,0,55,FALSE,7,0,0,0,1497,83481,66,0,0
52844,2020-21,Nathaniel Phillips,DEF,63,3.4,19,West Ham,1380,2,40,TRUE,7,11.7,22.2,0,1054,181,63,1,90
52847,2020-21,Jarrad Branthwaite,DEF,65,0,14,Newcastle,170703,0,39,FALSE,7,0,0,0,19098,11825,65,0,0
52848,2020-21,Nathan Ferguson,DEF,68,0,20,Wolves,67118,0,40,FALSE,7,0,0,0,524,4262,68,0,0
52849,2020-21,Javier Manquillo,DEF,65,0,7,Everton,24405,0,45,TRUE,7,0,0,0,130,2596,65,0,0
52852,2020-21,James Justin,DEF,62,2.2,10,Leeds,1613153,2,48,FALSE,7,0.6,17,4,61208,36818,62,1,90
52853,2020-21,Antonio Rüdiger,DEF,60,0,4,Burnley,59731,0,46,FALSE,7,0,0,0,1902,4860,60,0,0
52854,2020-21,Konstantinos Tsimikas,DEF,63,0,19,West Ham,2384,0,49,TRUE,7,0,0,0,14,190,63,0,0
52860,2020-21,Wes Morgan,DEF,62,0.2,10,Leeds,10515,1,44,FALSE,7,0,2,0,548,769,62,0,5
52863,2020-21,Christian Fuchs,DEF,62,1.7,10,Leeds,11091,2,45,FALSE,7,1.4,16,0,1485,512,62,1,90
52864,2020-21,Max Kilman,DEF,68,1.5,6,Crystal Palace,822723,6,42,TRUE,7,1,12.4,2,233706,17976,68,0,90
52869,2020-21,Michael Hector,DEF,61,0,18,West Brom,13259,0,43,TRUE,7,0,0,0,367,1180,61,0,0
52874,2020-21,Axel Tuanzebe,DEF,64,0,1,Arsenal,9778,0,45,TRUE,7,0,0,0,2566,1736,64,0,0
52875,2020-21,Conor Coady,DEF,68,2.1,6,Crystal Palace,647688,6,50,TRUE,7,0,21.2,0,22649,21479,68,0,90
52880,2020-21,Fabian Schär,DEF,65,1.6,7,Everton,3032,2,49,TRUE,7,0.3,13.8,2,401,181,65,1,90
52884,2020-21,Florian Lejeune,DEF,65,0,7,Everton,1121,0,43,TRUE,7,0,0,0,7,65,65,0,0
52886,2020-21,Sergio Reguilón,DEF,67,5.9,3,Brighton,292851,4,56,TRUE,7,17.3,24.8,17,55273,23564,67,1,90
52887,2020-21,Cameron Carter-Vickers,DEF,67,0,3,Brighton,23154,0,40,TRUE,7,0,0,0,149,2300,67,0,0
52889,2020-21,Marcos Rojo,DEF,64,0,1,Arsenal,4604,0,49,TRUE,7,0,0,0,79,258,64,0,0
52898,2020-21,Jack O'Connell,DEF,66,0,12,Man City,14950,0,48,TRUE,7,0,0,0,149,1932,66,0,0
52899,2020-21,Pablo Marí,DEF,64,0,13,Man Utd,608,0,44,FALSE,7,0,0,0,18,51,64,0,0
52902,2020-21,Fikayo Tomori,DEF,60,0,4,Burnley,19598,0,48,FALSE,7,0,0,0,373,1179,60,0,0
52907,2020-21,Kyle Walker,DEF,66,6.4,15,Sheffield Utd,479345,15,60,FALSE,7,2.8,51.8,9,52437,20230,66,0,90
52911,2020-21,Filip Benkovic,DEF,62,0,10,Leeds,2133,0,43,FALSE,7,0,0,0,10,147,62,0,0
52913,2020-21,Diego Llorente,DEF,62,0,9,Leicester,1646,0,44,TRUE,7,0,0,0,36,346,62,0,0
52915,2020-21,Antonee Robinson,DEF,61,3.5,18,West Brom,8368,7,44,TRUE,7,18.2,16.6,0,925,594,61,0,90
52918,2020-21,Joël Veltman,DEF,67,1.3,17,Spurs,15224,1,43,FALSE,7,1.1,11.6,0,1608,1124,67,2,90
52919,2020-21,Jayden Bogle,DEF,66,0,12,Man City,5446,0,44,TRUE,7,0,0,0,77,357,66,0,0
52920,2020-21,Kenny Tete,DEF,61,0,18,West Brom,6043,0,44,TRUE,7,0,0,0,61,854,61,0,0
52924,2020-21,Adam Webster,DEF,67,4,17,Spurs,139948,1,45,FALSE,7,2.8,15.8,21,826,9453,67,2,90
52925,2020-21,Shane Duffy,DEF,67,0,17,Spurs,3531,0,44,FALSE,7,0,0,0,12,167,67,0,0
52929,2020-21,Kevin Long,DEF,60,1.8,5,Chelsea,18056,0,45,TRUE,7,0.3,16,2,1367,987,60,3,90
52931,2020-21,Danny Rose,DEF,67,0,3,Brighton,15564,0,48,TRUE,7,0,0,0,7,2488,67,0,0
52933,2020-21,Alex Nicolao Telles,DEF,64,0,1,Arsenal,67127,0,55,TRUE,7,0,0,0,11760,31785,64,0,0
52936,2020-21,Jack Robinson,DEF,66,0,12,Man City,13238,0,44,TRUE,7,0,0,0,627,1357,66,0,0
52937,2020-21,Seamus Coleman,DEF,65,0,14,Newcastle,80387,0,50,FALSE,7,0,0,0,96,36941,65,0,0
52939,2020-21,Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,61,2.2,8,Fulham,13512,1,48,FALSE,7,1,21.4,0,370,829,61,2,90
52945,2020-21,Erik Pieters,DEF,60,0,5,Chelsea,37749,0,44,TRUE,7,0,0,0,117,7708,60,0,0
52950,2020-21,Nélson Cabral Semedo,DEF,68,6,6,Crystal Palace,178782,8,55,TRUE,7,24.4,29.2,6,28955,12716,68,0,90
52951,2020-21,Serge Aurier,DEF,67,0,3,Brighton,183797,0,52,TRUE,7,0,0,0,11603,23119,67,0,0
52953,2020-21,Ben White,DEF,67,1.7,17,Spurs,97883,1,45,FALSE,7,1.3,15.6,0,1837,5812,67,2,90
52955,2020-21,George Baldock,DEF,66,2.6,12,Man City,157961,2,53,TRUE,7,8.1,14,4,1063,17788,66,1,90
52956,2020-21,Terence Kongolo,DEF,61,0,18,West Brom,79,0,45,TRUE,7,0,0,0,41,24,61,0,0
52957,2020-21,Bernardo Fernandes da Silva Junior,DEF,67,0.7,17,Spurs,604138,1,40,FALSE,7,1.1,4.2,2,8272,29773,67,1,25
52960,2020-21,Ben Mee,DEF,60,0,5,Chelsea,10720,0,49,TRUE,7,0,0,0,95,771,60,0,0
52961,2020-21,Yan Valery,DEF,59,0,2,Aston Villa,4905,0,48,FALSE,7,0,0,0,87,274,59,0,0
52963,2020-21,Oleksandr Zinchenko,DEF,66,0,15,Sheffield Utd,17235,0,55,FALSE,7,0,0,0,884,558,66,0,0
52967,2020-21,Vladimir Coufal,DEF,63,0.9,11,Liverpool,33627,1,45,FALSE,7,1.5,7.8,0,21103,1888,63,2,90
52973,2020-21,Bjorn Engels,DEF,59,0,16,Southampton,5672,0,44,TRUE,7,0,0,0,87,212,59,0,0
52974,2020-21,Maxime Le Marchand,DEF,61,0,18,West Brom,6846,0,43,TRUE,7,0,0,0,257,567,61,0,0
52975,2020-21,Emil Krafth,DEF,65,0,7,Everton,5202,0,44,TRUE,7,0,0,0,165,309,65,0,0
52983,2020-21,Jan Bednarek,DEF,59,1,2,Aston Villa,159172,1,45,FALSE,7,0,10.4,0,8790,4029,59,0,45
52985,2020-21,Leif Davis,DEF,62,0,9,Leicester,100063,0,40,TRUE,7,0,0,0,5508,6298,62,0,0
52986,2020-21,Barry Douglas,DEF,62,0,9,Leicester,482619,0,39,TRUE,7,0,0,0,6990,58733,62,0,0
52987,2020-21,Phil Bardsley,DEF,60,0,5,Chelsea,23035,0,45,TRUE,7,0,0,0,52,4409,60,0,0
52989,2020-21,Eric Garcia,DEF,66,0,15,Sheffield Utd,16792,0,48,FALSE,7,0,0,0,1624,905,66,0,0
52990,2020-21,Tyrone Mings,DEF,59,10.1,16,Southampton,749568,6,52,TRUE,7,0.8,46,54,62436,53063,59,4,90
52992,2020-21,Thiago Thiago,DEF,60,4.9,4,Burnley,188042,6,55,FALSE,7,1,31.4,17,38138,5622,60,0,90
52993,2020-21,Ben Gibson,DEF,60,0,5,Chelsea,12110,0,40,TRUE,7,0,0,0,428,785,60,0,0
52994,2020-21,Mamadou Sakho,DEF,68,0,20,Wolves,21718,0,45,FALSE,7,0,0,0,1419,2424,68,0,0
52995,2020-21,Alfie Mawson,DEF,61,0,18,West Brom,749,0,44,TRUE,7,0,0,0,14,53,61,0,0
53001,2020-21,Denis Odoi,DEF,61,0,18,West Brom,5175,0,44,TRUE,7,0,0,0,176,537,61,0,0
53010,2020-21,Timothy Castagne,DEF,62,0,10,Leeds,1260260,0,58,FALSE,7,0,0,0,90284,334375,62,0,0
53013,2020-21,Sam Woods,DEF,68,0,20,Wolves,53545,0,40,FALSE,7,0,0,0,5177,3379,68,0,0
53017,2020-21,Daniel Amartey,DEF,62,0,10,Leeds,76932,0,40,FALSE,7,0,0,0,342,7252,62,0,0
53019,2020-21,Teden Mengi,DEF,64,0,1,Arsenal,46483,0,40,TRUE,7,0,0,0,762,2319,64,0,0
53020,2020-21,Paul Dummett,DEF,65,0,7,Everton,1053,0,44,TRUE,7,0,0,0,11,53,65,0,0
53021,2020-21,Benjamin Mendy,DEF,66,0,15,Sheffield Utd,86926,0,59,FALSE,7,0,0,0,179,12048,66,0,0
53024,2020-21,Juan Foyth,DEF,67,0,3,Brighton,5820,0,43,TRUE,7,0,0,0,15,555,67,0,0
53026,2020-21,Chris Smalling,DEF,64,0,1,Arsenal,7817,0,49,TRUE,7,0,0,0,15,568,64,0,0
53031,2020-21,Ben Johnson,DEF,63,0,11,Liverpool,156287,0,40,FALSE,7,0,0,0,4631,9068,63,0,0
53035,2020-21,Cedric Kipre,DEF,61,0,8,Fulham,3699,0,44,FALSE,7,0,0,0,46,195,61,0,0
53038,2020-21,Andreas Christensen,DEF,60,0,4,Burnley,20026,0,49,FALSE,7,0,0,0,499,1497,60,0,0
53040,2020-21,Tariq Lamptey,DEF,67,6,17,Spurs,817558,9,47,FALSE,7,2.6,38.2,19,29803,42108,67,2,78
53041,2020-21,Robin Koch,DEF,62,1.6,9,Leicester,65455,0,45,TRUE,7,1.4,8.8,6,18372,2387,62,4,90
53044,2020-21,Fernando Marçal,DEF,68,0,6,Crystal Palace,12813,0,49,TRUE,7,0,0,0,520,1457,68,0,0
53045,2020-21,César Azpilicueta,DEF,60,0,4,Burnley,313895,0,59,FALSE,7,0,0,0,19880,9996,60,0,0
53046,2020-21,Joachim Andersen,DEF,61,1.6,18,West Brom,183,6,45,TRUE,7,0.6,14.6,1,36,44,61,0,90
53047,2020-21,Matt Targett,DEF,59,7.2,16,Southampton,134893,0,45,TRUE,7,47.8,18,6,16120,7160,59,4,90
53052,2020-21,Joseph Gomez,DEF,63,1.9,19,West Ham,215325,2,54,TRUE,7,2.4,16.2,0,21426,10641,63,1,90
53056,2020-21,Scott Dann,DEF,68,5.1,20,Wolves,50171,1,44,FALSE,7,0.8,16.6,34,1208,2235,68,2,90
53057,2020-21,Ainsley Maitland-Niles,DEF,64,0,13,Man Utd,88655,1,48,FALSE,7,0,0,0,946,10841,64,0,4
53058,2020-21,Kieran Gibbs,DEF,61,0,8,Fulham,19342,0,44,FALSE,7,0,0,0,393,1383,61,0,0
53060,2020-21,Stuart Dallas,DEF,62,5.3,9,Leicester,432496,6,45,TRUE,7,5.4,39,9,31896,11532,62,3,80
53062,2020-21,Sead Kolasinac,DEF,64,0,13,Man Utd,13977,0,48,FALSE,7,0,0,0,235,1097,64,0,0
53063,2020-21,Arthur Masuaku,DEF,63,2.9,11,Liverpool,95686,1,45,FALSE,7,14.8,12.4,2,11339,6075,63,2,87
53065,2020-21,DeAndre Yedlin,DEF,65,0,7,Everton,17059,0,43,TRUE,7,0,0,0,203,1020,65,0,0
53068,2020-21,Luke Shaw,DEF,64,5.3,1,Arsenal,74981,2,49,TRUE,7,35.6,17.8,0,4326,4487,64,1,90
53074,2020-21,Kurt Zouma,DEF,60,6.1,4,Burnley,544259,14,51,FALSE,7,0.3,43.6,17,238536,12302,60,0,90
53075,2020-21,Mason Holgate,DEF,65,0,14,Newcastle,3057,0,48,FALSE,7,0,0,0,32,190,65,0,0
53078,2020-21,Ben Davies,DEF,67,0.2,3,Brighton,91329,1,48,TRUE,7,0,2.2,0,10894,6899,67,0,5
53080,2020-21,Charlie Taylor,DEF,60,1.1,5,Chelsea,252110,1,45,TRUE,7,0.8,8.6,2,3008,17314,60,3,90
53082,2020-21,Cyrus Christie,DEF,61,0,18,West Brom,3355,0,43,TRUE,7,0,0,0,43,373,61,0,0
53085,2020-21,Willy Boly,DEF,68,1.7,6,Crystal Palace,191602,6,55,TRUE,7,0.3,10.6,6,17362,8760,68,0,90
53089,2020-21,Matthew Clarke,DEF,67,0,17,Spurs,423,0,44,FALSE,7,0,0,0,20,21,67,0,0
53096,2020-21,João Pedro Cavaco Cancelo,DEF,66,9.3,15,Sheffield Utd,84710,8,54,FALSE,7,55.7,31,6,36825,3366,66,0,90
53100,2020-21,Chris Basham,DEF,66,2.1,12,Man City,80889,2,49,TRUE,7,3.8,13.4,4,996,6758,66,1,90
53105,2020-21,Rúben Gonçalo Silva Nascimento Vinagre,DEF,68,0,6,Crystal Palace,119873,0,42,TRUE,7,0,0,0,65,28989,68,0,0
53107,2020-21,Ricardo Domingos Barbosa Pereira,DEF,62,0,10,Leeds,5809,0,59,FALSE,7,0,0,0,165,472,62,0,0
53108,2020-21,Joe Rodon,DEF,67,0,3,Brighton,549,0,50,TRUE,7,0,0,0,207,69,67,0,0
53109,2020-21,Jack Stephens,DEF,59,1.2,2,Aston Villa,16722,0,48,FALSE,7,0.1,11.6,0,254,1669,59,3,45
53111,2020-21,Matthew Cash,DEF,59,0.3,16,Southampton,54073,-1,50,TRUE,7,0.8,1.8,0,4921,3624,59,4,66
53118,2020-21,Emerson Palmieri dos Santos,DEF,60,0,4,Burnley,10886,0,48,FALSE,7,0,0,0,227,720,60,0,0
53119,2020-21,Luke Thomas,DEF,62,3.5,10,Leeds,15163,1,43,FALSE,7,0.7,23.2,11,469,1140,62,1,90
53120,2020-21,Federico Fernández,DEF,65,4.4,7,Everton,72134,3,49,TRUE,7,10.4,33.6,0,1212,5055,65,1,90
53123,2020-21,James Tarkowski,DEF,60,2.2,5,Chelsea,191346,1,54,TRUE,7,0.1,18.6,3,2440,8982,60,3,90
53127,2020-21,Rhys Williams,DEF,63,0,19,West Ham,0,0,40,TRUE,7,0,0,0,0,0,63,0,0
53130,2020-21,Nathaniel Clyne,DEF,68,4.9,20,Wolves,7783,1,45,FALSE,7,16.8,14.2,18,5595,693,68,2,90
53132,2020-21,Lewis Dunk,DEF,67,0,17,Spurs,246312,0,48,FALSE,7,0,0,0,100,59248,67,0,0
53133,2020-21,Ahmed El Mohamady,DEF,59,1.1,16,Southampton,24502,1,44,TRUE,7,4.8,4,2,517,1729,59,0,23
53134,2020-21,Ryan Bennett,DEF,68,0,6,Crystal Palace,13924,0,44,TRUE,7,0,0,0,29,2240,68,0,0
53138,2020-21,Ezri Konsa Ngoyo,DEF,59,0.7,16,Southampton,612943,0,47,TRUE,7,0.4,4.4,2,62518,26653,59,4,90
53141,2020-21,Marcos Alonso,DEF,60,0,4,Burnley,142062,0,58,FALSE,7,0,0,0,1580,13493,60,0,0
53147,2020-21,Jimmy Dunne,DEF,60,0,5,Chelsea,555626,0,41,TRUE,7,0,0,0,9003,43878,60,0,0
53150,2020-21,Gabriel Magalhães,DEF,64,2.7,13,Man Utd,840298,7,51,FALSE,7,0.2,26.6,0,13936,56686,64,0,90
53152,2020-21,Enda Stevens,DEF,66,2,12,Man City,159365,2,53,TRUE,7,1.8,16.4,2,522,19329,66,1,90
53157,2020-21,Dan Burn,DEF,67,0.8,17,Spurs,31601,0,44,FALSE,7,2.5,1.4,4,650,1729,67,2,90
53158,2020-21,Conor Townsend,DEF,61,3.2,8,Fulham,10107,1,45,FALSE,7,7.8,20.4,4,2403,685,61,2,90
53161,2020-21,Aaron Wan-Bissaka,DEF,64,1.1,1,Arsenal,650958,2,54,TRUE,7,3.3,3.8,4,47820,15497,64,1,90
53163,2020-21,Kyle Bartley,DEF,61,0,8,Fulham,13229,0,45,FALSE,7,0,0,0,269,1778,61,0,0
53165,2020-21,Harry Maguire,DEF,64,5.3,1,Arsenal,224646,1,54,TRUE,7,11.8,10.2,31,23411,6507,64,1,90
53166,2020-21,Jake Vokins,DEF,59,0,2,Aston Villa,94134,0,40,FALSE,7,0,0,0,1677,3986,59,0,0
53168,2020-21,Eric Bailly,DEF,64,0,1,Arsenal,15175,0,49,TRUE,7,0,0,0,45,2531,64,0,0
53174,2020-21,Ki-Jana Hoever,DEF,68,0,6,Crystal Palace,2811,0,45,TRUE,7,0,0,0,226,278,68,0,0
53177,2020-21,Ezgjan Alioski,DEF,62,2.3,9,Leicester,34846,1,44,TRUE,7,10.5,2,10,5539,1475,62,1,9
53181,2020-21,Timothy Fosu-Mensah,DEF,64,0,1,Arsenal,7739,0,44,TRUE,7,0,0,0,230,534,64,0,0
53191,2020-21,Ciaran Clark,DEF,65,0,7,Everton,2704,0,45,TRUE,7,0,0,0,15,151,65,0,0
53192,2020-21,Benjamin Chilwell,DEF,60,2.9,4,Burnley,1575600,6,58,FALSE,7,8.9,12.2,8,529253,17910,60,0,90
53195,2020-21,Rúben Santos Gato Alves Dias,DEF,66,1.6,15,Sheffield Utd,119212,6,55,FALSE,7,0.6,15.2,0,29272,7537,66,0,90
53196,2020-21,Wesley Fofana,DEF,62,2.3,10,Leeds,6704,2,50,FALSE,7,0.3,21,2,3813,370,62,1,90
53200,2020-21,Ahmed El-Sayed Hegazy,DEF,61,0,8,Fulham,25623,0,43,FALSE,7,0,0,0,1028,10861,61,0,0
53202,2020-21,Bobby Thomas,DEF,60,0,5,Chelsea,43481,0,40,TRUE,7,0,0,0,1816,1972,60,0,0
53209,2020-21,Ryan Fredericks,DEF,63,0,11,Liverpool,21249,0,44,FALSE,7,0,0,0,341,1736,63,0,0
53212,2020-21,David Luiz Moreira Marinho,DEF,64,0,13,Man Utd,72271,0,55,FALSE,7,0,0,0,2305,10915,64,0,0
53216,2020-21,Ryan Inniss,DEF,68,0,20,Wolves,4915,0,40,FALSE,7,0,0,0,109,575,68,0,0
53220,2020-21,Phil Jones,DEF,64,0,1,Arsenal,3015,0,49,TRUE,7,0,0,0,29,175,64,0,0
53221,2020-21,Ryan Sessegnon,DEF,67,0,3,Brighton,7148,0,48,TRUE,7,0,0,0,8,726,67,0,0
53225,2020-21,Liam Cooper,DEF,62,2,9,Leicester,45776,0,44,TRUE,7,1.1,19.2,0,547,5655,62,4,90
53227,2020-21,Kortney Hause,DEF,59,0,16,Southampton,3331,0,44,TRUE,7,0,0,0,11,386,59,0,0
53228,2020-21,Oliver Casey,DEF,62,0,9,Leicester,99980,0,39,TRUE,7,0,0,0,45880,5650,62,0,0
53231,2020-21,Matthew Lowton,DEF,60,2.8,5,Chelsea,6821,1,44,TRUE,7,15.3,12,1,273,317,60,3,90
